P,item_order,item_material,item_id,max_length,min_length
3,order110,XXB-0215S,23888,488,118
3,order110,XXB-0215S,21626,489,374
3,order110,XXB-0215S,21830,489,374
3,order110,XXB-0215S,22048,489,374
3,order110,XXB-0218S,20440,2398,128
3,order110,XXB-0218S,20856,2398,128
3,order110,XXB-0218S,22013,2398,128
3,order110,XXB-0218S,20870,445,166
3,order110,XXB-0218S,22239,445,166
3,order110,XXB-0218S,23382,445,166
3,order110,XXB-0218S,21035,508,439.5
3,order110,XXB-0218S,21148,508,439.5
3,order110,XXB-0218S,22851,508,439.5
3,order110,XXB-0218S,23476,508,439.5
3,order110,ZQB-0215S,23081,494.5,430
3,order110,ZQB-0215S,20851,860,494.5
3,order110,ZQB-0215S,24503,860,494.5
3,order110,ZQB-0218S,20193,2190,58
3,order110,ZQB-0218S,23701,2190,58
3,order110,ZQB-0218S,19619,537,494.5
3,order110,ZQB-0218S,20093,537,494.5
3,order110,ZQB-0218S,22513,2190,537
3,order110,ZQB-0218S,21240,573,538
3,order110,ZQB-0218S,24606,573,538
3,order110,ZQB-0225S,21905,2346,558
1,order111,XXB-0218S,20765,830,377.5
1,order111,XXB-0218S,21317,830,377.5
1,order111,XXB-0218S,21419,1009,377.5
1,order111,XXB-0218S,22208,1009,377.5
1,order111,XXB-0218S,24105,2252,379
1,order111,XXB-0218S,22381,794,475
1,order111,XXB-0218S,22692,794,475
20,order112,NJYH-0215S,26609,311,132.5
20,order112,NJYH-0215S,27633,311,132.5
20,order112,NJYH-0215S,25800,438,158
20,order112,NJYH-0215S,26443,438,158
20,order112,NJYH-0215S,26633,438,158
20,order112,NJYH-0215S,26830,438,158
20,order112,NJYH-0215S,26528,439,312
20,order112,NJYH-0215S,29434,439,312
20,order112,NJYH-0215S,24820,1016,436
20,order112,NJYH-0215S,28387,1533,436
20,order112,NJYH-0215S,28815,1015,436
20,order112,NJYH-0215S,29390,498,436
20,order112,NJYH-0215S,26450,909,498
20,order112,NJYH-0215S,27682,897,498
20,order112,NJYH-0215S,28536,897,498
20,order112,NJYH-0215S,25693,1533,897
20,order112,NJYH-0215S,27638,1533,897
20,order112,NJYH-0215S,27719,1533,909
20,order112,NJYH-0218S,25351,395,48
20,order112,NJYH-0218S,25447,395,48
20,order112,NJYH-0218S,24883,897,58
20,order112,NJYH-0218S,25233,897,58
20,order112,NJYH-0218S,26302,909,58
20,order112,NJYH-0218S,26627,909,58
20,order112,NJYH-0218S,26634,436,58
20,order112,NJYH-0218S,26885,897,58
20,order112,NJYH-0218S,27540,436,58
20,order112,NJYH-0218S,27644,436,58
20,order112,NJYH-0218S,27831,436,58
20,order112,NJYH-0218S,28090,897,58
20,order112,NJYH-0218S,24803,383,191.5
20,order112,NJYH-0218S,25127,383,191.5
20,order112,NJYH-0218S,26915,436,198
20,order112,NJYH-0218S,27796,436,198
20,order112,NJYH-0218S,28582,436,198
20,order112,NJYH-0218S,29020,436,198
20,order112,NJYH-0218S,24987,436,217
20,order112,NJYH-0218S,25705,436,217
20,order112,NJYH-0218S,28139,436,217
20,order112,NJYH-0218S,25626,2148,218
20,order112,NJYH-0218S,28798,2148,218
20,order112,NJYH-0218S,25478,435,395
20,order112,NJYH-0218S,28770,471,395
20,order112,NJYH-0218S,24968,567,436
20,order112,NJYH-0218S,25822,548,436
20,order112,NJYH-0218S,26745,567,436
20,order112,NJYH-0218S,29252,567,436
20,order112,NJYH-0218S,25108,897,567
20,order112,NJYH-0218S,25848,897,567
20,order112,NJYH-0218S,26033,897,567
20,order112,NJYH-0218S,26467,909,567
20,order112,NJYH-0218S,26729,897,567
20,order112,NJYH-0218S,27681,909,567
20,order112,NJYH-0218S,27881,897,567
20,order112,NJYH-0218S,28333,909,567
20,order112,NJYH-0218S,28778,897,567
20,order112,NJYH-0218S,24862,2148,568
20,order112,NJYH-0218S,25031,2148,568
20,order112,NJYH-0218S,25387,2148,568
20,order112,NJYH-0218S,25885,2148,568
20,order112,NJYH-0218S,25952,2148,568
20,order112,NJYH-0218S,26578,2148,568
20,order112,NJYH-0218S,28431,2148,568
20,order112,NJYH-0218S,28914,2148,568
20,order112,YSH-0218S,26308,2188,38
20,order112,YSH-0218S,27113,2188,38
20,order112,YSH-0218S,28651,1893,38
20,order112,YSH-0218S,28923,1868,38
20,order112,YSH-0218S,28937,2188,38
20,order112,YSH-0218S,25448,1867,58
20,order112,YSH-0218S,26646,1883,58
20,order112,YSH-0218S,24857,2084,462.5
20,order112,YSH-0218S,25360,2084,462.5
20,order112,YSH-0218S,25865,2084,462.5
20,order112,YSH-0218S,26246,2084,462.5
20,order112,YSH-0218S,25472,2084,468.5
20,order112,YSH-0218S,26990,2084,468.5
20,order112,YSH-0218S,28441,2084,469
20,order112,YSH-0218S,29110,2084,469
4,order113,NJYH-0215S,29072,1429,748
4,order113,NJYH-0218S,28368,1429,58
4,order113,NJYH-0218S,28639,1429,58
4,order113,NJYH-0218S,24982,303,177
4,order113,NJYH-0218S,25271,303,177
4,order113,NJYH-0218S,25505,1429,303
4,order113,NJYH-0218S,25628,460,303
4,order113,NJYH-0218S,26799,748,303
4,order113,NJYH-0218S,27168,748,303
4,order113,NJYH-0218S,27856,949,303
4,order113,NJYH-0218S,25232,1429,322
4,order113,NJYH-0218S,27122,1429,322
4,order113,NJYH-0218S,28256,1429,322
4,order113,NJYH-0218S,28464,1429,322
4,order113,NJYH-0218S,28457,2228,323
4,order113,NJYH-0218S,28908,2298,323
4,order113,NJYH-0218SD,28087,1528,58
4,order113,YH-0215S,25920,1429,398
4,order113,YH-0215S,25984,1429,945
4,order113,YH-0218S,27435,949,303
4,order113,YH-0218S,27650,460,303
4,order113,YSH-0218S,25490,2228,38
4,order113,YSH-0218S,28763,1427,58
4,order113,YSH-0218S,25085,781,484
4,order113,YSH-0218S,28098,781,484
4,order113,YSH-0218S,28607,781,484
4,order113,YSH-0218SD,26190,1508,68
1,order114,GHSS-0225S,1937,998,598
1,order114,HT9-0215S,3188,795,80
1,order114,HT9-0215S,4398,795,80
1,order114,HT9-0215S,1572,1279.5,562
1,order114,HT9-0215S,2210,873,832
1,order114,HT9-0218S,1733,561,360
1,order114,HT9-0218S,2573,561,360
1,order114,HT9-0218S,3766,562,360
1,order114,HT9-0218S,2599,562,379
1,order114,HT9-0218S,1899,1298,380
1,order114,HT9-0218S,2067,1298,380
1,order114,HT9-0218S,668,873,598
1,order114,HT9-0218S,3329,873,598
1,order114,XXB-0218S,1019,794.5,295
1,order114,XXB-0218S,2316,794.5,295
1,order115,NJYH-0215S,26270,801,356
1,order115,NJYH-0218S,27128,777,48
1,order115,NJYH-0218S,27234,777,48
1,order115,NJYH-0218S,29410,611,48
1,order115,NJYH-0218S,27718,356,58
1,order115,NJYH-0218S,28163,356,58
1,order115,NJYH-0218S,25121,356,269
1,order115,NJYH-0218S,25442,356,269
1,order115,NJYH-0218S,27711,898,270
1,order115,NJYH-0218S,28581,898,270
1,order115,NJYH-0218S,27152,612,597
1,order115,NJYH-0218S,26431,748,597.5
1,order115,NJYH-0218S,25315,898,598
1,order115,NJYH-0218S,25722,898,598
1,order115,NJYH-0218S,28907,1838,598.5
1,order115,NJYH-0218S,28416,1837.5,803
1,order115,YSH-0215S,25826,900,80
1,order115,YSH-0218S,28430,834,389
15,order116,HYBW-0218S,28910,1732,498
15,order116,HYBW-0225S,27340,1768,348
15,order116,LMW-0215S,27050,856,454.5
15,order116,LMW-0215S,29195,856,454.5
15,order116,LMW-0215S,24874,894.5,855
15,order116,LMW-0215S,25369,894.5,855
15,order116,LMW-0215S,26515,1891,856
15,order116,LMW-0215S,28880,1891,856
15,order116,LMW-0218S,28881,1818,38
15,order116,LMW-0218S,28932,1904,38
15,order116,LMW-0218S,25911,1730,58
15,order116,LMW-0218S,26883,1730,58
15,order116,LMW-0218S,27525,856,58
15,order116,LMW-0218S,27872,856,58
15,order116,LMW-0218S,27971,856,58
15,order116,LMW-0218S,29427,856,58
15,order116,LMW-0218S,25180,856,268.5
15,order116,LMW-0218S,26441,856,268.5
15,order116,LMW-0218S,27825,856,268.5
15,order116,LMW-0218S,28235,856,268.5
15,order116,LMW-0218S,25122,855,278
15,order116,LMW-0218S,25444,855,278
15,order116,LMW-0218S,28684,855,278
15,order116,LMW-0218S,27930,854,280
15,order116,LMW-0218S,29429,854,280
15,order116,LMW-0218S,24854,847,296
15,order116,LMW-0218S,28264,1730,299
15,order116,LMW-0218S,27427,856,301
15,order116,LMW-0218S,29009,856,301
15,order116,LMW-0218S,25661,846,309.5
15,order116,LMW-0218S,26075,846,309.5
15,order116,LMW-0218S,27120,856,327
15,order116,LMW-0218S,28634,1732,327
15,order116,LMW-0218S,25586,847,329
15,order116,LMW-0218S,27154,847,329
15,order116,LMW-0218S,27675,856,329
15,order116,LMW-0218S,28286,454.5,329
15,order116,LMW-0218S,29194,847,329
15,order116,LMW-0218S,29356,847,329
15,order116,LMW-0218S,24797,1988,330
15,order116,LMW-0218S,25741,1463,330
15,order116,LMW-0218S,25759,1988,330
15,order116,LMW-0218S,25906,473,330
15,order116,LMW-0218S,26307,473,330
15,order116,LMW-0218S,28759,963,330
15,order116,LMW-0218S,28767,963,330
15,order116,LMW-0218S,29137,1463,330
15,order116,LMW-0218S,29379,1988,330
15,order116,LMW-0218S,26917,926,847
15,order116,LMW-0218S,27092,926,847
15,order116,QKQ-0215S,25761,798,92.5
15,order116,QKQ-0215S,28055,798,92.5
15,order116,QKQ-0215S,27782,238,118
15,order116,QKQ-0215S,27786,238,118
15,order116,QKQ-0215S,27952,238,118
15,order116,QKQ-0215S,29405,238,118
15,order116,QKQ-0215S,27912,799,239
15,order116,QKQ-0215S,29406,799,239
15,order116,QKQ-0218S,25951,879,157.5
15,order116,QKQ-0218S,27179,879,157.5
15,order116,QKQ-0218S,24798,770,437
15,order116,QKQ-0218S,25186,770,437
15,order116,QKQ-0218S,26516,770,437
15,order116,QKQ-0218S,27474,770,437
15,order116,QKQ-0218S,25672,999.5,437.5
15,order116,QKQ-0218S,27208,721.5,437.5
15,order116,QKQ-0218S,27676,999.5,437.5
15,order116,QKQ-0218S,29144,721.5,437.5
15,order116,YH-0218S,25969,855,38
15,order116,YH-0218S,27434,855,38
15,order116,YH-0218S,26607,894.5,299
15,order116,YH-0218S,27252,973,328
15,order116,YH-0218S,27287,973,328
23,order117,FMB-0215S,25114,2155,828
23,order117,FMB-0215S,26114,2155,828
23,order117,FMB-0215S,26773,2155,828
23,order117,FMB-0215S,26996,2155,828
23,order117,FMB-0215S,27695,2155,828
23,order117,FMB-0215S,28197,2155,828
23,order117,FMB-0218S,24999,828,58
23,order117,FMB-0218S,25169,828,58
23,order117,FMB-0218S,25178,828,58
23,order117,FMB-0218S,25213,828,58
23,order117,FMB-0218S,25309,828,58
23,order117,FMB-0218S,25940,828,58
23,order117,FMB-0218S,26089,828,58
23,order117,FMB-0218S,27550,828,58
23,order117,FMB-0218S,27597,828,58
23,order117,FMB-0218S,28295,828,58
23,order117,FMB-0218S,28975,828,58
23,order117,FMB-0218S,29118,828,58
23,order117,FMB-0218S,28841,828,490
23,order117,FMB-0218S,28987,828,490
23,order117,FMB-0218S,25168,827,538
23,order117,FMB-0218S,25489,827,538
23,order117,FMB-0218S,26570,827,538
23,order117,FMB-0218S,27315,827,538
23,order117,FMB-0218S,27466,827,538
23,order117,FMB-0218S,27485,827,538
23,order117,FMB-0218S,27815,827,538
23,order117,FMB-0218S,28082,827,538
23,order117,FMB-0218S,28245,827,538
23,order117,FMB-0218S,28970,827,538
23,order117,FMB-0218S,25068,828,557
23,order117,FMB-0218S,25244,828,557
23,order117,FMB-0218S,25411,828,557
23,order117,FMB-0218S,26015,828,557
23,order117,FMB-0218S,26058,828,557
23,order117,FMB-0218S,26366,828,557
23,order117,FMB-0218S,27221,828,557
23,order117,FMB-0218S,27486,828,557
23,order117,FMB-0218S,27806,828,557
23,order117,FMB-0218S,28602,828,557
23,order117,FMB-0218S,28712,828,557
