P,item_order,item_material,item_id,max_length,min_length
3,order102,YW1-0218S,10065,328,305
3,order102,YW1-0218S,12051,328,305
3,order102,YW1-0218S,10986,328,308
3,order102,YW1-0218S,9913,902,347
3,order102,YW1-0218S,12283,902,347
3,order102,YW1-0218S,12533,2398,348
3,order102,YW1-0218S,12911,2398,348
3,order102,YW1-0218SD,10974,417,58
3,order102,YW1-0218SD,11387,397,58
3,order102,YW1-0218SD,12257,1008,58
3,order102,YW1-0218SD,12654,988,58
3,order102,YW1-0218SD,9005,902,328
3,order102,YW1-0218SD,9299,902,328
3,order102,YW1-0218SD,10258,902,328
3,order102,YW1-0218SD,10815,902,328
3,order102,YW1-0218SD,10816,902,328
3,order102,YW1-0218SD,11472,902,328
12,order103,XXB-0218SD,11065,1840,58
12,order103,XXB-0218SD,11639,1820,58
12,order103,XXB-0218SD,9295,2334,452.5
12,order103,XXB-0218SD,10908,2334,452.5
12,order103,XXB-0218SD,11477,2334,452.5
12,order103,XXB-0218SD,12845,2334,452.5
12,order103,YW1-0215S,10055,2301,886
12,order103,YW1-0215S,11392,2301,886
12,order103,YW1-0218S,8963,886,58
12,order103,YW1-0218S,10459,886,58
12,order103,YW1-0218S,12485,886,58
12,order103,YW1-0218S,12766,886,58
12,order103,YW1-0218S,10591,886,555
12,order103,YW1-0218S,12357,886,555
12,order103,YW1-0218S,11024,886,557
12,order103,YW1-0218S,12040,886,557
12,order103,YW1-0218S,10117,2398,558
12,order103,YW1-0218S,10831,2398,558
12,order103,YW1-0218S,11447,2398,558
12,order103,YW1-0218SD,11213,577,58
12,order103,YW1-0218SD,11478,557,58
12,order103,YW1-0218SD,11331,886,536
12,order103,YW1-0218SD,11436,885,536
12,order103,YW1-0218SD,12241,885,536
12,order103,YW1-0218SD,13100,886,536
5,order104,XXB-0218S,9148,2047,488
5,order104,XXB-0218S,12183,2047,488
5,order104,XXB-0218SD,9324,1527,58
5,order104,XXB-0218SD,11355,1547,58
5,order104,XXB-0218SD,11218,488,422
5,order104,XXB-0218SD,11302,488,422
5,order104,XXB-0218SD,12547,489,422
5,order104,XXB-0218SD,9207,2047,489
5,order104,YW1-0215S,9724,465,398
5,order104,YW1-0215S,12502,957,398
5,order104,YW1-0215S,10896,2023,465
5,order104,YW1-0215S,11938,2023,957
5,order104,YW1-0218S,10516,465,58
5,order104,YW1-0218S,11591,465,58
5,order104,YW1-0218S,11886,957,58
5,order104,YW1-0218S,12936,957,58
5,order104,YW1-0218SD,9507,627,58
5,order104,YW1-0218SD,12384,607,58
5,order104,YW1-0218SD,9636,538,464
5,order104,YW1-0218SD,10181,557,465
5,order104,YW1-0218SD,10230,557,465
5,order104,YW1-0218SD,11497,557,465
5,order104,YW1-0218SD,8890,956,538
5,order104,YW1-0218SD,10308,957,557
5,order104,YW1-0218SD,11078,957,557
5,order104,YW1-0218SD,11121,957,557
1,order105,HT9-0215S,3557,2360,254
1,order105,HT9-0218S,1199,338.5,254
1,order105,HT9-0218S,1939,358,254
1,order105,HT9-0218S,3787,358,254
1,order105,HT9-0218S,4066,338.5,254
1,order105,HT9-0218S,2504,2398,359
1,order105,PKQL-0418S,137,393.5,266.5
1,order105,PKQL-0418S,240,393.5,266.5
1,order105,PKQL-0418S,951,394,266.5
1,order105,PKQL-0418S,1977,394,266.5
1,order105,PKQL-0418S,2899,393.5,266.5
1,order105,PKQL-0418S,3153,393.5,266.5
1,order105,YDBS-0225S,4007,2398,378
21,order106,SRBW-0215S,31731,572,92.5
21,order106,SRBW-0215S,33573,572,92.5
21,order106,SRBW-0215S,32596,448,118
21,order106,SRBW-0215S,34419,448,118
21,order106,SRBW-0215S,34950,448,118
21,order106,SRBW-0215S,35009,448,118
21,order106,SRBW-0215S,33355,573,449
21,order106,SRBW-0215S,33633,573,449
21,order106,SRBW-0215S,32392,2306,711
21,order106,SRBW-0215S,32616,2306,711
21,order106,SRBW-0215S,30882,2306,720
21,order106,SRBW-0218S,31614,2403,38
21,order106,SRBW-0218S,30923,719,502
21,order106,SRBW-0218S,30656,711,558
21,order106,SRBW-0218S,31495,710,558
21,order106,SRBW-0218S,31613,711,558
21,order106,SRBW-0218S,32299,710,558
21,order106,SRBW-0218S,33232,710,558
21,order106,SRBW-0218S,34804,720,558
21,order106,SRBW-0218S,34564,2182,577
21,order106,SRBW-0218S,34909,2182,577
21,order106,SRBW-0218SD,31318,2182,58
21,order106,SRBW-0218SD,31867,2182,58
21,order106,SRBW-0218SD,31884,577,58
21,order106,SRBW-0218SD,32211,2280,58
21,order106,SRBW-0218SD,33470,2260,58
21,order106,SRBW-0218SD,35150,597,58
21,order106,SRBW-0218SD,34504,2306,577
21,order106,SRBW-0218SD,34540,2306,577
21,order106,SRBW-0218SD,31080,2403,578
21,order106,SRBW-0218SD,31991,2403,578
21,order106,XXB-0218S,30987,395,48
21,order106,XXB-0218S,31224,395,48
21,order106,XXB-0218S,32319,395,48
21,order106,XXB-0218S,34843,395,48
21,order106,XXB-0218S,31697,635,193.5
21,order106,XXB-0218S,34439,635,193.5
21,order106,XXB-0218S,30362,1862,339
21,order106,XXB-0218S,30793,472,339
21,order106,XXB-0218S,31769,472,339
21,order106,XXB-0218S,31836,1862,339
21,order106,XXB-0218S,32595,472,339
21,order106,XXB-0218S,33731,1862,339
21,order106,XXB-0218S,30391,472,364
21,order106,XXB-0218S,30534,472,364
21,order106,XXB-0218S,30655,1862,364
21,order106,XXB-0218S,31352,1862,364
21,order106,XXB-0218S,31445,1862,364
21,order106,XXB-0218S,35271,472,364
21,order106,XXB-0218S,33233,445,395
21,order106,XXB-0218S,35046,445,395
10,order107,QKQ-0215S,5055,2291,771
10,order107,QKQ-0215S,5383,2291,771
10,order107,QKQ-0218S,4968,2388,38
10,order107,QKQ-0218S,4699,1562,58
10,order107,QKQ-0218S,6142,1562,58
10,order107,QKQ-0218S,5594,472,369
10,order107,QKQ-0218S,6208,472,369
10,order107,QKQ-0218S,7325,1847,369
10,order107,QKQ-0218S,7866,1847,369
10,order107,QKQ-0218S,4444,472,394
10,order107,QKQ-0218S,4714,1847,394
10,order107,QKQ-0218S,4937,1847,394
10,order107,QKQ-0218S,5388,472,394
10,order107,QKQ-0218S,4396,770,558
10,order107,QKQ-0218S,5200,770,558
10,order107,QKQ-0218S,6518,771,558
10,order107,QKQ-0218S,7358,771,558
10,order107,QKQ-0218S,6668,1562,577
10,order107,QKQ-0218S,6820,2291,577
10,order107,QKQ-0218S,7901,1562,577
10,order107,QKQ-0218S,5831,2388,578
10,order107,QKQ-0218S,8368,2388,578
10,order107,QKQ-0218SD,5806,597,58
10,order107,QKQ-0218SD,6404,1660,58
10,order107,QKQ-0218SD,7796,1640,58
10,order107,QKQ-0218SD,8484,577,58
9,order108,QKQ-0215S,5461,573,52.5
9,order108,QKQ-0215S,6809,573,52.5
9,order108,QKQ-0215S,4432,238,78
9,order108,QKQ-0215S,5686,238,78
9,order108,QKQ-0215S,6566,238,78
9,order108,QKQ-0215S,6798,238,78
9,order108,QKQ-0215S,8468,630,178
9,order108,QKQ-0215S,8592,630,178
9,order108,QKQ-0215S,6160,574,239
9,order108,QKQ-0215S,8108,574,239
9,order108,QKQ-0215S,5995,408,270
9,order108,QKQ-0215S,7093,1943,270
9,order108,QKQ-0215S,7680,631,408
9,order108,QKQ-0215S,8774,631,408
9,order108,QKQ-0215S,5056,782,630
9,order108,QKQ-0215S,5060,782,630
9,order108,QKQ-0215S,6998,1021.5,631
9,order108,QKQ-0215S,8602,1021.5,631
9,order108,QKQ-0218S,4939,630,38
9,order108,QKQ-0218S,7185,630,38
9,order108,QKQ-0218S,7583,630,38
9,order108,QKQ-0218S,8173,630,38
9,order108,QKQ-0218S,4499,270,58
9,order108,QKQ-0218S,6777,270,58
9,order108,QKQ-0218S,4626,631,88
9,order108,QKQ-0218S,4634,654,144.5
9,order108,QKQ-0218S,6426,654,144.5
9,order108,QKQ-0218S,7326,178,146
9,order108,QKQ-0218S,6901,270,260
9,order108,QKQ-0218S,6902,269,260
9,order108,QKQ-0218S,7315,269,260
9,order108,QKQ-0218S,7316,269,260
9,order108,QKQ-0218S,7840,269,260
9,order108,QKQ-0218S,8369,269,260
9,order108,QKQ-0218S,5994,279,270
9,order108,QKQ-0218S,7709,279,270
9,order108,QKQ-0218S,8083,279,270
9,order108,QKQ-0218S,5548,852.5,303
9,order108,QKQ-0218S,5837,441,303
9,order108,QKQ-0218S,4410,629,306
9,order108,QKQ-0218S,5116,629,306
9,order108,QKQ-0218S,5342,629,306
9,order108,QKQ-0218S,5855,629,306
9,order108,QKQ-0218S,5883,630,306
9,order108,QKQ-0218S,6704,630,306
9,order108,QKQ-0218S,6699,630,308
9,order108,QKQ-0218S,6916,630,308
9,order108,QKQ-0218S,5173,590.5,324.5
9,order108,QKQ-0218S,6594,590.5,324.5
9,order108,QKQ-0218S,6609,590.5,324.5
9,order108,QKQ-0218S,8342,590.5,324.5
9,order108,QKQ-0218S,5910,1464.5,325
9,order108,QKQ-0218S,6225,1464.5,325
9,order108,QKQ-0218S,6226,1464.5,325
9,order108,QKQ-0218S,7812,782,325
9,order108,QKQ-0218S,8109,1280,325
9,order108,QKQ-0218S,8150,1464.5,325
9,order108,QKQ-0218S,6769,1282,326
9,order108,QKQ-0218S,7192,980,326
9,order108,QKQ-0218S,7332,980,326
9,order108,QKQ-0218S,4680,1021.5,327
9,order108,QKQ-0218S,6810,408,327
9,order108,QKQ-0218S,7724,1282,327
9,order108,QKQ-0218S,6595,1468,328
9,order108,QKQ-0218S,7279,1468,328
9,order108,QKQ-0218S,4938,1318,346
9,order108,QKQ-0218SD,5255,368,58
9,order108,QKQ-0218SD,6637,1638,58
9,order108,QKQ-0218SD,6724,348,58
9,order108,QKQ-0218SD,8582,1618,58
6,order109,JH-0215S,5501,1286,648
6,order109,QKQ-0215S,7164,2176,354.4
6,order109,QKQ-0215S,6915,947.5,648
6,order109,QKQ-0218S,6900,2273,38
6,order109,QKQ-0218S,5389,372.4,58
6,order109,QKQ-0218S,6193,514,58
6,order109,QKQ-0218S,7917,2176,157.5
6,order109,QKQ-0218S,7980,2176,208.3
6,order109,QKQ-0218S,8126,513,328
6,order109,QKQ-0218S,6024,538,513
6,order109,QKQ-0218S,7679,538,513
6,order109,QKQ-0218S,6023,538,514
6,order109,QKQ-0218S,4599,647,538
6,order109,QKQ-0218S,5510,647,538
6,order109,QKQ-0218S,6839,647,538
6,order109,QKQ-0218S,5254,648,557
6,order109,QKQ-0218S,5278,2253.5,557
6,order109,QKQ-0218SD,7908,1078,58
6,order109,QKQ-0218SD,5157,1058,93
6,order109,QKQ-0218SD,5882,980.5,328.3
6,order109,QKQ-0218SD,6387,980.5,328.3
6,order109,QKQ-0218SD,8520,2273,347.7
6,order109,QKQ-0218SD,5201,557,514
6,order109,QKQ-0218SD,5476,922,547
6,order109,QKQ-0218SD,7456,1282,547
6,order109,QKQ-0218SD,8278,1182,557
6,order109,QKQ-0218SD,8667,2273,558
9,order11,FMB-0215S,4854,711.5,363
9,order11,FMB-0215S,5387,901.5,363
9,order11,FMB-0215S,8753,1138,498
9,order11,FMB-0215S,8590,755,711.5
9,order11,FMB-0215S,8529,2151,746
9,order11,FMB-0215S,7140,901.5,753
9,order11,FMB-0218S,6861,363,38
9,order11,FMB-0218S,7190,292,38
9,order11,FMB-0218S,7227,2018,38
9,order11,FMB-0218S,7968,753,38
9,order11,FMB-0218S,7226,1137,48
9,order11,FMB-0218S,4588,1138,58
9,order11,FMB-0218S,5576,746,58
9,order11,FMB-0218S,6437,746,58
9,order11,FMB-0218S,8285,1136,58
9,order11,FMB-0218S,8628,1136,58
9,order11,FMB-0218S,5205,745,273
9,order11,FMB-0218S,5222,745,273
9,order11,FMB-0218S,5443,745,273
9,order11,FMB-0218S,6169,745,273
9,order11,FMB-0218S,6495,901.5,290
9,order11,FMB-0218S,4758,980,291
9,order11,FMB-0218S,7809,980,291
9,order11,FMB-0218SD,6683,2268,58
9,order11,FMB-0218SD,8699,2248,58
9,order11,FMB-0218SD,4911,362,271
9,order11,FMB-0218SD,7103,752,271
9,order11,FMB-0218SD,8404,362,273
9,order11,FMB-0218SD,8678,754,273
9,order11,FMB-0218SD,5421,746,290
9,order11,FMB-0218SD,7549,1136,290
9,order11,FMB-0218SD,6805,1138,292
9,order11,FMB-0218SD,6835,711.5,292
9,order11,FMB-0218SD,7427,1138,292
9,order11,FMB-0218SD,8474,746,292
9,order11,FMB-0218SD,4923,2248,293
9,order11,FMB-0218SD,6451,1248,293
9,order11,FMB-0218SD,7065,1248,293
9,order11,FMB-0218SD,7305,2248,293
9,order11,FMB-0218SD,8426,1174,311
9,order11,YMH-0218S,7396,2184,361
9,order11,YMH-0218S,4574,888,386
9,order11,YMH-0218S,7306,888,386
9,order11,YMH-0218S,8026,2184,386
9,order11,YMH-0218S,5785,888,387
9,order11,YMH-0218S,5931,744.5,387
9,order11,YMH-0218S,7672,744.5,387
9,order11,YMH-0218S,8220,744.5,387
17,order110,QKQ-0215S,5567,801.5,381
17,order110,QKQ-0215S,4795,2001,399.3
17,order110,QKQ-0215S,5796,534.5,399.3
17,order110,QKQ-0215S,6184,827.7,534.5
17,order110,QKQ-0215S,5136,2001,827.7
17,order110,QKQ-0218S,4655,1247,58
17,order110,QKQ-0218S,5953,381,58
17,order110,QKQ-0218S,7960,1247,58
17,order110,QKQ-0218S,8558,381,58
17,order110,QKQ-0218S,7853,558,380
17,order110,QKQ-0218S,6636,577,381
17,order110,QKQ-0218S,4455,579,382
17,order110,QKQ-0218S,5199,516.5,382
17,order110,QKQ-0218S,6735,579,382
17,order110,QKQ-0218S,7782,1198,399
17,order110,QKQ-0218S,8149,578,399
17,order110,QKQ-0218S,6192,598,418
17,order110,QKQ-0218S,6538,579,534.5
17,order110,QKQ-0218S,6517,580,553
17,order110,QKQ-0218S,7811,580,553
17,order110,QKQ-0218S,6475,580,553.5
17,order110,QKQ-0218S,7582,580,553.5
17,order110,QKQ-0218S,5909,880,578
17,order110,QKQ-0218S,7450,880,578
17,order110,QKQ-0218S,4538,1247,579
17,order110,QKQ-0218S,4780,1247,579
17,order110,QKQ-0218S,4967,2001,579
17,order110,QKQ-0218S,8324,1247,579
17,order110,QKQ-0218S,6307,2098,580
17,order110,QKQ-0218S,7600,2098,580
17,order110,QKQ-0218S,6115,1198,598
17,order110,QKQ-0218SD,6875,1758,58
17,order110,QKQ-0218SD,8203,599,58
17,order110,QKQ-0218SD,6476,579,118
17,order110,QKQ-0218SD,8646,1738,118
17,order110,QKQ-0225S,4860,560,399.3
17,order110,QKQ-0225S,7278,827.7,560
17,order110,XXB-0218S,4395,815,414
17,order110,XXB-0218S,8189,549.5,415
17,order110,XXB-0218S,4796,549.5,423.3
17,order110,XXB-0218S,5296,2034,423.3
17,order110,XXB-0218S,5414,549.5,423.3
17,order110,XXB-0218S,6331,2034,423.3
17,order110,XXB-0218S,8277,549.5,423.3
17,order110,XXB-0218S,8448,2034,423.3
1,order111,XXB-0215S,34837,517,52.5
1,order111,XXB-0215S,30828,338,78
1,order111,XXB-0215S,31981,338,78
1,order111,XXB-0215S,32317,498,114.5
1,order111,XXB-0215S,32866,518,339
1,order111,XXB-0218S,31859,568,128
1,order111,XXB-0218S,32017,394,177.5
1,order111,XXB-0218S,32371,661,177.5
1,order111,XXB-0218S,34659,197,177.5
1,order111,XXB-0218S,35134,394,177.5
1,order111,XXB-0218S,30277,612,197
1,order111,XXB-0218S,33713,612,197
1,order111,XXB-0218S,33604,698,198
1,order111,XXB-0218S,34509,698,198
1,order111,XXB-0218S,32803,574,425.5
1,order111,XXB-0218S,33181,661,612
1,order111,XXB-0225S,32362,648,448
9,order112,NJYH-0215S,28006,1120,379.5
9,order112,NJYH-0215S,29770,898,379.5
9,order112,NJYH-0215S,28715,426,380.3
9,order112,NJYH-0215S,29415,2060,380.3
9,order112,NJYH-0215S,25472,1120,797.2
9,order112,NJYH-0215S,26065,898,797.2
9,order112,NJYH-0218S,25934,188,58
9,order112,NJYH-0218S,26344,188,58
9,order112,NJYH-0218S,26501,1597,58
9,order112,NJYH-0218S,27978,1597,58
9,order112,NJYH-0218S,29001,1998,163
9,order112,NJYH-0218S,25345,310,187
9,order112,NJYH-0218S,26466,310,187
9,order112,NJYH-0218S,27319,310,187
9,order112,NJYH-0218S,28147,310,187
9,order112,NJYH-0218S,25899,329,188
9,order112,NJYH-0218S,27128,329,188
9,order112,NJYH-0218S,25246,379.3,310
9,order112,NJYH-0218S,25579,378.5,310
9,order112,NJYH-0218S,26980,379.3,310
9,order112,NJYH-0218S,27544,796.2,310
9,order112,NJYH-0218S,28359,796.2,310
9,order112,NJYH-0218S,28442,378.5,310
9,order112,NJYH-0218S,29761,378.5,310
9,order112,NJYH-0218S,28384,898,329
9,order112,NJYH-0218S,28617,1120,329
9,order112,NJYH-0218S,28495,2398,330
9,order112,NJYH-0218S,30060,2398,330
9,order112,NJYH-0218SD,29002,244,58
9,order112,NJYH-0218SD,29195,329,58
9,order112,NJYH-0218SD,29480,224,58
9,order112,NJYH-0218SD,29796,349,58
9,order112,NJYH-0218SD,27447,380.3,310
9,order112,NJYH-0218SD,25843,380.3,328
9,order112,NJYH-0218SD,25452,1196.8,329
9,order112,NJYH-0218SD,27650,1597,329
9,order112,NJYH-0218SD,28990,1597,329
9,order112,NJYH-0218SD,29969,1196.8,329
9,order112,XXB-0218S,25798,931,403.5
9,order112,XXB-0218S,25867,931,403.5
9,order112,XXB-0218S,26274,1164.5,403.5
9,order112,XXB-0218S,28310,931,403.5
9,order112,XXB-0218S,29121,1164.5,403.5
9,order112,XXB-0218S,29698,1164.5,403.5
9,order112,XXB-0218S,26211,931,404.2
9,order112,XXB-0218S,25842,1603,404.3
9,order112,YDBS-0215S,25915,2301,188
9,order112,YDBS-0215S,25259,1196.8,448
5,order113,NJYH-0215S,30171,1067,178
5,order113,NJYH-0215S,28106,443,347
5,order113,NJYH-0215S,27836,969.5,700
5,order113,NJYH-0215S,28240,828,700
5,order113,NJYH-0218S,28829,2403,38
5,order113,NJYH-0218S,29907,2403,38
5,order113,NJYH-0218S,26117,699,323
5,order113,NJYH-0218S,27108,699,323
5,order113,NJYH-0218S,28009,699,323
5,order113,NJYH-0218S,28229,699,323
5,order113,NJYH-0218S,28706,347,323
5,order113,NJYH-0218S,25744,1067,342
5,order113,NJYH-0218S,26626,347,342
5,order113,NJYH-0218S,28707,700,342
5,order113,NJYH-0218S,29887,700,342
5,order113,NJYH-0218S,29928,2185.5,342
5,order113,NJYH-0218SD,25317,1183,58
5,order113,NJYH-0218SD,29386,1203,58
5,order113,NJYH-0218SD,25571,1067,342
5,order113,NJYH-0218SD,28377,2403,343
5,order113,NJYH-0218SD,28689,2403,343
5,order113,XXB-0218S,25938,861,359.5
5,order113,XXB-0218S,26694,1014,359.5
5,order113,XXB-0218S,26785,861,359.5
5,order113,XXB-0218S,28643,1014,359.5
5,order113,XXB-0218S,26309,371,361
5,order113,XXB-0218S,29638,487.5,371
5,order113,YDBS-0215S,30024,1722.5,347
5,order113,YDBS-0215S,28450,700,348
1,order114,NJYH-0215S,27289,801.5,264.5
1,order114,NJYH-0215S,30107,880,678
1,order114,NJYH-0218S,27532,880,38
1,order114,NJYH-0218S,27748,423,58
1,order114,NJYH-0218S,29975,282.5,58
1,order114,NJYH-0218S,29974,880,152.5
1,order114,NJYH-0218S,27513,801.5,156.5
1,order114,NJYH-0218S,26301,801.5,208.5
1,order114,NJYH-0218S,27573,423,343
1,order114,NJYH-0218S,27360,423,362
1,order114,NJYH-0218S,29461,880,362
1,order114,NJYH-0218S,26319,880,363
1,order114,NJYH-0218S,25092,1198,383
1,order114,XXB-0218S,26989,815,456
1,order115,NJYH-0215S,25238,703.5,242
1,order115,NJYH-0215S,25819,712.7,242
1,order115,NJYH-0215S,26459,703.8,242
1,order115,NJYH-0218S,26209,277,242
1,order115,NJYH-0218S,28887,277,242
1,order115,NJYH-0218S,27191,361.3,255.5
1,order115,NJYH-0218S,27286,361.3,255.5
1,order115,NJYH-0218S,27668,361.3,255.5
1,order115,NJYH-0218S,27999,361.3,255.5
1,order115,NJYH-0218S,28101,361.3,255.5
1,order115,NJYH-0218S,28466,361.3,255.5
1,order115,NJYH-0218S,27343,2160,277
1,order115,YDBS-0218S,27710,278,260
1,order115,YDBS-0218S,29850,278,260
