P,item_order,item_material,item_id,max_length,min_length
32,order1,GDMY-0218SD,25904,302.5,58
32,order1,GDMY-0218SD,26000,341,58
32,order1,GDMY-0218SD,26562,1000,58
32,order1,GDMY-0218SD,26688,1000,58
32,order1,GDMY-0218SD,26967,1662,58
32,order1,XXB-0215S,26674,764,52.5
32,order1,XXB-0215S,23326,488,78
32,order1,XXB-0215S,26167,488,78
32,order1,XXB-0215S,22823,764,92.5
32,order1,XXB-0215S,25590,603,92.5
32,order1,XXB-0215S,26146,263,92.5
32,order1,XXB-0215S,23132,488,118
32,order1,XXB-0215S,24301,488,118
32,order1,XXB-0215S,24583,488,118
32,order1,XXB-0215S,24980,488,118
32,order1,XXB-0215S,25589,488,118
32,order1,XXB-0215S,27033,488,118
32,order1,XXB-0215S,26120,489,264
32,order1,XXB-0215S,25081,765,489
32,order1,XXB-0215S,26802,604,489
32,order1,XXB-0215S,27384,765,489
32,order1,XXB-0218S,24468,845,154
32,order1,XXB-0218S,26946,845,163
32,order1,XXB-0218S,24026,684,172
32,order1,XXB-0218S,26801,344,172
32,order1,XXB-0218S,24674,420,322
32,order1,XXB-0218S,24691,420,322
32,order1,XXB-0218S,23131,2187,344
32,order1,XXB-0218S,22942,1607,420
32,order1,XXB-0218S,24282,424.5,420
32,order1,XXB-0218S,24447,1607,420
32,order1,XXB-0218S,24673,424.5,420
32,order1,XXB-0218S,25042,1607,420
32,order1,XXB-0218S,25849,424.5,420
32,order1,XXB-0218S,26168,1607,420
32,order1,XXB-0218S,26325,424.5,420
33,order10,YTM-0215S,11032,705,132.5
33,order10,YTM-0215S,11471,705,132.5
33,order10,YTM-0215S,11868,705,132.5
33,order10,YTM-0215S,7683,488,158
33,order10,YTM-0215S,7970,488,158
33,order10,YTM-0215S,8098,488,158
33,order10,YTM-0215S,9245,488,158
33,order10,YTM-0215S,10231,488,158
33,order10,YTM-0215S,12425,488,158
33,order10,YTM-0215S,8613,521.5,362
33,order10,YTM-0215S,10441,1851,362
33,order10,YTM-0215S,8814,706,489
33,order10,YTM-0215S,8815,706,489
33,order10,YTM-0215S,11587,706,489
33,order10,YTM-0215S,9053,762,521.5
33,order10,YTM-0215S,9225,736,521.5
33,order10,YTM-0215S,9959,762,521.5
33,order10,YTM-0215S,12475,762,521.5
33,order10,YTM-0215S,11326,1851,736
33,order10,YTM-0215S,9561,1851,762
33,order10,YTM-0215S,9750,1851,762
33,order10,YTM-0215S,12103,1851,762
33,order10,YTM-0218S,8575,812,38
33,order10,YTM-0218S,9116,1988,38
33,order10,YTM-0218S,9331,798,38
33,order10,YTM-0218S,9791,2038,38
33,order10,YTM-0218S,7664,1165,48
33,order10,YTM-0218S,8231,1165,48
33,order10,YTM-0218S,8437,282,48
33,order10,YTM-0218S,8863,1165,48
33,order10,YTM-0218S,9306,1165,48
33,order10,YTM-0218S,10068,282,48
33,order10,YTM-0218S,10526,282,48
33,order10,YTM-0218S,11364,282,48
33,order10,YTM-0218S,8838,762,58
33,order10,YTM-0218S,9521,736,58
33,order10,YTM-0218S,9538,762,58
33,order10,YTM-0218S,9676,362,58
33,order10,YTM-0218S,10771,762,58
33,order10,YTM-0218S,10819,762,58
33,order10,YTM-0218S,11305,362,58
33,order10,YTM-0218S,11673,762,58
33,order10,YTM-0218S,12213,762,58
33,order10,YTM-0218S,12538,736,58
33,order10,YTM-0218S,9678,795,198
33,order10,YTM-0218S,10171,795,198
33,order10,YTM-0218S,10214,795,198
33,order10,YTM-0218S,12494,560,361
33,order10,YTM-0218S,12601,560,361
33,order10,YTM-0218S,9284,579,362
33,order10,YTM-0218S,10883,579,362
33,order10,YTM-0218S,12449,579,362
33,order10,YTM-0218S,8574,735,365
33,order10,YTM-0218S,9493,735,365
33,order10,YTM-0218S,9818,735,365
33,order10,YTM-0218S,10286,735,365
33,order10,YTM-0218S,11425,735,365
33,order10,YTM-0218S,7946,736,382
33,order10,YTM-0218S,8970,536.5,382
33,order10,YTM-0218S,9716,536.5,382
33,order10,YTM-0218S,11475,736,382
33,order10,YTM-0218S,7722,736,384
33,order10,YTM-0218S,10157,736,384
33,order10,YTM-0218S,11443,736,384
33,order10,YTM-0218S,8061,540,385
33,order10,YTM-0218S,8938,1948,385
33,order10,YTM-0218S,9613,1948,385
33,order10,YTM-0218S,11426,540,385
33,order10,YTM-0218S,7760,736,395
33,order10,YTM-0218S,8530,1884,395
33,order10,YTM-0218S,8666,536.5,395
33,order10,YTM-0218S,8839,536.5,395
33,order10,YTM-0218S,9015,536.5,395
33,order10,YTM-0218S,9219,536.5,395
33,order10,YTM-0218S,9377,536.5,395
33,order10,YTM-0218S,9516,1884,395
33,order10,YTM-0218S,9730,534,395
33,order10,YTM-0218S,10150,1884,395
33,order10,YTM-0218S,10469,736,395
33,order10,YTM-0218S,10662,536.5,395
33,order10,YTM-0218S,11138,1884,395
33,order10,YTM-0218S,12019,1884,395
33,order10,YTM-0218S,12295,534,395
33,order10,YTM-0218S,12525,536.5,395
33,order10,YTM-0218S,8040,580,540
33,order10,YTM-0218S,8189,580,540
33,order10,YTM-0218S,8860,580,540
33,order10,YTM-0218S,9033,580,540
33,order10,YTM-0218S,9780,580,540
33,order10,YTM-0218S,10019,580,540
33,order10,YTM-0218S,10528,580,540
33,order10,YTM-0218S,11936,580,540
33,order10,YTM-0218S,10213,761,560
33,order10,YTM-0218S,10313,761,560
33,order10,YTM-0218S,10406,761,560
33,order10,YTM-0218S,12118,761,560
33,order10,YTM-0218S,12408,761,560
33,order10,YTM-0218S,8175,762,579
33,order10,YTM-0218S,8511,762,579
33,order10,YTM-0218S,8841,762,579
33,order10,YTM-0218S,9497,762,579
33,order10,YTM-0218S,10230,762,579
33,order10,YTM-0218S,10859,762,579
33,order10,YTM-0218S,10950,762,579
33,order10,YTM-0218S,12207,762,579
33,order10,YTM-0218S,12615,762,579
33,order10,YTM-0218S,8389,1948,580
33,order10,YTM-0218S,8507,1948,580
33,order10,YTM-0218S,9907,1948,580
33,order10,YTM-0218S,10252,1948,580
33,order10,YTM-0218S,10593,1948,580
33,order10,YTM-0218S,11139,1948,580
33,order10,YTM-0218S,11186,1948,580
33,order10,YTM-0218S,12018,1948,580
2,order100,5-0218S,34083,493,155
2,order100,5-0218S,34307,493,155
2,order100,5-0218S,34386,493,155
2,order100,5-0218S,35222,493,155
2,order100,NBSY-0215S,33565,403,92.5
2,order100,NBSY-0215S,34111,403,92.5
2,order100,NBSY-0215S,36333,403,92.5
2,order100,NBSY-0215S,37375,403,92.5
2,order100,NBSY-0215S,32482,338,118
2,order100,NBSY-0215S,32816,338,118
2,order100,NBSY-0215S,33684,338,118
2,order100,NBSY-0215S,34114,338,118
2,order100,NBSY-0215S,34363,338,118
2,order100,NBSY-0215S,34459,338,118
2,order100,NBSY-0215S,34908,338,118
2,order100,NBSY-0215S,36984,338,118
2,order100,NBSY-0215S,32614,460,301.5
2,order100,NBSY-0215S,34481,460,301.5
2,order100,NBSY-0215S,34214,404,339
2,order100,NBSY-0215S,36674,404,339
2,order100,NBSY-0215S,36809,404,339
2,order100,NBSY-0215S,37253,404,339
2,order100,NBSY-0218S,34515,460,58
2,order100,NBSY-0218S,35071,460,58
2,order100,NBSY-0218S,36393,460,58
2,order100,NBSY-0218S,36409,460,58
2,order100,NBSY-0218S,32526,460,377
2,order100,NBSY-0218S,36571,460,377
2,order100,NBSY-0218S,34011,380,378
2,order100,NBSY-0218S,34684,380,378
2,order100,NBSY-0218S,35597,380,378
2,order100,NBSY-0218S,37012,380,378
2,order100,NBSY-0218S,34110,498,398
2,order100,NBSY-0218S,35449,498,398
2,order101,5-0218S,32513,493,174.5
2,order101,5-0218S,33022,493,174.5
2,order101,NBSY-0215S,36564,403,92.5
2,order101,NBSY-0215S,37044,403,92.5
2,order101,NBSY-0215S,33282,338,118
2,order101,NBSY-0215S,33498,338,118
2,order101,NBSY-0215S,35610,338,118
2,order101,NBSY-0215S,36323,338,118
2,order101,NBSY-0215S,33385,460,301.5
2,order101,NBSY-0215S,34893,460,301.5
2,order101,NBSY-0215S,34325,404,339
2,order101,NBSY-0215S,37232,404,339
2,order101,NBSY-0218S,33079,460,58
2,order101,NBSY-0218S,33104,460,58
2,order101,NBSY-0218S,34051,460,58
2,order101,NBSY-0218S,37349,460,58
2,order101,NBSY-0218S,36097,459,358
2,order101,NBSY-0218S,36283,459,358
2,order101,NBSY-0218S,33155,460,377
2,order101,NBSY-0218S,36457,460,377
2,order101,NBSY-0218S,32573,380,378
2,order101,NBSY-0218S,33295,380,378
2,order101,NBSY-0218S,34364,380,378
2,order101,NBSY-0218S,35699,380,378
2,order101,NBSY-0218S,32838,498,379
2,order101,NBSY-0218S,34542,498,379
2,order102,5-0218S,34947,869,275.5
2,order102,5-0218S,35979,869,275.5
2,order102,5-0218S,37014,869,275.5
2,order102,NBSY-0215S,32607,779,212.5
2,order102,NBSY-0215S,33172,779,212.5
2,order102,NBSY-0215S,33926,238,238
2,order102,NBSY-0215S,33991,238,238
2,order102,NBSY-0215S,34222,238,238
2,order102,NBSY-0215S,34719,238,238
2,order102,NBSY-0215S,32725,780,239
2,order102,NBSY-0215S,35104,780,239
2,order102,NBSY-0218S,32913,836,262
2,order102,NBSY-0218S,33535,836,262
2,order102,NBSY-0218S,33686,836,262
2,order102,NBSY-0218S,32814,327,280
2,order102,NBSY-0218S,32847,327,280
2,order102,NBSY-0218S,33481,327,280
2,order102,NBSY-0218S,37072,327,280
2,order102,NBSY-0218S,37137,327,280
2,order102,NBSY-0218S,37161,327,280
2,order102,NBSY-0218S,32862,836,326
2,order102,NBSY-0218S,33776,836,326
2,order102,NBSY-0218S,35489,836,326
2,order102,NBSY-0218S,33360,873,348
2,order102,NBSY-0218S,34900,873,348
2,order102,NBSY-0218S,36926,873,348
2,order103,5-0218S,33907,493,174.5
2,order103,5-0218S,37275,493,174.5
2,order103,NBSY-0215S,33620,403,92.5
2,order103,NBSY-0215S,37133,403,92.5
2,order103,NBSY-0215S,33407,338,118
2,order103,NBSY-0215S,34801,338,118
2,order103,NBSY-0215S,36361,338,118
2,order103,NBSY-0215S,37048,338,118
2,order103,NBSY-0215S,35742,460,301.5
2,order103,NBSY-0215S,36561,460,301.5
2,order103,NBSY-0215S,35073,404,339
2,order103,NBSY-0215S,35678,404,339
2,order103,NBSY-0218S,33248,460,58
2,order103,NBSY-0218S,33568,460,58
2,order103,NBSY-0218S,34681,460,58
2,order103,NBSY-0218S,34966,460,58
2,order103,NBSY-0218S,33945,459,358
2,order103,NBSY-0218S,37162,459,358
2,order103,NBSY-0218S,35173,460,377
2,order103,NBSY-0218S,35600,460,377
2,order103,NBSY-0218S,33405,380,378
2,order103,NBSY-0218S,33484,380,378
2,order103,NBSY-0218S,33667,380,378
2,order103,NBSY-0218S,35101,380,378
2,order103,NBSY-0218S,34714,498,379
2,order103,NBSY-0218S,34913,498,379
3,order104,QKQ-0215S,3959,646,132.5
3,order104,QKQ-0215S,4717,646,132.5
3,order104,QKQ-0215S,3642,338,158
3,order104,QKQ-0215S,3844,338,158
3,order104,QKQ-0215S,5256,338,158
3,order104,QKQ-0215S,6730,338,158
3,order104,QKQ-0215S,5421,646,172.5
3,order104,QKQ-0215S,6635,646,172.5
3,order104,QKQ-0215S,6805,646,172.5
3,order104,QKQ-0215S,6997,646,172.5
3,order104,QKQ-0215S,4316,338,198
3,order104,QKQ-0215S,4630,338,198
3,order104,QKQ-0215S,4747,338,198
3,order104,QKQ-0215S,4879,338,198
3,order104,QKQ-0215S,5641,338,198
3,order104,QKQ-0215S,6460,338,198
3,order104,QKQ-0215S,7320,338,198
3,order104,QKQ-0215S,7549,338,198
3,order104,QKQ-0215S,4276,647,339
3,order104,QKQ-0215S,4405,647,339
3,order104,QKQ-0215S,4436,647,339
3,order104,QKQ-0215S,4816,647,339
3,order104,QKQ-0215S,6740,647,339
3,order104,QKQ-0215S,7170,647,339
3,order104,QKQ-0215S,3625,1426,701
3,order104,QKQ-0218S,3589,1426,58
3,order104,QKQ-0218S,4471,1426,58
3,order104,QKQ-0218S,3825,707.5,241
3,order104,QKQ-0218S,6133,707.5,241
3,order104,QKQ-0218S,6791,707.5,241
3,order104,QKQ-0218S,7085,707.5,241
3,order104,QKQ-0218S,7346,707.5,242
3,order104,QKQ-0218S,7530,707.5,242
3,order104,QKQ-0218S,3741,701,358
3,order104,QKQ-0218S,5120,1426,377
3,order104,QKQ-0218S,6148,1426,377
13,order105,HYBW-0215S,3735,461,406
13,order105,HYBW-0215S,4089,1920,406
13,order105,HYBW-0215S,5358,1920,406
13,order105,HYBW-0215S,7129,461,406
13,order105,QKQ-0215S,4952,345,172.5
13,order105,QKQ-0215S,5339,345,172.5
13,order105,QKQ-0215S,5490,345,172.5
13,order105,QKQ-0215S,4765,238,198
13,order105,QKQ-0215S,5171,238,198
13,order105,QKQ-0215S,5271,238,198
13,order105,QKQ-0215S,5569,238,198
13,order105,QKQ-0215S,5889,238,198
13,order105,QKQ-0215S,6878,238,198
13,order105,QKQ-0215S,4076,346,239
13,order105,QKQ-0215S,4184,346,239
13,order105,QKQ-0215S,5762,346,239
13,order105,QKQ-0215S,5203,841,402
13,order105,QKQ-0215S,5723,850,841
13,order105,QKQ-0215S,7488,841,841
13,order105,QKQ-0218S,6473,868,53
13,order105,QKQ-0218S,6903,2397,53
13,order105,QKQ-0218S,6003,406,58
13,order105,QKQ-0218S,6127,406,58
13,order105,QKQ-0218S,6182,406,58
13,order105,QKQ-0218S,6264,2133,58
13,order105,QKQ-0218S,6775,406,58
13,order105,QKQ-0218S,7498,2133,58
13,order105,QKQ-0218S,3987,426,264
13,order105,QKQ-0218S,7226,426,264
13,order105,QKQ-0218S,7600,426,264
13,order105,QKQ-0218S,4482,406,268
13,order105,QKQ-0218S,4553,406,268
13,order105,QKQ-0218S,4554,406,268
13,order105,QKQ-0218S,5965,406,268
13,order105,QKQ-0218S,6594,406,268
13,order105,QKQ-0218S,7433,406,268
13,order105,QKQ-0218S,3932,831,277.5
13,order105,QKQ-0218S,4567,832,277.5
13,order105,QKQ-0218S,4595,396,277.5
13,order105,QKQ-0218S,5058,832,277.5
13,order105,QKQ-0218S,7522,831,277.5
13,order105,QKQ-0218S,4975,849,278
13,order105,QKQ-0218S,6092,840,278
13,order105,QKQ-0218S,3838,406,287
13,order105,QKQ-0218S,4166,406,287
13,order105,QKQ-0218S,4197,406,287
13,order105,QKQ-0218S,4993,406,287
13,order105,QKQ-0218S,6852,406,287
13,order105,QKQ-0218S,7036,406,287
13,order105,QKQ-0218S,4019,2133,297
13,order105,QKQ-0218S,4821,397,297
13,order105,QKQ-0218S,4829,841,297
13,order105,QKQ-0218S,5145,832,297
13,order105,QKQ-0218S,5668,832,297
13,order105,QKQ-0218S,6144,397,297
13,order105,QKQ-0218S,6181,832,297
13,order105,QKQ-0218S,6697,832,297
13,order105,QKQ-0218S,6792,841,297
13,order105,QKQ-0218S,7247,2133,297
13,order105,QKQ-0218S,3788,898,298
13,order105,QKQ-0218S,4147,898,298
13,order105,QKQ-0218S,4231,938,298
13,order105,QKQ-0218S,5766,898,298
13,order105,QKQ-0218S,5903,898,298
13,order105,QKQ-0218S,6196,898,298
13,order105,QKQ-0218S,6829,898,298
13,order105,QKQ-0218S,7019,938,298
13,order105,QKQ-0218S,4378,861,397
13,order105,QKQ-0218S,4109,874,430
13,order105,QKQ-0218S,4165,662,430
13,order105,QKQ-0218S,4764,874,430
13,order105,QKQ-0218S,5059,662,430
13,order105,QKQ-0218S,5935,662,430
13,order105,QKQ-0218S,6333,874,430
13,order105,QKQ-0218S,6393,893,430
13,order105,QKQ-0218S,7437,662,430
13,order105,QKQ-0218S,7470,874,430
13,order105,QKQ-0218S,5356,861,832
13,order105,QKQ-0218S,6358,861,832
5,order106,HYBW-0215S,3832,837,398
5,order106,HYBW-0215S,5390,1981,837
5,order106,HYBW-0225S,4448,822,398
5,order106,HYBW-0225S,7095,822,398
5,order106,HYBW-0225S,5700,2350,399
5,order106,QKQ-0215S,3853,689,92.5
5,order106,QKQ-0215S,4152,689,92.5
5,order106,QKQ-0215S,5693,708,92.5
5,order106,QKQ-0215S,7026,708,92.5
5,order106,QKQ-0215S,7081,689,92.5
5,order106,QKQ-0215S,4180,288,118
5,order106,QKQ-0215S,4522,288,118
5,order106,QKQ-0215S,4557,288,118
5,order106,QKQ-0215S,5199,288,118
5,order106,QKQ-0215S,5200,288,118
5,order106,QKQ-0215S,6035,288,118
5,order106,QKQ-0215S,6036,288,118
5,order106,QKQ-0215S,6804,288,118
5,order106,QKQ-0215S,7039,288,118
5,order106,QKQ-0215S,7279,288,118
5,order106,QKQ-0215S,4244,765,154.5
5,order106,QKQ-0215S,5039,746,154.5
5,order106,QKQ-0215S,6424,746,154.5
5,order106,QKQ-0215S,6480,765,154.5
5,order106,QKQ-0215S,7423,746,154.5
5,order106,QKQ-0215S,4452,690,289
5,order106,QKQ-0215S,5537,690,289
5,order106,QKQ-0215S,5662,709,289
5,order106,QKQ-0215S,7053,709,289
5,order106,QKQ-0215S,7335,690,289
5,order106,QKQ-0218S,5165,873,38
5,order106,QKQ-0218S,6709,873,53
5,order106,QKQ-0218S,5349,837,58
5,order106,QKQ-0218S,7583,837,58
5,order106,QKQ-0218S,4199,746,78
5,order106,QKQ-0218S,5179,746,78
5,order106,QKQ-0218S,5698,746,78
5,order106,QKQ-0218S,6332,746,78
5,order106,QKQ-0218S,6364,746,78
5,order106,QKQ-0218S,6525,746,78
5,order106,QKQ-0218S,4351,778.5,168
5,order106,QKQ-0218S,5169,778.5,168
5,order106,QKQ-0218S,4932,779,169
5,order106,QKQ-0218S,5483,779,169
5,order106,QKQ-0218S,6176,779,169
5,order106,QKQ-0218S,3700,380,173
5,order106,QKQ-0218S,4313,380,173
5,order106,QKQ-0218S,4729,380,173
5,order106,QKQ-0218S,4898,376.5,173
5,order106,QKQ-0218S,5224,380,173
5,order106,QKQ-0218S,5393,376.5,173
5,order106,QKQ-0218S,5827,380,173
5,order106,QKQ-0218S,6684,380,173
5,order106,QKQ-0218S,3586,837,268
5,order106,QKQ-0218S,4650,837,268
5,order106,QKQ-0218S,5182,837,268
5,order106,QKQ-0218S,7070,837,268
5,order106,QKQ-0218S,4303,837,287
5,order106,QKQ-0218S,5661,837,287
5,order106,QKQ-0218S,5170,765,355
5,order106,QKQ-0218S,6956,765,355
5,order106,QKQ-0218S,4331,746,359
5,order106,QKQ-0218S,6639,746,359
5,order106,QKQ-0218S,7068,746,359
5,order106,QKQ-0218SD,6585,837,287
23,order107,QKQ-0215S,4013,1883,477
23,order107,QKQ-0215S,6604,493,477
23,order107,QKQ-0215S,4625,974,493
23,order107,QKQ-0215S,5255,974,493
23,order107,QKQ-0215S,6163,983,493
23,order107,QKQ-0215S,6499,974,493
23,order107,QKQ-0215S,7152,974,493
23,order107,QKQ-0215S,4247,1883,974
23,order107,QKQ-0215S,4798,1883,974
23,order107,QKQ-0215S,4941,1883,974
23,order107,QKQ-0215S,5841,1883,974
23,order107,QKQ-0215S,4968,1883,983
23,order107,QKQ-0218S,4074,477,58
23,order107,QKQ-0218S,4157,983,58
23,order107,QKQ-0218S,5012,974,58
23,order107,QKQ-0218S,5418,974,58
23,order107,QKQ-0218S,5737,974,58
23,order107,QKQ-0218S,5863,974,58
23,order107,QKQ-0218S,5883,974,58
23,order107,QKQ-0218S,6500,974,58
23,order107,QKQ-0218S,6511,983,58
23,order107,QKQ-0218S,6824,477,58
23,order107,QKQ-0218S,7164,974,58
23,order107,QKQ-0218S,7352,974,58
23,order107,QKQ-0218S,3674,476,476
23,order107,QKQ-0218S,4309,476,476
23,order107,QKQ-0218S,6750,476,476
23,order107,QKQ-0218S,7438,476,476
23,order107,QKQ-0218SD,4538,973,476
23,order107,QKQ-0218SD,5056,982,476
23,order107,QKQ-0218SD,5420,1883,476
23,order107,QKQ-0218SD,4803,495,477
23,order107,QKQ-0218SD,6512,495,477
23,order107,QKQ-0218SD,7481,497,477
23,order107,QKQ-0218SD,4023,974,495
23,order107,QKQ-0218SD,4431,974,495
23,order107,QKQ-0218SD,4434,974,495
23,order107,QKQ-0218SD,4500,983,495
23,order107,QKQ-0218SD,4714,974,495
23,order107,QKQ-0218SD,5251,974,495
23,order107,QKQ-0218SD,5357,974,495
23,order107,QKQ-0218SD,6125,974,495
23,order107,QKQ-0218SD,6722,983,495
23,order107,QKQ-0218SD,7197,974,495
23,order107,QKQ-0218SD,3556,974,497
23,order107,QKQ-0218SD,4529,974,497
23,order107,QKQ-0218SD,4776,983,497
23,order107,QKQ-0218SD,6360,974,497
23,order107,QKQ-0218SD,7411,974,497
4,order108,GHSS-0215S,3624,633,132.5
4,order108,GHSS-0215S,3982,633,132.5
4,order108,GHSS-0215S,4275,633,132.5
4,order108,GHSS-0215S,5071,643,132.5
4,order108,GHSS-0215S,5918,633,132.5
4,order108,GHSS-0215S,7268,643,132.5
4,order108,GHSS-0215S,3542,338,158
4,order108,GHSS-0215S,3641,338,158
4,order108,GHSS-0215S,3807,338,158
4,order108,GHSS-0215S,4075,338,158
4,order108,GHSS-0215S,4282,338,158
4,order108,GHSS-0215S,4979,338,158
4,order108,GHSS-0215S,5072,338,158
4,order108,GHSS-0215S,5202,338,158
4,order108,GHSS-0215S,5865,338,158
4,order108,GHSS-0215S,6440,338,158
4,order108,GHSS-0215S,6658,338,158
4,order108,GHSS-0215S,7529,338,158
4,order108,GHSS-0215S,3630,634,339
4,order108,GHSS-0215S,4601,634,339
4,order108,GHSS-0215S,4812,644,339
4,order108,GHSS-0215S,5533,634,339
4,order108,GHSS-0215S,5947,644,339
4,order108,GHSS-0215S,6206,634,339
4,order108,YDBS-0215S,3739,675,195
4,order108,YDBS-0215S,5015,675,195
4,order108,YDBS-0215S,5550,685,195
4,order108,YDBS-0215S,5706,675,195
4,order108,YDBS-0215S,6312,675,195
4,order108,YDBS-0215S,6597,685,195
4,order108,YDBS-0218S,4611,2075,58
4,order108,YDBS-0218S,5305,2075,58
4,order108,YDBS-0218S,5835,2075,58
4,order108,YDBS-0218S,6087,2075,58
4,order108,YDBS-0218S,5388,372,195
4,order108,YDBS-0218S,5838,372,195
4,order108,YDBS-0218S,6179,372,195
4,order108,YDBS-0218S,7413,372,195
4,order108,YDBS-0218S,5070,699,208.5
4,order108,YDBS-0218S,6069,699,208.5
4,order108,YDBS-0218S,6478,700,208.5
4,order108,YDBS-0218S,7309,699,208.5
4,order108,YDBS-0218S,7337,700,208.5
4,order108,YDBS-0218S,7486,699,208.5
4,order108,YDBS-0218S,4506,373,273.5
4,order108,YDBS-0218S,6646,373,273.5
4,order108,YDBS-0218S,6919,373,273.5
4,order108,YDBS-0218S,6996,373,273.5
4,order108,YDBS-0218S,6703,2075,372
4,order108,YDBS-0218S,6993,2075,372
4,order108,YDBS-0225S,3657,2113,398
4,order108,YDBS-0225S,4251,2113,398
10,order109,XXB-0218S,35774,278,238
10,order109,XXB-0218S,37051,278,261
10,order109,XXB-0218S,36598,278,262.5
10,order109,XXB-0218S,34889,1107,278
10,order109,XXB-0218S,35220,1107,278
10,order109,XXB-0218S,36619,1107,278
10,order109,XXB-0218S,36931,354,278
10,order109,XXB-0218S,37262,354,278
10,order109,XXB-0218S,33956,1099.5,297
10,order109,XXB-0218S,33226,672,374.5
10,order109,XXB-0218S,34532,672,374.5
10,order109,XXB-0218S,36194,672,374.5
10,order109,XXB-0218S,37008,672,374.5
10,order109,ZQB-0215S,33100,1099.5,355
10,order109,ZQB-0215S,34431,851.5,560
10,order109,ZQB-0215S,34231,1480,682
10,order109,ZQB-0215S,34905,1107,1099.5
10,order109,ZQB-0218S,33896,1480,58
10,order109,ZQB-0218S,36102,560,58
10,order109,ZQB-0218S,36514,1480,58
10,order109,ZQB-0218S,37259,560,58
10,order109,ZQB-0218S,33092,865,294
10,order109,ZQB-0218S,36463,865,294
10,order109,ZQB-0218S,32490,1482,297
10,order109,ZQB-0218S,34843,1118,298
10,order109,ZQB-0218S,35238,1118,298
10,order109,ZQB-0218S,32810,408,354
10,order109,ZQB-0218S,35664,408,354
10,order109,ZQB-0218S,34122,559,358
10,order109,ZQB-0218S,35563,559,358
10,order109,ZQB-0218S,35564,559,358
10,order109,ZQB-0218S,35632,560,377
10,order109,ZQB-0218S,32676,930,378
10,order109,ZQB-0218S,33548,930,378
10,order109,ZQB-0218S,33322,578,379
10,order109,ZQB-0218S,36179,578,379
10,order109,ZQB-0218S,33171,579,380
10,order109,ZQB-0218S,37091,1338,380
10,order109,ZQB-0218S,32611,598,398
10,order109,ZQB-0218S,33098,729,408
10,order109,ZQB-0218S,34842,1480,408
10,order109,ZQB-0218S,36125,639,408
10,order109,ZQB-0218S,37273,639,408
10,order109,ZQB-0218S,36932,1480,427
10,order109,ZQB-0218S,35477,760.5,428
10,order109,ZQB-0218S,35478,760.5,428
10,order109,ZQB-0218S,37449,1518,448
10,order109,ZQB-0218S,36254,1338,598
10,order109,ZQB-0225S,32494,1398,598
1,order11,NJBB-0218S,3874,413,363
1,order11,NJBB-0218S,6048,2098,363
14,order110,ALJQ-0215S,7165,2101,391
14,order110,ALJQ-0215S,6291,2101,811
14,order110,ALJQ-0215S,6441,2101,820
14,order110,ALJQ-0218S,4840,558,390
14,order110,ALJQ-0218S,5529,558,390
14,order110,ALJQ-0218S,6966,558,390
14,order110,ALJQ-0218S,7613,558,390
14,order110,ALJQ-0218S,5488,577,391
14,order110,ALJQ-0218S,6361,579,391
14,order110,ALJQ-0218S,4236,819,558
14,order110,ALJQ-0218S,5060,810,558
14,order110,ALJQ-0218S,5399,810,558
14,order110,ALJQ-0218S,6506,819,558
14,order110,ALJQ-0218S,3958,811,577
