原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
YW10-0218S,14,21,0,2251.0,753.0,172.5
YW10-0218S,14,293,762.0,0,458.0,2058.0
YW10-0218S,14,395,762.0,2058.0,420.0,376.5
YW10-0218S,15,720,0,0,755.0,801.5
YW10-0218S,15,310,0,801.5,729.0,1122.0
YW10-0218S,15,746,0,1923.5,720.0,512.0
YW10-0218S,15,749,755.0,0,462.0,2134.0
YW10-0218S,15,457,755.0,2134.0,395.0,306.0
YW10-0218S,16,168,0,0,734.0,1962.0
YW10-0218S,16,357,0,1962.0,723.0,477.5
YW10-0218S,16,287,734.0,0,484.0,2201.0
YW10-0218S,16,572,734.0,2201.0,438.0,238.0
YW10-0218S,17,263,0,0,722.0,1247.0
YW10-0218S,17,525,0,1247.0,720.0,724.5
YW10-0218S,17,157,0,1971.5,575.0,468.0
YW10-0218S,17,411,722.0,0,495.0,1194.0
YW10-0218S,17,82,722.0,1194.0,495.0,1024.0
YW10-0218S,17,405,722.0,2218.0,488.0,198.0
YW10-0218S,18,546,0,0,711.0,2001.0
YW10-0218S,18,719,0,2001.0,594.0,439.0
YW10-0218S,18,679,711.0,0,508.5,831.0
YW10-0218S,18,610,711.0,831.0,508.5,831.0
YW10-0218S,18,651,711.0,1662.0,508.0,762.0
YW10-0218S,19,370,0,0,708.0,740.0
YW10-0218S,19,3,0,740.0,702.0,1179.5
YW10-0218S,19,277,0,1919.5,577.0,509.5
YW10-0218S,19,614,708.0,0,507.5,662.5
YW10-0218S,19,613,708.0,662.5,507.5,662.5
YW10-0218S,19,657,708.0,1325.0,499.5,863.5
YW10-0218S,19,145,708.0,2188.5,416.0,241.0
YW10-0218S,20,574,0,0,707.0,2301.0
YW10-0218S,20,278,0,2301.0,690.0,132.5
YW10-0218S,20,209,707.0,0,503.0,2098.0
YW10-0218S,20,543,707.0,2098.0,489.0,341.0
YW10-0218S,21,563,0,0,698.0,866.0
YW10-0218S,21,135,0,866.0,698.0,788.0
YW10-0218S,21,203,0,1654.0,662.0,770.0
YW10-0218S,21,116,698.0,0,517.0,1480.0
YW10-0218S,21,559,698.0,1480.0,516.5,702.0
YW10-0218S,21,15,698.0,2182.0,439.0,245.0
YW10-0218S,22,569,0,0,677.0,832.0
YW10-0218S,22,455,0,832.0,656.5,811.0
YW10-0218S,22,646,0,1643.0,654.5,721.0
YW10-0218S,22,292,0,2364.0,632.0,58.0
YW10-0218S,22,80,677.0,0,540.0,748.5
YW10-0218S,22,634,677.0,748.5,538.0,819.0
YW10-0218S,22,562,677.0,1567.5,530.0,770.0
YW10-0218S,23,51,0,0,644.0,717.0
YW10-0218S,23,387,0,717.0,622.5,811.0
YW10-0218S,23,664,0,1528.0,610.0,651.0
YW10-0218S,23,44,0,2179.0,593.0,225.0
YW10-0218S,23,77,644.0,0,576.0,2273.0
YW10-0218S,23,558,644.0,2273.0,488.0,158.0
YW10-0218S,24,252,0,0,632.0,2301.0
YW10-0218S,24,669,0,2301.0,557.0,133.0
YW10-0218S,24,479,632.0,0,588.0,2338.0
YW10-0218S,24,466,632.0,2338.0,541.0,92.5
YW10-0218S,25,8,0,0,630.0,2348.0
YW10-0218S,25,323,0,2348.0,628.0,78.0
YW10-0218S,25,253,630.0,0,583.0,847.0
YW10-0218S,25,414,630.0,847.0,579.0,821.0
YW10-0218S,25,548,630.0,1668.0,572.0,588.0
YW10-0218S,25,381,630.0,2256.0,568.0,170.0
YW10-0218S,26,621,0,0,602.0,795.0
YW10-0218S,26,382,0,795.0,599.5,821.0
YW10-0218S,26,507,0,1616.0,580.0,618.0
YW10-0218S,26,444,0,2234.0,579.0,195.0
YW10-0218S,26,551,602.0,0,598.0,841.0
YW10-0218S,26,330,602.0,841.0,598.0,1378.0
YW10-0218S,26,5,602.0,2219.0,568.0,170.0
YW10-0218S,27,712,0,0,580.0,2098.0
YW10-0218S,27,64,0,2098.0,544.0,334.5
YW10-0218S,27,694,580.0,0,580.0,1998.0
YW10-0218S,27,155,580.0,1998.0,558.0,418.0
YW10-0218S,27,764,1160.0,0,58.0,860.0
YW10-0218S,27,759,1160.0,860.0,58.0,1165.0
YW10-0218S,27,751,1160.0,2025.0,58.0,382.0
YW10-0218S,28,681,0,0,580.0,2098.0
YW10-0218S,28,597,0,2098.0,560.0,327.0
YW10-0218S,28,615,580.0,0,580.0,2198.0
YW10-0218S,28,684,580.0,2198.0,528.0,241.0
YW10-0218S,28,753,1160.0,0,58.0,942.0
YW10-0218S,28,747,1160.0,942.0,58.0,1462.0
YW10-0218S,29,493,0,0,580.0,2098.0
YW10-0218S,29,527,0,2098.0,544.0,329.0
YW10-0218S,29,360,580.0,0,580.0,1998.0
YW10-0218S,29,35,580.0,1998.0,507.0,415.0
YW10-0218S,29,739,1160.0,0,58.0,801.0
YW10-0218S,29,736,1160.0,801.0,58.0,822.0
YW10-0218S,29,698,1160.0,1623.0,58.0,470.5
YW10-0218S,29,194,1160.0,2093.5,58.0,302.0
YW10-0218S,30,656,0,0,579.0,2196.0
YW10-0218S,30,45,0,2196.0,438.0,158.0
YW10-0218S,30,604,579.0,0,579.0,2196.0
YW10-0218S,30,40,579.0,2196.0,488.0,158.0
YW10-0218S,30,726,1158.0,0,58.0,1678.0
YW10-0218S,30,473,1158.0,1678.0,58.0,577.0
YW10-0218S,31,344,0,0,579.0,2081.0
YW10-0218S,31,601,0,2081.0,524.5,359.0
YW10-0218S,31,280,579.0,0,579.0,1382.0
YW10-0218S,31,221,579.0,1382.0,579.0,801.0
YW10-0218S,31,352,579.0,2183.0,568.0,246.0
YW10-0218S,31,713,1158.0,0,58.0,2198.0
YW10-0218S,31,591,1158.0,2198.0,58.0,217.0
YW10-0218S,32,208,0,0,579.0,1012.0
YW10-0218S,32,419,0,1012.0,578.0,783.0
YW10-0218S,32,603,0,1795.0,572.0,588.0
YW10-0218S,32,165,579.0,0,579.0,1642.0
YW10-0218S,32,492,579.0,1642.0,577.0,796.0
YW10-0218S,32,695,1158.0,0,58.0,821.0
YW10-0218S,32,685,1158.0,821.0,58.0,1362.0
YW10-0218S,33,127,0,0,579.0,2001.0
YW10-0218S,33,63,0,2001.0,540.0,427.0
YW10-0218S,33,27,579.0,0,579.0,2182.0
YW10-0218S,33,214,579.0,2182.0,568.0,246.0
YW10-0218S,33,673,1158.0,0,58.0,882.0
YW10-0218S,33,661,1158.0,882.0,58.0,636.0
YW10-0218S,33,649,1158.0,1518.0,58.0,918.0
YW10-0218S,34,315,0,0,578.0,2198.0
YW10-0218S,34,123,0,2198.0,388.0,158.0
YW10-0218S,34,353,578.0,0,577.5,1382.0
YW10-0218S,34,678,578.0,1382.0,577.0,862.0
YW10-0218S,34,193,578.0,2244.0,388.0,158.0
YW10-0218S,34,671,1155.5,0,58.0,2217.0
YW10-0218S,35,318,0,0,577.5,2182.0
YW10-0218S,35,374,0,2182.0,573.0,216.0
YW10-0218S,35,772,577.5,0,577.0,1782.0
YW10-0218S,35,461,577.5,1782.0,572.0,588.0
YW10-0218S,35,648,1154.5,0,58.0,1012.0
YW10-0218S,35,523,1154.5,1012.0,58.0,1218.0
YW10-0218S,36,491,0,0,577.0,984.0
YW10-0218S,36,195,0,984.0,577.0,783.0
YW10-0218S,36,52,0,1767.0,558.0,662.5
YW10-0218S,36,754,577.0,0,575.0,847.0
YW10-0218S,36,449,577.0,847.0,575.0,847.0
YW10-0218S,36,334,577.0,1694.0,572.0,588.0
YW10-0218S,36,481,577.0,2282.0,488.0,158.0
YW10-0218S,36,592,1152.0,0,58.0,1738.0
YW10-0218S,36,501,1152.0,1738.0,58.0,421.0
YW10-0218S,37,93,0,0,571.0,1165.0
YW10-0218S,37,663,0,1165.0,562.0,709.0
YW10-0218S,37,223,0,1874.0,550.0,498.5
YW10-0218S,37,643,0,2372.5,522.0,58.0
YW10-0218S,37,660,571.0,0,565.0,1362.0
YW10-0218S,37,300,571.0,1362.0,564.0,846.0
YW10-0218S,37,342,571.0,2208.0,488.0,158.0
YW10-0218S,37,556,571.0,2366.0,488.0,68.0
YW10-0218S,37,662,1136.0,0,83.0,841.0
YW10-0218S,37,336,1136.0,841.0,83.0,841.0
YW10-0218S,37,769,1136.0,1682.0,58.0,660.0
YW10-0218S,38,561,0,0,565.0,1362.0
YW10-0218S,38,400,0,1362.0,562.0,728.0
YW10-0218S,38,22,0,2090.0,530.0,344.0
YW10-0218S,38,721,565.0,0,560.0,1011.0
YW10-0218S,38,490,565.0,1011.0,560.0,863.0
YW10-0218S,38,120,565.0,1874.0,560.0,498.5
YW10-0218S,38,197,1125.0,0,92.5,581.5
YW10-0218S,38,190,1125.0,581.5,92.5,568.0
YW10-0218S,38,146,1125.0,1149.5,92.5,568.0
YW10-0218S,38,7,1125.0,1717.5,92.5,343.0
YW10-0218S,39,393,0,0,559.0,1517.0
YW10-0218S,39,95,0,1517.0,558.0,711.0
YW10-0218S,39,378,0,2228.0,488.0,158.0
YW10-0218S,39,500,0,2386.0,482.0,48.0
YW10-0218S,39,606,559.0,0,558.0,992.0
YW10-0218S,39,397,559.0,992.0,558.0,980.0
YW10-0218S,39,728,559.0,1972.0,474.5,461.5
YW10-0218S,39,767,1117.0,0,98.0,984.0
YW10-0218S,39,554,1117.0,984.0,98.0,758.0
YW10-0218S,39,550,1117.0,1742.0,98.0,698.0
YW10-0218S,40,526,0,0,558.0,2098.0
YW10-0218S,40,702,0,2098.0,534.0,272.5
YW10-0218S,40,375,558.0,0,558.0,2098.0
YW10-0218S,40,192,558.0,2098.0,534.0,272.5
YW10-0218S,40,377,1116.0,0,98.0,1998.0
YW10-0218S,41,139,0,0,558.0,2098.0
YW10-0218S,41,715,0,2098.0,526.0,328.0
YW10-0218S,41,115,558.0,0,558.0,2388.0
YW10-0218S,41,151,1116.0,0,98.0,1884.0
YW10-0218S,42,24,0,0,558.0,735.0
YW10-0218S,42,421,0,735.0,555.0,841.0
YW10-0218S,42,389,0,1576.0,555.0,841.0
YW10-0218S,42,9,558.0,0,558.0,2348.0
YW10-0218S,42,761,558.0,2348.0,488.0,78.0
YW10-0218S,42,73,1116.0,0,98.0,2388.0
YW10-0218S,43,4,0,0,558.0,1998.0
YW10-0218S,43,242,0,1998.0,546.0,441.0
YW10-0218S,43,89,558.0,0,555.0,761.0
YW10-0218S,43,74,558.0,761.0,555.0,840.0
YW10-0218S,43,602,558.0,1601.0,549.0,771.0
YW10-0218S,43,472,558.0,2372.0,548.0,58.0
YW10-0218S,43,19,1113.0,0,98.0,2078.0
YW10-0218S,44,451,0,0,549.0,771.0
YW10-0218S,44,169,0,771.0,548.0,840.0
YW10-0218S,44,273,0,1611.0,545.0,668.0
YW10-0218S,44,450,0,2279.0,438.0,158.0
YW10-0218S,44,49,549.0,0,548.0,1159.0
YW10-0218S,44,394,549.0,1159.0,542.0,571.0
YW10-0218S,44,112,549.0,1730.0,538.5,660.0
YW10-0218S,44,623,549.0,2390.0,498.5,38.0
YW10-0218S,44,683,1097.0,0,118.0,978.0
YW10-0218S,44,532,1097.0,978.0,118.0,488.0
YW10-0218S,44,514,1097.0,1466.0,118.0,488.0
YW10-0218S,44,184,1097.0,1954.0,118.0,288.0
YW10-0218S,45,102,0,0,530.0,1998.0
YW10-0218S,45,515,0,1998.0,522.0,417.0
YW10-0218S,45,101,530.0,0,530.0,1998.0
YW10-0218S,45,770,530.0,1998.0,507.0,415.0
YW10-0218S,45,452,1060.0,0,153.5,2328.5
YW10-0218S,46,261,0,0,529.0,677.0
YW10-0218S,46,217,0,677.0,529.0,912.0
YW10-0218S,46,744,0,1589.0,518.0,578.0
YW10-0218S,46,502,0,2167.0,489.0,272.5
YW10-0218S,46,637,529.0,0,528.0,1172.5
YW10-0218S,46,372,529.0,1172.5,528.0,841.0
YW10-0218S,46,596,529.0,2013.5,517.0,423.0
YW10-0218S,46,47,1057.0,0,148.0,548.0
YW10-0218S,46,71,1057.0,548.0,138.0,1462.0
YW10-0218S,46,434,1057.0,2010.0,132.5,353.0
YW10-0218S,47,2,0,0,517.0,2147.0
YW10-0218S,47,474,0,2147.0,498.5,290.0
YW10-0218S,47,161,517.0,0,491.0,1165.0
YW10-0218S,47,775,517.0,1165.0,489.0,776.0
YW10-0218S,47,207,517.0,1941.0,488.0,485.0
YW10-0218S,47,41,1008.0,0,198.0,2198.0
YW10-0218S,47,87,1008.0,2198.0,197.5,177.0
YW10-0218S,48,464,0,0,489.0,776.0
YW10-0218S,48,437,0,776.0,489.0,707.0
YW10-0218S,48,367,0,1483.0,489.0,504.0
YW10-0218S,48,392,0,1987.0,474.5,441.5
YW10-0218S,48,224,489.0,0,489.0,582.5
YW10-0218S,48,202,489.0,582.5,489.0,707.0
YW10-0218S,48,760,489.0,1289.5,488.0,523.0
YW10-0218S,48,605,489.0,1812.5,478.0,527.5
YW10-0218S,48,88,489.0,2340.0,448.0,58.0
YW10-0218S,48,625,978.0,0,239.0,651.0
YW10-0218S,48,233,978.0,651.0,239.0,651.0
YW10-0218S,48,379,978.0,1302.0,238.0,438.0
YW10-0218S,48,238,978.0,1740.0,238.0,388.0
YW10-0218S,48,167,978.0,2128.0,238.0,118.0
YW10-0218S,49,745,0,0,486.5,2034.0
YW10-0218S,49,674,0,2034.0,484.0,389.0
YW10-0218S,49,403,486.5,0,480.0,771.0
YW10-0218S,49,46,486.5,771.0,480.0,771.0
YW10-0218S,49,284,486.5,1542.0,479.0,508.0
YW10-0218S,49,246,486.5,2050.0,462.0,379.0
YW10-0218S,49,539,966.5,0,250.0,958.0
YW10-0218S,49,538,966.5,958.0,249.0,402.0
YW10-0218S,49,283,966.5,1360.0,249.0,402.0
YW10-0218S,49,181,966.5,1762.0,248.0,327.0
YW10-0218S,49,81,966.5,2089.0,214.5,282.0
YW10-0218S,50,11,0,0,478.0,878.0
YW10-0218S,50,672,0,878.0,477.0,691.0
YW10-0218S,50,484,0,1569.0,477.0,502.0
YW10-0218S,50,396,0,2071.0,459.5,329.0
YW10-0218S,50,386,478.0,0,477.0,691.0
YW10-0218S,50,262,478.0,691.0,470.0,848.0
YW10-0218S,50,480,478.0,1539.0,468.5,579.0
YW10-0218S,50,171,478.0,2118.0,463.3,275.0
YW10-0218S,50,62,955.0,0,260.0,701.0
YW10-0218S,50,632,955.0,701.0,258.0,798.0
YW10-0218S,50,53,955.0,1499.0,258.0,270.0
YW10-0218S,50,103,955.0,1769.0,255.5,419.8
YW10-0218S,51,271,0,0,469.0,933.0
YW10-0218S,51,239,0,933.0,468.5,816.0
YW10-0218S,51,495,0,1749.0,466.0,463.0
YW10-0218S,51,85,0,2212.0,443.0,226.5
YW10-0218S,51,445,469.0,0,462.0,991.0
YW10-0218S,51,376,469.0,991.0,462.0,991.0
YW10-0218S,51,522,469.0,1982.0,444.5,444.0
YW10-0218S,51,371,931.0,0,289.0,754.0
YW10-0218S,51,18,931.0,754.0,289.0,508.0
YW10-0218S,51,655,931.0,1262.0,288.0,664.0
YW10-0218S,51,345,931.0,1926.0,278.0,398.0
YW10-0218S,51,111,931.0,2324.0,278.0,38.0
YW10-0218S,52,690,0,0,461.0,878.0
YW10-0218S,52,636,0,878.0,459.5,1326.0
YW10-0218S,52,521,0,2204.0,397.0,224.0
YW10-0218S,52,629,461.0,0,459.5,495.0
YW10-0218S,52,237,461.0,495.0,459.5,904.0
YW10-0218S,52,486,461.0,1399.0,457.5,729.0
YW10-0218S,52,294,461.0,2128.0,437.0,294.5
YW10-0218S,52,412,920.5,0,299.0,1618.0
YW10-0218S,52,92,920.5,1618.0,299.0,668.0
YW10-0218S,52,288,920.5,2286.0,288.0,118.0
YW10-0218S,53,416,0,0,453.8,778.0
YW10-0218S,53,331,0,778.0,453.8,696.5
YW10-0218S,53,295,0,1474.5,453.8,696.5
YW10-0218S,53,136,0,2171.0,439.0,245.0
YW10-0218S,53,628,453.8,0,448.0,1658.0
YW10-0218S,53,368,453.8,1658.0,448.0,503.0
YW10-0218S,53,137,453.8,2161.0,393.5,266.5
YW10-0218S,53,714,901.8,0,316.5,786.0
YW10-0218S,53,468,901.8,786.0,310.0,997.0
YW10-0218S,53,189,901.8,1783.0,308.0,370.0
YW10-0218S,53,547,901.8,2153.0,282.0,214.5
YW10-0218S,54,291,0,0,448.0,558.0
YW10-0218S,54,185,0,558.0,448.0,580.0
YW10-0218S,54,38,0,1138.0,448.0,550.0
YW10-0218S,54,750,0,1688.0,444.0,548.0
YW10-0218S,54,617,0,2236.0,438.0,158.0
YW10-0218S,54,689,448.0,0,447.0,882.0
YW10-0218S,54,206,448.0,882.0,447.0,560.0
YW10-0218S,54,56,448.0,1442.0,447.0,882.0
YW10-0218S,54,467,895.0,0,310.0,997.0
YW10-0218S,54,308,895.0,997.0,310.0,998.0
YW10-0218S,54,109,895.0,1995.0,309.0,393.0
YW10-0218S,55,107,0,0,446.5,793.0
YW10-0218S,55,595,0,793.0,444.0,658.0
YW10-0218S,55,354,0,1451.0,444.0,443.0
YW10-0218S,55,160,0,1894.0,414.5,535.0
YW10-0218S,55,641,446.5,0,443.0,1551.0
YW10-0218S,55,624,446.5,1551.0,443.0,558.0
YW10-0218S,55,156,446.5,2109.0,361.0,327.0
YW10-0218S,55,638,889.5,0,330.0,1998.0
YW10-0218S,55,710,889.5,1998.0,327.0,361.0
YW10-0218S,56,483,0,0,441.5,2114.0
YW10-0218S,56,218,0,2114.0,396.5,317.0
YW10-0218S,56,57,441.5,0,441.5,2114.0
YW10-0218S,56,281,441.5,2114.0,420.0,316.5
YW10-0218S,56,99,883.0,0,329.0,2101.0
YW10-0218S,56,536,883.0,2101.0,328.0,322.0
YW10-0218S,57,570,0,0,438.5,2291.0
YW10-0218S,57,503,0,2291.0,437.5,149.0
YW10-0218S,57,508,438.5,0,438.5,2291.0
YW10-0218S,57,534,438.5,2291.0,438.0,118.0
YW10-0218S,57,691,877.0,0,343.0,877.0
YW10-0218S,57,274,877.0,877.0,343.0,877.0
YW10-0218S,57,250,877.0,1754.0,342.5,388.5
YW10-0218S,57,680,877.0,2142.5,327.0,261.5
YW10-0218S,58,255,0,0,437.0,2020.0
YW10-0218S,58,512,0,2020.0,434.5,407.5
YW10-0218S,58,511,437.0,0,430.0,2063.5
YW10-0218S,58,571,437.0,2063.5,420.0,349.5
YW10-0218S,58,738,867.0,0,351.5,729.0
YW10-0218S,58,498,867.0,729.0,351.5,517.0
YW10-0218S,58,442,867.0,1246.0,350.5,898.0
YW10-0218S,58,313,867.0,2144.0,331.0,296.0
YW10-0218S,59,86,0,0,430.0,1350.5
YW10-0218S,59,328,0,1350.5,428.0,723.0
YW10-0218S,59,584,0,2073.5,420.0,351.5
YW10-0218S,59,140,430.0,0,428.0,723.0
YW10-0218S,59,97,430.0,723.0,428.0,881.0
YW10-0218S,59,307,430.0,1604.0,414.5,564.0
YW10-0218S,59,240,430.0,2168.0,393.5,266.5
YW10-0218S,59,351,858.0,0,361.0,830.0
YW10-0218S,59,311,858.0,830.0,361.0,508.0
YW10-0218S,59,256,858.0,1338.0,361.0,508.0
YW10-0218S,59,222,858.0,1846.0,361.0,508.0
YW10-0218S,59,549,858.0,2354.0,338.0,78.0
YW10-0218S,60,418,0,0,421.0,1934.0
YW10-0218S,60,329,0,1934.0,415.0,474.5
YW10-0218S,60,557,421.0,0,420.5,1934.0
YW10-0218S,60,26,421.0,1934.0,418.0,458.0
YW10-0218S,60,731,841.5,0,377.0,720.0
YW10-0218S,60,675,841.5,720.0,377.0,1620.0
YW10-0218S,60,32,841.5,2340.0,363.0,92.5
YW10-0218S,61,697,0,0,418.0,1934.0
YW10-0218S,61,711,0,1934.0,379.0,462.0
YW10-0218S,61,564,418.0,0,413.0,826.0
YW10-0218S,61,401,418.0,826.0,413.0,682.0
YW10-0218S,61,407,418.0,1508.0,412.5,415.0
YW10-0218S,61,236,418.0,1923.0,395.0,495.0
YW10-0218S,61,612,831.0,0,389.0,527.0
YW10-0218S,61,404,831.0,527.0,389.0,484.0
YW10-0218S,61,520,831.0,1011.0,387.5,881.0
YW10-0218S,61,34,831.0,1892.0,387.5,531.0
YW10-0218S,62,639,0,0,412.5,1934.0
YW10-0218S,62,441,0,1934.0,395.0,425.0
YW10-0218S,62,687,412.5,0,412.0,558.0
YW10-0218S,62,228,412.5,558.0,410.0,556.0
YW10-0218S,62,763,412.5,1114.0,402.5,635.0
YW10-0218S,62,733,412.5,1749.0,398.0,578.0
YW10-0218S,62,582,412.5,2327.0,383.0,92.5
YW10-0218S,62,471,824.5,0,395.0,2284.0
YW10-0218S,62,126,824.5,2284.0,388.0,118.0
YW10-0218S,63,17,0,0,400.0,1320.5
YW10-0218S,63,433,0,1320.5,398.0,898.0
YW10-0218S,63,633,0,2218.5,388.0,158.0
YW10-0218S,63,363,400.0,0,398.0,1618.0
YW10-0218S,63,260,400.0,1618.0,397.5,458.0
YW10-0218S,63,716,400.0,2076.0,364.0,339.0
YW10-0218S,63,598,798.0,0,397.0,579.0
YW10-0218S,63,659,798.0,579.0,395.0,560.0
YW10-0218S,63,316,798.0,1139.0,395.0,815.0
YW10-0218S,63,142,798.0,1954.0,395.0,394.0
YW10-0218S,64,172,0,0,395.0,2284.0
YW10-0218S,64,138,395.0,0,395.0,844.0
YW10-0218S,64,70,395.0,844.0,395.0,560.0
YW10-0218S,64,134,395.0,1404.0,394.0,557.0
YW10-0218S,64,722,395.0,1961.0,389.5,415.0
YW10-0218S,64,37,790.0,0,395.0,1964.0
YW10-0218S,64,388,790.0,1964.0,379.0,463.5
YW10-0218S,65,765,0,0,393.0,2398.0
YW10-0218S,65,429,393.0,0,392.0,942.0
YW10-0218S,65,16,393.0,942.0,392.0,942.0
YW10-0218S,65,533,393.0,1884.0,390.0,538.0
YW10-0218S,65,504,785.0,0,387.5,881.0
YW10-0218S,65,42,785.0,881.0,387.5,754.0
YW10-0218S,65,369,785.0,1635.0,383.8,524.5
YW10-0218S,65,183,785.0,2159.5,378.0,260.0
YW10-0218S,65,723,1172.5,0,38.0,2416.0
YW10-0218S,66,768,0,0,386.5,912.5
YW10-0218S,66,232,0,912.5,383.8,524.5
YW10-0218S,66,766,0,1437.0,380.0,798.0
YW10-0218S,66,67,0,2235.0,338.0,158.0
YW10-0218S,66,599,386.5,0,386.5,1932.0
YW10-0218S,66,247,386.5,1932.0,379.0,462.0
YW10-0218S,66,704,773.0,0,384.0,2034.0
YW10-0218S,66,577,773.0,2034.0,377.0,401.5
YW10-0218S,66,588,1157.0,0,58.0,2353.0
YW10-0218S,67,383,0,0,384.0,2034.0
YW10-0218S,67,266,0,2034.0,368.0,298.0
YW10-0218S,67,325,384.0,0,383.8,2014.0
YW10-0218S,67,306,384.0,2014.0,368.0,298.0
YW10-0218S,67,667,767.8,0,380.0,517.5
YW10-0218S,67,499,767.8,517.5,380.0,747.0
YW10-0218S,67,443,767.8,1264.5,380.0,1028.0
YW10-0218S,67,581,1147.8,0,58.0,2103.0
YW10-0218S,68,125,0,0,380.0,747.0
YW10-0218S,68,423,0,747.0,379.0,728.0
YW10-0218S,68,666,0,1475.0,378.8,464.0
YW10-0218S,68,665,0,1939.0,378.8,464.0
YW10-0218S,68,320,380.0,0,378.8,464.0
YW10-0218S,68,748,380.0,464.0,378.0,1080.0
YW10-0218S,68,590,380.0,1544.0,378.0,680.0
YW10-0218S,68,133,758.8,0,377.0,2065.0
YW10-0218S,68,586,758.8,2065.0,374.0,347.0
YW10-0218S,68,409,1135.8,0,78.0,1598.0
YW10-0218S,68,226,1135.8,1598.0,78.0,488.0
YW10-0218S,68,118,1135.8,2086.0,78.0,338.0
YW10-0218S,69,132,0,0,377.0,1625.0
