原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
ZQB-0218S,13,30385,0,0,733.0,792.0
ZQB-0218S,13,30731,0,792.0,732.0,962.0
ZQB-0218S,13,30951,0,1754.0,722.0,661.0
ZQB-0218S,13,30439,733.0,0,482.5,949.0
ZQB-0218S,13,30300,733.0,949.0,482.0,1051.0
ZQB-0218S,13,30495,733.0,2000.0,435.0,423.0
ZQB-0218S,14,30882,0,0,720.0,2306.0
ZQB-0218S,14,30718,0,2306.0,647.0,132.5
ZQB-0218S,14,30450,720.0,0,498.0,1428.0
ZQB-0218S,14,30238,720.0,1428.0,498.0,998.0
ZQB-0218S,15,30640,0,0,711.0,782.0
ZQB-0218S,15,30932,0,782.0,699.0,1062.0
ZQB-0218S,15,30353,0,1844.0,660.0,574.0
ZQB-0218S,15,30681,711.0,0,505.0,868.0
ZQB-0218S,15,30923,711.0,868.0,502.0,719.0
ZQB-0218S,15,30825,711.0,1587.0,499.0,563.0
ZQB-0218S,15,30999,711.0,2150.0,457.5,289.0
ZQB-0218S,16,30333,0,0,699.0,1062.0
ZQB-0218S,16,30654,0,1062.0,679.0,778.0
ZQB-0218S,16,30900,0,1840.0,660.0,574.0
ZQB-0218S,16,30324,699.0,0,498.0,1883.0
ZQB-0218S,16,31001,699.0,1883.0,489.0,509.5
ZQB-0218S,17,30367,0,0,685.0,1808.0
ZQB-0218S,17,30618,0,1808.0,660.0,574.0
ZQB-0218S,17,30873,0,2382.0,595.0,58.0
ZQB-0218S,17,30964,685.0,0,528.0,2048.0
ZQB-0218S,17,30225,685.0,2048.0,495.0,387.0
ZQB-0218S,18,30574,0,0,662.0,2301.0
ZQB-0218S,18,30280,0,2301.0,554.0,138.0
ZQB-0218S,18,30917,662.0,0,558.0,1065.0
ZQB-0218S,18,30911,662.0,1065.0,558.0,762.0
ZQB-0218S,18,30697,662.0,1827.0,557.5,605.0
ZQB-0218S,19,30781,0,0,661.0,662.0
ZQB-0218S,19,30946,0,662.0,605.0,701.5
ZQB-0218S,19,30224,0,1363.5,598.0,963.0
ZQB-0218S,19,30940,661.0,0,559.0,1222.0
ZQB-0218S,19,30849,661.0,1222.0,559.0,732.0
ZQB-0218S,19,30581,661.0,1954.0,514.0,468.0
ZQB-0218S,20,30358,0,0,598.0,1598.0
ZQB-0218S,20,30242,0,1598.0,598.0,648.0
ZQB-0218S,20,30938,0,2246.0,537.0,179.0
ZQB-0218S,20,30553,598.0,0,597.0,752.0
ZQB-0218S,20,30879,598.0,752.0,595.0,959.0
ZQB-0218S,20,30377,598.0,1711.0,589.0,706.0
ZQB-0218S,21,30560,0,0,595.0,959.0
ZQB-0218S,21,30546,0,959.0,595.0,959.0
ZQB-0218S,21,30256,0,1918.0,560.0,511.0
ZQB-0218S,21,30330,595.0,0,589.0,706.0
ZQB-0218S,21,30928,595.0,706.0,587.0,706.0
ZQB-0218S,21,30475,595.0,1412.0,586.5,832.0
ZQB-0218S,21,30392,595.0,2244.0,445.0,195.0
ZQB-0218S,22,30636,0,0,588.0,2148.0
ZQB-0218S,22,30451,0,2148.0,489.0,292.0
ZQB-0218S,22,30715,588.0,0,580.0,2383.0
ZQB-0218S,22,30252,588.0,2383.0,463.0,48.0
ZQB-0218S,22,30590,1168.0,0,48.0,783.0
ZQB-0218S,22,30571,1168.0,783.0,48.0,197.0
ZQB-0218S,22,30530,1168.0,980.0,48.0,195.0
ZQB-0218S,22,30476,1168.0,1175.0,48.0,315.0
ZQB-0218S,22,30405,1168.0,1490.0,48.0,368.0
ZQB-0218S,22,30354,1168.0,1858.0,48.0,444.0
ZQB-0218S,23,30610,0,0,580.0,2438.0
ZQB-0218S,23,30550,580.0,0,580.0,2353.0
ZQB-0218S,23,30831,580.0,2353.0,564.0,58.0
ZQB-0218S,23,30969,1160.0,0,58.0,1593.0
ZQB-0218S,23,30953,1160.0,1593.0,58.0,744.0
ZQB-0218S,24,30502,0,0,580.0,2353.0
ZQB-0218S,24,30602,0,2353.0,562.0,58.0
ZQB-0218S,24,30233,580.0,0,580.0,2123.0
ZQB-0218S,24,30954,580.0,2123.0,561.0,310.0
ZQB-0218S,24,30962,1160.0,0,58.0,962.0
ZQB-0218S,24,30958,1160.0,962.0,58.0,961.0
ZQB-0218S,24,30864,1160.0,1923.0,58.0,412.0
ZQB-0218S,25,31000,0,0,579.0,912.0
ZQB-0218S,25,30735,0,912.0,579.0,959.0
ZQB-0218S,25,30761,0,1871.0,561.0,560.0
ZQB-0218S,25,30549,579.0,0,579.0,1647.0
ZQB-0218S,25,30399,579.0,1647.0,577.0,762.0
ZQB-0218S,25,30926,1158.0,0,58.0,1047.0
ZQB-0218S,25,30914,1158.0,1047.0,58.0,1160.0
ZQB-0218S,25,30698,1158.0,2207.0,58.0,215.0
ZQB-0218S,26,30432,0,0,579.0,1137.0
ZQB-0218S,26,30395,0,1137.0,579.0,868.0
ZQB-0218S,26,30509,0,2005.0,543.0,428.0
ZQB-0218S,26,30390,579.0,0,579.0,867.0
ZQB-0218S,26,30732,579.0,867.0,578.0,1198.0
ZQB-0218S,26,30777,579.0,2065.0,540.0,368.0
ZQB-0218S,26,30925,1158.0,0,58.0,2172.0
ZQB-0218S,26,30625,1158.0,2172.0,58.0,219.0
ZQB-0218S,27,30235,0,0,579.0,1647.0
ZQB-0218S,27,30783,0,1647.0,578.0,753.0
ZQB-0218S,27,30855,579.0,0,578.0,2398.0
ZQB-0218S,27,30853,1157.0,0,58.0,864.0
ZQB-0218S,27,30824,1157.0,864.0,58.0,1062.0
ZQB-0218S,27,30667,1157.0,1926.0,58.0,410.0
ZQB-0218S,28,30428,0,0,578.0,2198.0
ZQB-0218S,28,30398,0,2198.0,539.0,239.0
ZQB-0218S,28,30421,578.0,0,578.0,2098.0
ZQB-0218S,28,30211,578.0,2098.0,562.0,329.0
ZQB-0218S,28,30801,1156.0,0,58.0,736.0
ZQB-0218S,28,30799,1156.0,736.0,58.0,1528.0
ZQB-0218S,29,30221,0,0,578.0,2303.0
ZQB-0218S,29,30776,0,2303.0,488.0,118.0
ZQB-0218S,29,30219,578.0,0,578.0,2048.0
ZQB-0218S,29,30447,578.0,2048.0,558.0,389.0
ZQB-0218S,29,30791,1156.0,0,58.0,610.0
ZQB-0218S,29,30785,1156.0,610.0,58.0,769.0
ZQB-0218S,29,30772,1156.0,1379.0,58.0,860.0
ZQB-0218S,30,30908,0,0,577.0,1532.0
ZQB-0218S,30,30848,0,1532.0,577.0,868.0
ZQB-0218S,30,30431,0,2400.0,567.0,38.0
ZQB-0218S,30,30644,577.0,0,577.0,868.0
ZQB-0218S,30,30543,577.0,868.0,577.0,819.0
ZQB-0218S,30,30638,577.0,1687.0,576.0,748.0
ZQB-0218S,30,30728,1154.0,0,58.0,942.0
ZQB-0218S,30,30727,1154.0,942.0,58.0,942.0
ZQB-0218S,30,30688,1154.0,1884.0,58.0,465.0
ZQB-0218S,31,30471,0,0,577.0,1951.0
ZQB-0218S,31,30281,0,1951.0,509.5,489.0
ZQB-0218S,31,30253,577.0,0,577.0,763.0
ZQB-0218S,31,30213,577.0,763.0,577.0,761.0
ZQB-0218S,31,30419,577.0,1524.0,575.0,802.0
ZQB-0218S,31,30726,1154.0,0,58.0,1833.0
ZQB-0218S,31,30593,1154.0,1833.0,58.0,592.0
ZQB-0218S,32,30941,0,0,575.0,2061.0
ZQB-0218S,32,30887,0,2061.0,570.0,378.0
ZQB-0218S,32,30751,575.0,0,575.0,949.0
ZQB-0218S,32,30579,575.0,949.0,575.0,949.0
ZQB-0218S,32,30459,575.0,1898.0,560.0,448.0
ZQB-0218S,32,30876,575.0,2346.0,535.0,92.5
ZQB-0218S,32,30701,1150.0,0,58.0,1560.0
ZQB-0218S,32,30691,1150.0,1560.0,58.0,802.0
ZQB-0218S,33,30302,0,0,575.0,1222.0
ZQB-0218S,33,30217,0,1222.0,575.0,949.0
ZQB-0218S,33,30977,0,2171.0,489.0,259.0
ZQB-0218S,33,30326,575.0,0,569.0,766.0
ZQB-0218S,33,30746,575.0,766.0,565.0,1366.0
ZQB-0218S,33,30918,575.0,2132.0,562.0,278.0
ZQB-0218S,33,30692,1144.0,0,58.0,1998.0
ZQB-0218S,33,30250,1144.0,1998.0,58.0,402.0
ZQB-0218S,34,30886,0,0,568.0,2098.0
ZQB-0218S,34,30229,0,2098.0,562.0,329.0
ZQB-0218S,34,30255,568.0,0,562.0,926.0
ZQB-0218S,34,30729,568.0,926.0,561.0,902.0
ZQB-0218S,34,30434,568.0,1828.0,561.0,560.0
ZQB-0218S,34,30668,568.0,2388.0,495.0,48.0
ZQB-0218S,34,30258,1130.0,0,88.0,2398.0
ZQB-0218S,35,30693,0,0,560.0,824.0
ZQB-0218S,35,30687,0,824.0,560.0,911.0
ZQB-0218S,35,30762,0,1735.0,558.5,598.0
ZQB-0218S,35,30245,0,2333.0,538.0,92.5
ZQB-0218S,35,30268,560.0,0,560.0,2378.0
ZQB-0218S,35,30424,560.0,2378.0,533.0,58.0
ZQB-0218S,35,30556,1120.0,0,92.5,613.0
ZQB-0218S,35,30493,1120.0,613.0,92.5,709.0
ZQB-0218S,35,30467,1120.0,1322.0,92.5,258.0
ZQB-0218S,35,30402,1120.0,1580.0,92.5,299.0
ZQB-0218S,35,30349,1120.0,1879.0,92.5,500.0
ZQB-0218S,36,30906,0,0,558.0,880.0
ZQB-0218S,36,30744,0,880.0,558.0,823.0
ZQB-0218S,36,30656,0,1703.0,558.0,711.0
ZQB-0218S,36,30711,558.0,0,558.0,2098.0
ZQB-0218S,36,31013,558.0,2098.0,486.0,275.3
ZQB-0218S,36,30482,558.0,2373.3,481.5,52.5
ZQB-0218S,36,30319,1116.0,0,92.5,803.0
ZQB-0218S,36,30262,1116.0,803.0,92.5,290.0
ZQB-0218S,36,30422,1116.0,1093.0,88.0,928.0
ZQB-0218S,37,30587,0,0,558.0,2356.0
ZQB-0218S,37,30897,0,2356.0,558.0,78.0
ZQB-0218S,37,30548,558.0,0,558.0,2356.0
ZQB-0218S,37,30356,558.0,2356.0,547.0,58.0
ZQB-0218S,37,30972,1116.0,0,83.0,928.0
ZQB-0218S,37,30464,1116.0,928.0,83.0,928.0
ZQB-0218S,37,30674,1116.0,1856.0,78.0,488.0
ZQB-0218S,38,30210,0,0,558.0,866.0
ZQB-0218S,38,30904,0,866.0,557.0,1162.0
ZQB-0218S,38,30301,0,2028.0,540.0,412.0
ZQB-0218S,38,30435,558.0,0,557.0,736.0
ZQB-0218S,38,30406,558.0,736.0,557.0,1260.0
ZQB-0218S,38,30929,558.0,1996.0,546.0,438.0
ZQB-0218S,38,30410,1115.0,0,83.0,928.0
ZQB-0218S,38,30868,1115.0,928.0,80.0,1500.0
ZQB-0218S,39,30278,0,0,557.0,1162.0
ZQB-0218S,39,30209,0,1162.0,557.0,712.0
ZQB-0218S,39,30259,0,1874.0,548.0,514.0
ZQB-0218S,39,30907,557.0,0,556.0,1019.5
ZQB-0218S,39,30394,557.0,1019.5,556.0,770.0
ZQB-0218S,39,30309,557.0,1789.5,550.0,627.0
ZQB-0218S,39,30441,1113.0,0,78.0,1848.0
ZQB-0218S,39,30426,1113.0,1848.0,78.0,338.0
ZQB-0218S,40,30383,0,0,556.0,1019.5
ZQB-0218S,40,30389,0,1019.5,555.0,1056.0
ZQB-0218S,40,30575,0,2075.5,488.0,158.0
ZQB-0218S,40,30669,0,2233.5,386.5,152.5
ZQB-0218S,40,30254,556.0,0,555.0,710.0
ZQB-0218S,40,30840,556.0,710.0,548.0,766.0
ZQB-0218S,40,30810,556.0,1476.0,547.0,742.0
ZQB-0218S,40,30588,556.0,2218.0,438.0,158.0
ZQB-0218S,40,30690,1111.0,0,58.0,819.0
ZQB-0218S,40,30658,1111.0,819.0,58.0,1360.0
ZQB-0218S,40,30497,1169.0,0,48.0,1998.0
ZQB-0218S,41,30347,0,0,550.0,2008.0
ZQB-0218S,41,30833,0,2008.0,530.0,431.0
ZQB-0218S,41,30508,550.0,0,548.0,1497.5
ZQB-0218S,41,30270,550.0,1497.5,547.0,585.0
ZQB-0218S,41,30600,550.0,2082.5,404.0,338.0
ZQB-0218S,41,30852,1098.0,0,120.0,819.0
ZQB-0218S,41,30963,1098.0,819.0,118.0,338.0
ZQB-0218S,41,30905,1098.0,1157.0,118.0,338.0
ZQB-0218S,41,30857,1098.0,1495.0,118.0,288.0
ZQB-0218S,41,30846,1098.0,1783.0,118.0,498.0
ZQB-0218S,42,30299,0,0,548.0,1172.0
ZQB-0218S,42,30842,0,1172.0,545.0,873.0
ZQB-0218S,42,30950,0,2045.0,460.0,395.0
ZQB-0218S,42,30945,548.0,0,545.0,2232.0
ZQB-0218S,42,30834,548.0,2232.0,537.0,179.0
ZQB-0218S,42,30989,1093.0,0,124.5,775.5
ZQB-0218S,42,30646,1093.0,775.5,124.5,590.5
ZQB-0218S,42,30510,1093.0,1366.0,124.5,393.0
ZQB-0218S,42,30314,1093.0,1759.0,124.5,455.5
ZQB-0218S,43,30456,0,0,543.0,2232.0
ZQB-0218S,43,30272,0,2232.0,537.0,179.0
ZQB-0218S,43,30331,543.0,0,539.0,948.0
ZQB-0218S,43,31009,543.0,948.0,538.5,670.0
ZQB-0218S,43,30539,543.0,1618.0,538.5,670.0
ZQB-0218S,43,30822,543.0,2288.0,457.0,118.0
ZQB-0218S,43,30919,1082.0,0,132.5,753.0
ZQB-0218S,43,30782,1082.0,753.0,132.5,803.0
ZQB-0218S,43,30436,1082.0,1556.0,132.5,655.0
ZQB-0218S,43,30449,1082.0,2211.0,129.0,222.0
ZQB-0218S,44,30976,0,0,538.0,736.0
ZQB-0218S,44,30288,0,736.0,538.0,732.0
ZQB-0218S,44,30363,0,1468.0,533.0,658.0
ZQB-0218S,44,30265,0,2126.0,486.0,275.3
ZQB-0218S,44,30652,538.0,0,536.0,1055.0
ZQB-0218S,44,30606,538.0,1055.0,536.0,1161.0
ZQB-0218S,44,30871,538.0,2216.0,479.0,216.0
ZQB-0218S,44,30648,1074.0,0,118.0,448.0
ZQB-0218S,44,30641,1074.0,448.0,118.0,238.0
ZQB-0218S,44,30616,1074.0,686.0,118.0,498.0
ZQB-0218S,44,30577,1074.0,1184.0,118.0,488.0
ZQB-0218S,44,30572,1074.0,1672.0,118.0,338.0
ZQB-0218S,44,30565,1074.0,2010.0,118.0,238.0
ZQB-0218S,45,30939,0,0,528.0,668.0
ZQB-0218S,45,30893,0,668.0,528.0,861.0
ZQB-0218S,45,30285,0,1529.0,528.0,780.0
ZQB-0218S,45,30798,0,2309.0,438.0,118.0
ZQB-0218S,45,30889,528.0,0,528.0,2048.0
ZQB-0218S,45,30739,528.0,2048.0,462.0,379.0
ZQB-0218S,45,30511,1056.0,0,152.5,386.5
ZQB-0218S,45,30775,1056.0,386.5,151.0,447.0
ZQB-0218S,45,30802,1056.0,833.5,148.0,397.5
ZQB-0218S,45,30686,1056.0,1231.0,148.0,397.5
ZQB-0218S,45,30269,1056.0,1628.5,148.0,397.5
ZQB-0218S,45,30578,1056.0,2026.0,147.5,261.5
ZQB-0218S,46,30865,0,0,528.0,2048.0
ZQB-0218S,46,30293,0,2048.0,443.0,176.0
ZQB-0218S,46,30961,0,2224.0,438.0,158.0
ZQB-0218S,46,31004,528.0,0,527.0,733.0
ZQB-0218S,46,30503,528.0,733.0,527.0,595.0
ZQB-0218S,46,30290,528.0,1328.0,525.0,810.0
ZQB-0218S,46,30311,528.0,2138.0,489.0,259.0
ZQB-0218S,46,30381,1055.0,0,118.0,488.0
ZQB-0218S,46,30370,1055.0,488.0,118.0,288.0
ZQB-0218S,46,30345,1055.0,776.0,118.0,438.0
ZQB-0218S,46,30763,1055.0,1214.0,92.5,802.0
ZQB-0218S,46,30339,1055.0,2016.0,92.5,403.0
ZQB-0218S,46,30903,1173.0,0,38.0,2188.0
ZQB-0218S,47,30816,0,0,497.0,928.0
ZQB-0218S,47,30737,0,928.0,497.0,752.0
ZQB-0218S,47,30365,0,1680.0,476.0,665.0
ZQB-0218S,47,30355,0,2345.0,465.0,58.0
ZQB-0218S,47,30988,497.0,0,495.0,854.0
ZQB-0218S,47,30789,497.0,854.0,495.0,854.0
ZQB-0218S,47,30677,497.0,1708.0,489.0,614.0
ZQB-0218S,47,30915,497.0,2322.0,488.0,118.0
ZQB-0218S,47,30912,992.0,0,228.0,744.5
ZQB-0218S,47,30603,992.0,744.5,228.0,463.0
ZQB-0218S,47,30627,992.0,1207.5,227.5,332.0
ZQB-0218S,47,30861,992.0,1539.5,227.0,332.0
ZQB-0218S,47,30231,992.0,1871.5,223.0,338.0
ZQB-0218S,47,30804,992.0,2209.5,207.0,158.0
ZQB-0218S,48,30770,0,0,494.0,1115.0
ZQB-0218S,48,30890,0,1115.0,493.0,1020.5
ZQB-0218S,48,30670,0,2135.5,477.0,294.5
ZQB-0218S,48,30346,494.0,0,493.0,1020.5
ZQB-0218S,48,30295,494.0,1020.5,486.5,934.0
ZQB-0218S,48,30847,494.0,1954.5,486.0,422.5
ZQB-0218S,48,30343,494.0,2377.0,482.0,58.0
ZQB-0218S,48,30894,987.0,0,218.0,713.0
ZQB-0218S,48,30291,987.0,713.0,218.0,807.0
ZQB-0218S,48,30248,987.0,1520.0,217.5,514.0
ZQB-0218S,48,30971,987.0,2034.0,214.0,400.0
ZQB-0218S,49,30752,0,0,489.0,2100.9
ZQB-0218S,49,30522,0,2100.9,384.0,339.0
ZQB-0218S,49,30204,489.0,0,480.0,2053.0
ZQB-0218S,49,30765,489.0,2053.0,462.0,379.0
ZQB-0218S,49,30470,969.0,0,248.0,823.0
ZQB-0218S,49,30788,969.0,823.0,243.0,598.0
ZQB-0218S,49,30885,969.0,1421.0,242.0,902.0
ZQB-0218S,50,30996,0,0,479.0,1037.5
ZQB-0218S,50,30913,0,1037.5,475.0,1049.5
ZQB-0218S,50,30613,0,2087.0,429.0,339.0
ZQB-0218S,50,31008,479.0,0,478.0,2098.0
ZQB-0218S,50,30611,479.0,2098.0,354.0,339.0
ZQB-0218S,50,30307,957.0,0,247.0,1668.0
ZQB-0218S,50,30598,957.0,1668.0,244.5,476.0
ZQB-0218S,50,30348,957.0,2144.0,222.0,280.0
ZQB-0218S,51,30766,0,0,454.5,1000.0
ZQB-0218S,51,30472,0,1000.0,452.5,1032.0
ZQB-0218S,51,30335,0,2032.0,448.0,397.5
ZQB-0218S,51,30416,454.5,0,454.0,2076.0
ZQB-0218S,51,30267,454.5,2076.0,437.0,353.0
ZQB-0218S,51,30973,908.5,0,308.0,719.0
ZQB-0218S,51,30970,908.5,719.0,308.0,959.0
ZQB-0218S,51,30796,908.5,1678.0,308.0,460.0
ZQB-0218S,51,30699,908.5,2138.0,306.5,289.0
ZQB-0218S,52,30557,0,0,448.0,1191.0
ZQB-0218S,52,30260,0,1191.0,447.0,444.0
ZQB-0218S,52,30807,0,1635.0,443.0,560.0
ZQB-0218S,52,30673,0,2195.0,438.0,238.0
ZQB-0218S,52,30787,448.0,0,447.5,2185.5
ZQB-0218S,52,30274,448.0,2185.5,438.0,238.0
ZQB-0218S,52,31003,895.5,0,320.0,2398.0
ZQB-0218S,52,30662,895.5,2398.0,297.0,38.0
ZQB-0218S,53,30719,0,0,441.5,761.0
ZQB-0218S,53,30979,0,761.0,439.0,803.0
ZQB-0218S,53,30875,0,1564.0,439.0,736.0
ZQB-0218S,53,30239,0,2300.0,393.0,132.5
ZQB-0218S,53,30531,441.5,0,439.0,667.0
ZQB-0218S,53,30927,441.5,667.0,438.0,721.0
ZQB-0218S,53,30205,441.5,1388.0,438.0,818.0
ZQB-0218S,53,30369,441.5,2206.0,399.0,178.0
ZQB-0218S,53,30650,441.5,2384.0,383.0,52.5
ZQB-0218S,53,30362,880.5,0,339.0,1862.0
ZQB-0218S,53,30959,880.5,1862.0,338.0,404.0
ZQB-0218S,53,30956,880.5,2266.0,338.0,158.0
ZQB-0218S,54,31015,0,0,430.0,2034.0
ZQB-0218S,54,30601,0,2034.0,411.0,358.0
ZQB-0218S,54,30409,0,2392.0,384.0,48.0
ZQB-0218S,54,30418,430.0,0,430.0,2034.0
ZQB-0218S,54,30413,430.0,2034.0,383.0,358.0
ZQB-0218S,54,30481,430.0,2392.0,368.0,48.0
ZQB-0218S,54,30561,860.0,0,360.0,998.0
ZQB-0218S,54,30967,860.0,998.0,358.0,610.0
ZQB-0218S,54,30764,860.0,1608.0,358.0,440.0
ZQB-0218S,54,30680,860.0,2048.0,358.0,377.0
ZQB-0218S,55,30779,0,0,429.0,662.0
ZQB-0218S,55,30504,0,662.0,429.0,662.0
ZQB-0218S,55,30223,0,1324.0,429.0,662.0
ZQB-0218S,55,30506,0,1986.0,359.0,454.0
ZQB-0218S,55,30998,429.0,0,428.0,605.0
ZQB-0218S,55,30596,429.0,605.0,428.0,605.0
ZQB-0218S,55,30568,429.0,1210.0,428.0,605.0
ZQB-0218S,55,30997,429.0,1815.0,421.0,538.0
ZQB-0218S,55,30883,429.0,2353.0,388.0,78.0
ZQB-0218S,55,30663,857.0,0,361.5,1892.0
ZQB-0218S,55,30811,857.0,1892.0,359.0,454.0
ZQB-0218S,55,30547,857.0,2346.0,353.0,92.5
ZQB-0218S,56,30443,0,0,428.0,1098.0
ZQB-0218S,56,30279,0,1098.0,428.0,1273.0
ZQB-0218S,56,30975,0,2371.0,410.0,58.0
ZQB-0218S,56,30653,428.0,0,427.5,888.0
ZQB-0218S,56,30396,428.0,888.0,427.0,1432.0
ZQB-0218S,56,30614,428.0,2320.0,388.0,118.0
ZQB-0218S,56,30655,855.5,0,364.0,1862.0
ZQB-0218S,56,30534,855.5,1862.0,364.0,472.0
ZQB-0218S,56,30684,855.5,2334.0,336.0,92.5
ZQB-0218S,57,30880,0,0,427.0,2184.0
ZQB-0218S,57,30500,0,2184.0,380.8,253.0
ZQB-0218S,57,30995,427.0,0,422.5,691.0
ZQB-0218S,57,30551,427.0,691.0,422.5,691.0
ZQB-0218S,57,30981,427.0,1382.0,422.0,557.0
ZQB-0218S,57,30817,427.0,1939.0,396.0,482.0
ZQB-0218S,57,30286,849.5,0,369.0,658.0
ZQB-0218S,57,30466,849.5,658.0,368.0,520.0
ZQB-0218S,57,30757,849.5,1178.0,366.0,470.0
ZQB-0218S,57,30637,849.5,1648.0,366.0,470.0
ZQB-0218S,57,30528,849.5,2118.0,339.0,318.0
ZQB-0218S,58,30896,0,0,421.5,773.5
ZQB-0218S,58,30850,0,773.5,421.0,578.0
ZQB-0218S,58,30695,0,1351.5,421.0,538.0
ZQB-0218S,58,30460,0,1889.5,414.5,444.5
ZQB-0218S,58,30458,0,2334.0,353.0,92.5
ZQB-0218S,58,30380,421.5,0,421.0,2301.0
ZQB-0218S,58,30564,421.5,2301.0,393.5,131.5
ZQB-0218S,58,30866,842.5,0,377.5,2314.0
ZQB-0218S,58,31006,842.5,2314.0,338.0,118.0
ZQB-0218S,59,30477,0,0,420.0,1194.5
ZQB-0218S,59,30634,0,1194.5,417.0,734.0
ZQB-0218S,59,30888,0,1928.5,396.5,489.0
ZQB-0218S,59,30705,420.0,0,415.0,1071.5
ZQB-0218S,59,30344,420.0,1071.5,414.0,558.0
ZQB-0218S,59,30232,420.0,1629.5,410.0,495.0
ZQB-0218S,59,30374,420.0,2124.5,395.0,308.5
ZQB-0218S,59,30685,835.0,0,385.0,548.0
