P,item_order,item_material,item_id,max_length,min_length
4,order10,XMJQ-0218S,20904,1448,547
4,order10,XMJQ-0218S,23817,866,687
4,order10,XMJQ-0218S,23894,866,687
4,order10,XMJQ-0225S,21913,1448,378
4,order10,XXB-0215S,18778,285,92.5
4,order10,XXB-0215S,19146,276,92.5
4,order10,XXB-0215S,20005,285,92.5
4,order10,XXB-0215S,22357,276,92.5
4,order10,XXB-0215S,18737,288,118
4,order10,XXB-0215S,19107,288,118
4,order10,XXB-0215S,20710,288,118
4,order10,XXB-0215S,20859,288,118
4,order10,XXB-0215S,21937,288,118
4,order10,XXB-0215S,22463,288,118
4,order10,XXB-0215S,22464,288,118
4,order10,XXB-0215S,22608,288,118
4,order10,XXB-0215S,18864,289,277
4,order10,XXB-0215S,20333,289,277
4,order10,XXB-0215S,21673,289,286
4,order10,XXB-0215S,23546,289,286
1,order100,PSXH-0418S,5759,630,128.5
1,order100,PSXH-0418S,5394,630,129
1,order100,PSXH-0418S,6940,437,290.5
1,order100,PSXH-0418S,7678,437,290.5
1,order100,YHXM-0215S,5060,541,52.5
1,order100,YHXM-0215S,8251,541,52.5
1,order100,YHXM-0215S,6227,338,78
1,order100,YHXM-0215S,6838,338,78
1,order100,YHXM-0215S,8112,338,78
1,order100,YHXM-0215S,8227,338,78
1,order100,YHXM-0215S,5720,598,305
1,order100,YHXM-0215S,7963,848,305
1,order100,YHXM-0215S,8015,874,305
1,order100,YHXM-0215S,5542,542,339
1,order100,YHXM-0215S,6987,542,339
1,order100,YHXM-0218S,5054,848,38
1,order100,YHXM-0218S,5889,598,38
1,order100,YHXM-0218S,7145,598,38
1,order100,YHXM-0218S,5429,358,305
1,order100,YHXM-0218S,6050,377,305
1,order100,YHXM-0218S,7830,377,305
1,order100,YHXM-0218S,8285,378,323
1,order100,YHXM-0218S,8828,378,323
1,order100,YHXM-0218S,8572,630,358
1,order100,YHXM-0218S,5760,2360,377
1,order100,YHXM-0225S,6542,2398,398
6,order101,5-0218S,6766,721,153
6,order101,5-0218S,7353,469,153
6,order101,5-0218S,6118,783,408
6,order101,5-0218S,6235,783,408
6,order101,5-0218S,7535,783,408
6,order101,PSXH-0418S,7586,699,357
6,order101,PSXH-0418S,8736,699,357
6,order101,PSXH-0418S,8324,699,468
6,order101,YDBS-0215S,7610,2061,603
6,order101,YDBS-0225S,6778,423,48
6,order101,YDBS-0225S,7153,423,48
6,order101,YDBS-0225S,5340,2061,88
6,order101,YDBS-0225S,7120,2061,88
6,order101,YHXM-0215S,5363,631,92.5
6,order101,YHXM-0215S,6255,379,92.5
6,order101,YHXM-0215S,5758,288,118
6,order101,YHXM-0215S,7072,288,118
6,order101,YHXM-0215S,8644,288,118
6,order101,YHXM-0215S,8735,288,118
6,order101,YHXM-0215S,5887,380,289
6,order101,YHXM-0215S,7222,632,289
6,order101,YHXM-0215S,5267,844.5,436
6,order101,YHXM-0215S,7322,844.5,688
6,order101,YHXM-0215S,7454,923,859
6,order101,YHXM-0218S,5395,998,38
6,order101,YHXM-0218S,5518,374,277.5
6,order101,YHXM-0218S,7660,787,277.5
6,order101,YHXM-0218S,7691,787,277.5
6,order101,YHXM-0218S,8007,787,277.5
6,order101,YHXM-0218S,7248,858,288
6,order101,YHXM-0218S,4969,788,297
6,order101,YHXM-0218S,5649,375,297
6,order101,YHXM-0218S,5998,788,297
6,order101,YHXM-0218S,7196,375,297
6,order101,YHXM-0218S,7242,788,297
6,order101,YHXM-0218S,7727,788,297
6,order101,YHXM-0218S,5092,788,298
6,order101,YHXM-0218S,5409,788,298
6,order101,YHXM-0218S,5785,788,298
6,order101,YHXM-0218S,6369,788,298
6,order101,YHXM-0218S,6506,788,298
6,order101,YHXM-0218S,8273,788,298
6,order101,YHXM-0218S,6271,687,308
6,order101,YHXM-0218S,7323,435,308
6,order101,YHXM-0218S,5099,436,327
6,order101,YHXM-0218S,7784,923,327
6,order101,YHXM-0218S,8657,923,327
6,order101,YHXM-0218S,8737,688,327
6,order101,YHXM-0218S,5383,923,328
6,order101,YHXM-0218S,8422,923,328
6,order101,YHXM-0218S,5147,751,375
6,order101,YHXM-0218S,7644,788,751
6,order101,YHXM-0218S,8817,788,751
6,order101,YHXM-0218SD,5296,436,58
6,order101,YHXM-0218SD,6176,688,58
6,order101,YHXM-0218SD,6541,436,58
6,order101,YHXM-0218SD,6600,688,58
6,order101,YHXM-0225S,8571,2061,348
1,order102,PSXH-0418S,8686,630,128.5
1,order102,PSXH-0418S,7601,630,129
1,order102,YHXM-0215S,7917,541,52.5
1,order102,YHXM-0215S,8472,541,52.5
1,order102,YHXM-0215S,5698,338,78
1,order102,YHXM-0215S,6107,338,78
1,order102,YHXM-0215S,7367,338,78
1,order102,YHXM-0215S,8178,338,78
1,order102,YHXM-0215S,6270,542,339
1,order102,YHXM-0215S,7104,542,339
1,order102,YHXM-0218S,6092,598,38
1,order102,YHXM-0218S,6440,598,38
12,order103,GHSS-0218S,26836,1498,698
12,order103,LMW-0215S,27387,712,399.5
12,order103,LMW-0215S,24480,1926,712
12,order103,LMW-0215S,25081,794.5,720
12,order103,LMW-0215S,28038,794.5,720
12,order103,LMW-0218S,24510,1460,58
12,order103,LMW-0218S,25071,712,58
12,order103,LMW-0218S,25710,712,58
12,order103,LMW-0218S,27747,1460,58
12,order103,LMW-0218S,24286,343,128.5
12,order103,LMW-0218S,28502,343,128.5
12,order103,LMW-0218S,24323,719,343
12,order103,LMW-0218S,24678,720,343
12,order103,LMW-0218S,28501,720,343
12,order103,LMW-0218S,28621,719,343
12,order103,LMW-0218S,24212,711,345
12,order103,LMW-0218S,24231,711,345
12,order103,LMW-0218S,24312,711,345
12,order103,LMW-0218S,26854,711,345
12,order103,LMW-0218S,27252,711,345
12,order103,LMW-0218S,28395,712,345
12,order103,LMW-0218S,26204,794.5,362
12,order103,LMW-0218S,26882,1460,362
12,order103,LMW-0218S,25752,873,363
12,order103,LMW-0218S,27522,873,363
12,order103,LMW-0218S,24105,874,364
12,order103,LMW-0218S,25170,712,364
12,order103,LMW-0218S,25197,712,364
12,order103,LMW-0218S,25615,712,364
12,order103,LMW-0218S,25770,712,364
12,order103,LMW-0218S,26782,874,364
12,order103,LMW-0218S,27228,712,364
12,order103,LMW-0218S,27608,712,364
12,order103,LMW-0218S,28013,712,364
12,order103,LMW-0218S,24257,843,365
12,order103,LMW-0218S,24658,843,365
12,order103,LMW-0218S,25522,457.5,365
12,order103,LMW-0218S,25598,532.5,365
12,order103,LMW-0218S,26255,2023,365
12,order103,LMW-0218S,27044,2023,365
12,order103,LMW-0218S,27217,843,365
12,order103,LMW-0218S,27906,843,365
12,order103,LMW-0218S,28375,493,365
12,order103,LMW-0218S,28506,418,365
12,order103,LMW-0218S,25230,874,456
12,order103,LMW-0218S,27711,806,712
12,order103,LMW-0218S,28764,806,712
12,order103,LMW-0225S,25096,1498,388
12,order103,PTJH-0418S,25426,368.5,132
12,order103,PTJH-0418S,26061,368.5,132
12,order103,PTJH-0418S,26365,368.5,132
12,order103,PTJH-0418S,26386,368.5,132
12,order103,PTJH-0418S,24592,669,368.5
12,order103,PTJH-0418S,25140,669,368.5
12,order103,PTJH-0418S,25246,669,368.5
12,order103,PTJH-0418S,25424,669,368.5
12,order103,PTJH-0418S,25198,1596.5,369
12,order103,PTJH-0418S,25242,1596.5,369
12,order103,PTJH-0418S,26943,807,369
12,order103,PTJH-0418S,27045,807,369
12,order103,PTJH-0418S,25665,519.5,450
12,order103,PTJH-0418S,28060,519.5,450
12,order103,XXB-0215S,24166,303.5,52.5
12,order103,XXB-0215S,24472,303.5,52.5
12,order103,XXB-0215S,27073,312.5,52.5
12,order103,XXB-0215S,28760,312.5,52.5
12,order103,XXB-0215S,24348,288,78
12,order103,XXB-0215S,24437,288,78
12,order103,XXB-0215S,25425,288,78
12,order103,XXB-0215S,25493,288,78
12,order103,XXB-0215S,26443,288,78
12,order103,XXB-0215S,27366,288,78
12,order103,XXB-0215S,27424,288,78
12,order103,XXB-0215S,28110,288,78
12,order103,XXB-0215S,25724,304.5,289
12,order103,XXB-0215S,26090,304.5,289
12,order103,XXB-0215S,27704,313.5,289
12,order103,XXB-0215S,28637,313.5,289
19,order104,MNH-0215S,2982,485,52.5
19,order104,MNH-0215S,337,288,78
19,order104,MNH-0215S,1972,288,78
19,order104,MNH-0215S,502,598,115
19,order104,MNH-0215S,1194,542,115
19,order104,MNH-0215S,864,605,132.5
19,order104,MNH-0215S,2556,605,132.5
19,order104,MNH-0215S,1627,438,158
19,order104,MNH-0215S,1709,438,158
19,order104,MNH-0215S,4368,438,158
19,order104,MNH-0215S,4455,438,158
19,order104,MNH-0215S,3710,362,201
19,order104,MNH-0215S,1134,486,289
19,order104,MNH-0215S,4281,2183.5,362
19,order104,MNH-0215S,2299,606,439
19,order104,MNH-0215S,4963,606,439
19,order104,MNH-0215S,1133,762,480
19,order104,MNH-0215S,3728,762,480
19,order104,MNH-0215S,4841,762,480
19,order104,MNH-0215S,114,2031,762
19,order104,MNH-0215S,2343,2031,762
19,order104,MNH-0215S,4229,2031,762
19,order104,MNH-0218S,3089,298,38
19,order104,MNH-0218S,3646,2243,38
19,order104,MNH-0218S,115,395,48
19,order104,MNH-0218S,1047,395,48
19,order104,MNH-0218S,1180,395,48
19,order104,MNH-0218S,2891,395,48
19,order104,MNH-0218S,1403,762,58
19,order104,MNH-0218S,1676,762,58
19,order104,MNH-0218S,1881,762,58
19,order104,MNH-0218S,2170,362,58
19,order104,MNH-0218S,2795,762,58
19,order104,MNH-0218S,3147,762,58
19,order104,MNH-0218S,4014,762,58
19,order104,MNH-0218S,4840,362,58
19,order104,MNH-0218S,4487,1162,68
19,order104,MNH-0218S,4426,377.5,115
19,order104,MNH-0218S,1973,418.5,133
19,order104,MNH-0218S,4702,418.5,133
19,order104,MNH-0218S,180,677,191.5
19,order104,MNH-0218S,4741,677,191.5
19,order104,MNH-0218S,769,577,298
19,order104,MNH-0218S,3427,577,298
19,order104,MNH-0218S,422,538,361
19,order104,MNH-0218S,1444,538,361
19,order104,MNH-0218S,3428,538,361
19,order104,MNH-0218S,3778,538,361
19,order104,MNH-0218S,254,574,362
19,order104,MNH-0218S,3042,557,362
19,order104,MNH-0218S,4757,576,362
19,order104,MNH-0218S,3925,502,370
19,order104,MNH-0218S,4013,502,370
19,order104,MNH-0218S,4191,502,370
19,order104,MNH-0218S,2447,1160,378
19,order104,MNH-0218S,2969,444,395
19,order104,MNH-0218S,3763,444,395
19,order104,MNH-0218S,366,577,498.5
19,order104,MNH-0218S,1675,577,498.5
19,order104,MNH-0218S,2043,577,498.5
19,order104,MNH-0218S,2073,577,498.5
19,order104,MNH-0218S,2867,577,498.5
19,order104,MNH-0218S,4091,762,502
19,order104,MNH-0218S,4132,1613,502
19,order104,MNH-0218S,997,577,538
19,order104,MNH-0218S,2156,761,555
19,order104,MNH-0218S,4877,761,555
19,order104,MNH-0218S,3573,2203,558
19,order104,MNH-0218S,4862,2203,558
19,order104,MNH-0218S,470,762,574
19,order104,MNH-0218S,770,762,574
19,order104,MNH-0218S,4265,762,574
19,order104,MNH-0218S,4456,762,574
19,order104,MNH-0218S,1443,762,576
19,order104,MNH-0218S,2794,762,576
19,order104,MNH-0218S,3516,762,576
19,order104,MNH-0218S,3926,762,576
19,order104,MNH-0218S,4320,762,576
19,order104,MNH-0218S,713,2128,577
19,order104,MNH-0218S,1012,2128,577
19,order104,MNH-0218S,2379,2128,577
19,order104,MNH-0218S,2494,2128,577
19,order104,MNH-0218S,4096,2128,577
19,order104,MNH-0218S,4133,2128,577
19,order104,MNH-0225S,299,1198,438
19,order104,YMH-0218S,3265,625,128
19,order104,YMH-0218S,3493,566,128.5
19,order105,LMW-0215S,25492,972,448
19,order105,LMW-0215S,26012,972,448
19,order105,LMW-0215S,25183,1873,972
19,order105,LMW-0215S,28351,1873,972
19,order105,LMW-0218S,25175,972,58
19,order105,LMW-0218S,27903,972,58
19,order105,LMW-0218S,24018,1028,198
19,order105,LMW-0218S,25515,1028,198
19,order105,LMW-0218S,26113,1026,198
19,order105,LMW-0218S,26595,972,555
19,order105,LMW-0218S,25102,972,574
19,order105,LMW-0218S,26938,972,574
19,order105,LMW-0218S,27933,972,574
19,order105,LMW-0218S,28665,972,574
19,order105,LMW-0218S,25486,972,576
19,order105,LMW-0218S,25723,972,576
19,order105,LMW-0218S,25263,1998,577
19,order105,LMW-0218S,28357,1198,577
19,order105,LMW-0218S,27581,2018,1026
19,order105,LMW-0218S,28652,1198,1026
19,order105,LMW-0218S,24831,1198,1028
19,order105,LMW-0218S,25452,2018,1028
19,order105,LMW-0218S,25567,2018,1028
19,order105,LMW-0218S,28698,1198,1028
19,order105,LMW-0218SD,24181,2438,577
19,order105,LMW-0218SD,25360,2438,577
19,order105,LMW-0218SD,25447,2438,577
19,order105,YSH-0218SD,24383,2405.5,498.5
19,order105,YSH-0218SD,27127,2405.5,498.5
19,order105,YSH-0218SD,27155,2405.5,498.5
19,order105,YSH-0218SD,27926,2405.5,498.5
2,order106,MNH-0215S,1404,1546.5,179
2,order106,MNH-0215S,3545,966,396.5
2,order106,MNH-0215S,2486,1928.5,966
2,order106,MNH-0218S,1422,278,178
2,order106,MNH-0218S,1665,278,178
2,order106,MNH-0218S,4230,278,178
2,order106,MNH-0218S,4824,278,178
2,order106,MNH-0218S,211,297,179
2,order106,MNH-0218S,1922,278,179
2,order106,MNH-0218S,2044,1565,298
2,order106,MNH-0218S,4842,1565,298
2,order106,MNH-0218S,576,497,411.5
2,order106,MNH-0218S,3190,497,411.5
2,order106,MNH-0218S,233,540,415
2,order106,MNH-0218S,4814,540,415
2,order106,MNH-0218S,4605,966,539
2,order106,MNH-0218S,3452,966,557
2,order106,MNH-0218S,3148,1948,558
2,order106,MNH-0218S,3621,1948,558
7,order107,CGS-0218S,702,1398,598
7,order107,MNH-0215S,1616,1280,198
7,order107,MNH-0215S,367,1282,348
7,order107,MNH-0215S,1628,655,410
7,order107,MNH-0215S,4916,1060.5,411
7,order107,MNH-0215S,157,520,423
7,order107,MNH-0215S,3192,850,655
7,order107,MNH-0215S,3574,1060.5,851
7,order107,MNH-0218S,3711,463,38
7,order107,MNH-0218S,3917,598,88
7,order107,MNH-0218S,2668,520,338
7,order107,MNH-0218S,2950,409,358
7,order107,MNH-0218S,3494,849,358
7,order107,MNH-0218S,3623,849,358
7,order107,MNH-0218S,4607,849,358
7,order107,MNH-0218S,338,850,360
7,order107,MNH-0218S,633,850,360
7,order107,MNH-0218S,1722,410,360
7,order107,MNH-0218S,1845,410,360
7,order107,MNH-0218S,835,1280,377
7,order107,MNH-0218S,3622,655,377
7,order107,MNH-0218S,1778,873,378
7,order107,MNH-0218S,3228,423,378
7,order107,MNH-0218S,4551,873,378
7,order107,MNH-0218S,4816,423,378
7,order107,MNH-0218S,403,1282,379
7,order107,MNH-0218S,2813,562,379
7,order107,MNH-0218S,4015,1060.5,379
7,order107,MNH-0218S,4016,562,379
7,order107,MNH-0218S,4231,1282,379
7,order107,MNH-0218S,1856,498,380
7,order107,MNH-0218S,3000,1448,380
7,order107,MNH-0218S,3886,498,380
7,order107,MNH-0218S,4103,1487.5,380
7,order107,MNH-0218S,4517,562,461
7,order107,MNH-0225S,324,1318,398
7,order107,MNH-0225S,912,597,398
7,order107,YSH-0215S,644,463,132.5
7,order107,YSH-0215S,2116,338,158
7,order107,YSH-0215S,4409,338,158
7,order107,YSH-0215S,212,464,339
7,order107,YSH-0218S,354,553,218.5
7,order107,YSH-0218S,2045,525.5,295
7,order107,YSH-0218S,2425,525.5,295
7,order107,YSH-0218S,3736,668.5,434
7,order107,YSH-0218S,1821,668.5,434.5
7,order107,YSH-0218S,4516,668.5,434.5
7,order107,YSH-0218S,1156,1125,435
7,order107,YSH-0218S,4878,1125,435
7,order107,YSH-0218S,4917,1125,435
10,order108,MNH-0215S,40,746,414.5
10,order108,MNH-0215S,3944,746,414.5
10,order108,MNH-0215S,3848,1901,746
10,order108,MNH-0215S,4730,1901,746
10,order108,MNH-0218S,16,746,58
10,order108,MNH-0218S,1039,746,58
10,order108,MNH-0218S,2592,746,58
10,order108,MNH-0218S,2753,746,58
10,order108,MNH-0218S,619,560,362
10,order108,MNH-0218S,3164,560,362
10,order108,MNH-0218S,3517,560,362
10,order108,MNH-0218S,2086,580,433
10,order108,MNH-0218S,4097,580,433
10,order108,MNH-0218S,2678,580,472.5
10,order108,MNH-0218S,471,746,560
10,order108,MNH-0218S,2679,745,560
10,order108,MNH-0218S,4721,1533,560
10,order108,MNH-0218S,4758,745,560
10,order108,MNH-0218S,255,746,579
10,order108,MNH-0218S,2332,746,579
10,order108,MNH-0218S,2949,746,579
10,order108,MNH-0218S,4606,746,579
10,order108,MNH-0218S,4659,746,579
10,order108,MNH-0218S,4815,746,579
10,order108,MNH-0218S,1063,1998,580
10,order108,MNH-0218S,1378,1998,580
10,order108,MNH-0218S,4282,1998,580
10,order108,SRBW-0215S,1754,689,52.5
10,order108,SRBW-0215S,949,488,78
10,order108,SRBW-0215S,4036,488,78
10,order108,SRBW-0215S,1344,689,92.5
10,order108,SRBW-0215S,3347,689,92.5
10,order108,SRBW-0215S,1136,488,118
10,order108,SRBW-0215S,2424,488,118
10,order108,SRBW-0215S,2487,488,118
10,order108,SRBW-0215S,3254,488,118
10,order108,SRBW-0215S,41,690,489
10,order108,SRBW-0215S,1282,690,489
10,order108,SRBW-0215S,4863,690,489
10,order108,SRBW-0218S,2017,770,154.5
10,order108,SRBW-0218S,3397,770,154.5
10,order108,SRBW-0218S,1666,770,155
10,order108,SRBW-0218S,1135,1934,382.5
10,order108,SRBW-0218S,1423,461,382.5
10,order108,SRBW-0218S,1445,1455,382.5
10,order108,SRBW-0218S,1820,1455,382.5
10,order108,SRBW-0218S,2462,1934,382.5
10,order108,SRBW-0218S,2812,461,382.5
10,order108,SRBW-0218S,3647,461,382.5
10,order108,SRBW-0218S,3683,461,382.5
2,order109,JH-0215S,5339,1901,462
2,order109,JH-0215S,5871,1901,462
2,order109,YSH-0218S,7320,669,495
2,order109,YSH-0218S,8040,669,495
2,order109,YW1-0218S,6108,462,58
2,order109,YW1-0218S,6632,462,58
2,order109,YW1-0218S,7173,462,58
2,order109,YW1-0218S,8846,462,58
2,order109,YW1-0218S,5969,461,328
2,order109,YW1-0218S,5981,461,328
2,order109,YW1-0218S,6175,461,328
2,order109,YW1-0218S,6611,461,328
2,order109,YW1-0218S,6852,461,328
2,order109,YW1-0218S,7028,461,328
2,order109,YW1-0218S,7438,461,328
2,order109,YW1-0218S,7929,461,328
2,order109,YW1-0218S,8144,461,328
2,order109,YW1-0218S,8611,461,328
2,order109,YW1-0218S,5334,462,347
2,order109,YW1-0218S,5622,462,347
2,order109,YW1-0218S,8080,462,347
2,order109,YW1-0218S,8900,462,347
2,order109,YW1-0218S,5907,1998,348
2,order109,YW1-0218S,6102,1998,348
2,order109,YW1-0218S,7592,1998,348
2,order109,YW1-0218S,8569,1998,348
15,order11,QKQ-0215S,23615,406,92.5
15,order11,QKQ-0215S,18846,388,118
15,order11,QKQ-0215S,23984,388,118
15,order11,QKQ-0215S,19246,463,134.5
15,order11,QKQ-0215S,19879,791,172.5
15,order11,QKQ-0215S,21311,791,172.5
15,order11,QKQ-0215S,21152,438,198
15,order11,QKQ-0215S,21916,438,198
15,order11,QKQ-0215S,21939,438,198
15,order11,QKQ-0215S,21966,438,198
15,order11,QKQ-0215S,20577,407,389
15,order11,QKQ-0215S,21648,792,439
15,order11,QKQ-0215S,23412,792,439
15,order11,QKQ-0218S,22111,476.5,148
15,order11,QKQ-0218S,19799,863,241.5
15,order11,QKQ-0218S,21587,863,241.5
15,order11,QKQ-0218S,19834,482,429.5
15,order11,QKQ-0218S,19454,1965.5,483.5
15,order11,QKQ-0218S,20398,1965.5,483.5
15,order11,QKQ-0218S,21539,1965.5,483.5
15,order11,QKQ-0218S,21870,495,483.5
15,order11,QKQ-0218S,21891,495,483.5
15,order11,QKQ-0218S,22196,495,483.5
15,order11,QKQ-0218S,23195,495,483.5
15,order11,QKQ-0218SD,20945,183,58
15,order11,QKQ-0218SD,21061,163,58
15,order11,XMJQ-0215S,22306,948,480
15,order11,XMJQ-0215S,23788,948,480
15,order11,XMJQ-0215S,19587,1901,948
15,order11,XMJQ-0215S,23441,1901,948
15,order11,XMJQ-0218S,18924,491,48
15,order11,XMJQ-0218S,22502,491,48
15,order11,XMJQ-0218S,22579,491,48
15,order11,XMJQ-0218S,23361,491,48
15,order11,XMJQ-0218S,18704,948,58
15,order11,XMJQ-0218S,22330,948,58
15,order11,XMJQ-0218S,23430,948,58
15,order11,XMJQ-0218S,23849,948,58
15,order11,XMJQ-0218S,20356,462.5,153
15,order11,XMJQ-0218S,19935,491,427
15,order11,XMJQ-0218S,22180,491,427
15,order11,XMJQ-0218S,23895,463,444
15,order11,XMJQ-0218S,20660,540,458.5
15,order11,XMJQ-0218S,21412,540,458.5
15,order11,XMJQ-0218S,22789,540,458.5
15,order11,XMJQ-0218S,23152,540,458.5
15,order11,XMJQ-0218S,20054,540,467.5
15,order11,XMJQ-0218S,21329,540,467.5
15,order11,XMJQ-0218S,21729,540,467.5
15,order11,XMJQ-0218S,23768,540,467.5
15,order11,XMJQ-0218S,20397,560,498.5
15,order11,XMJQ-0218S,22296,560,498.5
15,order11,XMJQ-0218S,23905,560,498.5
15,order11,XMJQ-0218S,19798,947,540
15,order11,XMJQ-0218S,20873,1901,540
15,order11,XMJQ-0218S,18900,948,557
15,order11,XMJQ-0218S,21281,948,557
15,order11,XMJQ-0218S,19054,948,559
15,order11,XMJQ-0218S,20848,948,559
15,order11,XMJQ-0218S,22553,948,559
15,order11,XMJQ-0218S,23090,948,559
15,order11,XMJQ-0218S,19185,1998,560
15,order11,XMJQ-0218S,20934,1998,560
15,order11,XMJQ-0218S,21138,1998,560
15,order11,XMJQ-0225S,19588,1098,484
23,order110,CBZP-0218S,2692,1041,702
23,order110,CBZP-0218S,4385,1041,722
23,order110,MNH-0215S,2805,391,52.5
23,order110,MNH-0215S,3244,392,52.5
23,order110,MNH-0215S,4156,392,52.5
23,order110,MNH-0215S,657,488,78
23,order110,MNH-0215S,1040,488,78
23,order110,MNH-0215S,2145,488,78
23,order110,MNH-0215S,3664,488,78
23,order110,MNH-0215S,4010,488,78
23,order110,MNH-0215S,4233,488,78
23,order110,MNH-0215S,1823,449,129.5
23,order110,MNH-0215S,2608,448,129.5
23,order110,MNH-0215S,3624,449,129.5
23,order110,MNH-0215S,4193,560,380
23,order110,MNH-0215S,85,489,392
23,order110,MNH-0215S,925,489,393
23,order110,MNH-0215S,2416,489,393
23,order110,MNH-0215S,4796,2178,398
23,order110,MNH-0215S,445,1061,496
23,order110,MNH-0215S,2066,1061,496
23,order110,MNH-0215S,2308,1061,496
23,order110,MNH-0215S,2624,1061,496
23,order110,MNH-0215S,3267,1011,562
23,order110,MNH-0215S,4643,1011,562
23,order110,MNH-0215S,3945,1958.5,771
23,order110,MNH-0215S,4864,1958.5,771
23,order110,MNH-0218S,2380,1698,38
23,order110,MNH-0218S,3193,1698,38
23,order110,MNH-0218S,3907,1788,38
23,order110,MNH-0218S,1953,771,53
23,order110,MNH-0218S,4807,771,53
23,order110,MNH-0218S,1181,1537,58
23,order110,MNH-0218S,1834,449,78
23,order110,MNH-0218S,2476,449,78
23,order110,MNH-0218S,3002,448,78
23,order110,MNH-0218S,3803,448,78
23,order110,MNH-0218S,4122,449,78
23,order110,MNH-0218S,4342,449,78
23,order110,MNH-0218S,276,771,83
23,order110,MNH-0218S,805,771,83
23,order110,MNH-0218S,913,771,83
23,order110,MNH-0218S,2868,771,83
23,order110,MNH-0218S,2796,771,88
23,order110,MNH-0218S,3229,771,88
23,order110,MNH-0218S,680,482,144
23,order110,MNH-0218S,2744,482,144
23,order110,MNH-0218S,2745,481,144
23,order110,MNH-0218S,1013,558,148
23,order110,MNH-0218S,1345,558,148
23,order110,MNH-0218S,1359,558,148
23,order110,MNH-0218S,2609,558,148
23,order110,MNH-0218S,3648,558,148
23,order110,MNH-0218S,4108,558,148
23,order110,MNH-0218S,3054,380,157
23,order110,MNH-0218S,3793,380,157
23,order110,MNH-0218S,1519,598,198
23,order110,MNH-0218S,393,722,296
23,order110,MNH-0218S,2074,722,296
23,order110,MNH-0218S,1328,701,327.5
23,order110,MNH-0218S,3268,701,327.5
23,order110,MNH-0218S,665,722,329
23,order110,MNH-0218S,3028,722,329
23,order110,MNH-0218S,1683,1078,330
23,order110,MNH-0218S,3703,1078,330
23,order110,MNH-0218S,2651,702,347
23,order110,MNH-0218S,4232,702,347
23,order110,MNH-0218S,314,1078,348
23,order110,MNH-0218S,315,1078,348
23,order110,MNH-0218S,149,562,379
23,order110,MNH-0218S,368,496,379
23,order110,MNH-0218S,1700,496,379
23,order110,MNH-0218S,1822,562,379
23,order110,MNH-0218S,1937,496,379
23,order110,MNH-0218S,2242,496,379
23,order110,MNH-0218S,2583,496,379
23,order110,MNH-0218S,3125,562,379
23,order110,MNH-0218S,3266,562,379
23,order110,MNH-0218S,3900,496,379
23,order110,MNH-0218S,4039,496,379
23,order110,MNH-0218S,4301,496,379
23,order110,MNH-0218S,1710,1048,380
23,order110,MNH-0218S,2417,1098,380
23,order110,MNH-0218S,2953,1048,380
