批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
4,NBSY-0218SD,0,22034,0,2352.0,598.0,88.0
4,NBSY-0218SD,0,23391,736.0,0,376.0,1108.0
4,NBSY-0218SD,0,21771,736.0,1108.0,376.0,1108.0
4,NBSY-0218SD,0,18893,1112.0,0,88.0,763.0
4,NBSY-0218SD,0,23818,1112.0,763.0,58.0,783.0
4,NBSY-0218SD,0,22842,1112.0,1546.0,58.0,618.0
4,NBSY-0215S,1,19078,0,0,702.0,1089.5
4,NBSY-0218S,1,22528,0,1089.5,701.0,716.0
4,NBSY-0218S,1,20747,0,1805.5,701.0,338.0
4,NBSY-0215S,1,18761,0,2143.5,561.5,178.0
4,QKQ-0218S,1,21822,702.0,0,365.0,1873.5
4,NBSY-0218S,1,20546,702.0,1873.5,356.0,561.0
4,NBSY-0218SD,1,20923,1067.0,0,58.0,2058.0
4,NBSY-0218SD,1,20610,1125.0,0,58.0,808.0
4,NBSY-0218SD,1,19789,1125.0,808.0,58.0,788.0
4,NBSY-0218S,2,21881,0,0,701.0,716.0
4,NBSY-0215S,2,22080,0,716.0,562.0,1089.5
4,NBSY-0218SD,2,23073,0,1805.5,562.0,375.0
4,NBSY-0218SD,2,23603,0,2180.5,376.5,178.0
4,QKQ-0218S,2,21191,701.0,0,365.0,1873.5
4,NBSY-0218S,2,21676,701.0,1873.5,356.0,561.0
4,NBSY-0218SD,2,19219,1066.0,0,58.0,2078.0
4,NBSY-0215S,3,22055,0,0,561.5,730.5
4,NBSY-0218SD,3,20937,0,730.5,376.5,730.5
4,NBSY-0218S,3,23859,0,1461.0,357.5,948.0
4,NBSY-0218SD,3,20699,561.5,0,358.0,1108.0
4,NBSY-0218SD,3,18762,561.5,1108.0,358.0,1108.0
4,NBSY-0218SD,3,21880,919.5,0,168.0,2158.0
4,NBSY-0218SD,3,23262,919.5,2158.0,138.6,178.0
4,NBSY-0218SD,4,22804,0,0,357.0,702.0
4,NBSY-0218S,4,20265,0,702.0,356.0,562.0
4,NBSY-0218SD,4,20426,0,1264.0,138.6,730.5
4,LMW-0215S,0,24122,0,0,762.0,1941.0
4,QKQ-0218S,0,27560,0,1941.0,734.5,478.5
4,LMW-0215S,0,24008,762.0,0,379.5,762.0
4,LMW-0218S,0,25544,762.0,762.0,348.0,1491.0
4,LMW-0218SD,0,27427,1141.5,0,58.0,800.0
4,LMW-0218SD,0,24391,1141.5,800.0,58.0,798.0
4,LMW-0218SD,0,24190,1141.5,1598.0,58.0,818.0
4,LMW-0215S,1,27851,0,0,721.0,1414.0
4,QKQ-0218S,1,25916,0,1414.0,478.5,734.5
4,QKQ-0215S,1,25506,0,2148.5,288.0,198.0
4,LMW-0218S,1,27055,721.0,0,328.0,799.5
4,LMW-0218S,1,24799,721.0,799.5,328.0,799.5
4,QKQ-0218S,1,28707,721.0,1599.0,327.0,457.5
4,QKQ-0215S,1,27999,721.0,2056.5,288.0,198.0
4,LMW-0218S,1,28603,1049.0,0,58.0,1414.0
4,LMW-0218S,1,28472,1049.0,1414.0,58.0,762.0
4,LMW-0218S,1,28408,1107.0,0,58.0,762.0
4,LMW-0218S,1,25993,1107.0,762.0,58.0,1414.0
4,QKQ-0218S,2,27304,0,0,327.0,2038.0
4,QKQ-0215S,2,28161,0,2038.0,289.0,400.0
4,LMW-0218S,2,27351,327.0,0,327.0,1414.0
4,LMW-0218S,2,24951,327.0,1414.0,327.0,457.5
4,QKQ-0215S,2,28088,327.0,1871.5,289.0,400.0
4,LMW-0218S,2,24271,654.0,0,327.0,2038.0
4,QKQ-0215S,2,26972,654.0,2038.0,289.0,400.0
4,QKQ-0215S,2,24019,981.0,0,198.0,288.0
4,QKQ-0215S,2,28602,981.0,288.0,172.5,399.0
4,QKQ-0215S,2,28062,981.0,687.0,172.5,399.0
4,QKQ-0215S,2,27064,981.0,1086.0,172.5,399.0
4,LMW-0218SD,2,27830,981.0,1485.0,58.0,820.0
4,LMW-0218S,3,26447,0,0,326.0,762.0
4,LMW-0218S,3,28302,0,762.0,322.0,762.0
4,LMW-0218S,3,26805,0,1524.0,322.0,762.0
4,LMW-0218S,3,27671,326.0,0,308.0,937.0
4,LMW-0218S,3,24229,326.0,937.0,308.0,721.0
4,LMW-0218S,3,27991,326.0,1658.0,301.0,761.0
4,LMW-0218S,3,27643,634.0,0,301.0,761.0
4,LMW-0218S,3,25038,634.0,761.0,301.0,761.0
4,LMW-0218S,3,24004,634.0,1522.0,301.0,761.0
4,QKQ-0218S,3,28548,935.0,0,241.5,480.0
4,QKQ-0218S,3,27529,935.0,480.0,241.5,480.0
4,QKQ-0218S,3,26912,935.0,960.0,241.5,480.0
4,QKQ-0215S,3,27262,935.0,1440.0,198.0,288.0
4,QKQ-0215S,3,26520,935.0,1728.0,198.0,288.0
4,QKQ-0215S,3,25622,935.0,2016.0,198.0,288.0
4,XMJQ-0215S,0,20810,0,0,824.0,2376.0
4,XMJQ-0218S,0,22316,0,2376.0,824.0,58.0
4,XMJQ-0218S,0,23309,824.0,0,264.0,739.0
4,XMJQ-0218S,0,18703,824.0,739.0,264.0,739.0
4,XMJQ-0215S,0,23321,824.0,1478.0,198.0,438.0
4,XMJQ-0215S,0,21781,824.0,1916.0,198.0,438.0
4,XMJQ-0218S,0,22179,1088.0,0,58.0,824.0
4,XMJQ-0218S,0,21868,1088.0,824.0,48.0,536.0
4,XMJQ-0218S,0,21328,1088.0,1360.0,48.0,536.0
4,XMJQ-0218S,0,19617,1088.0,1896.0,48.0,536.0
4,XMJQ-0218S,0,18837,1146.0,0,48.0,536.0
4,XMJQ-0218SD,1,19117,0,0,557.0,824.0
4,XMJQ-0218SD,1,22426,0,824.0,552.0,824.0
4,XMJQ-0215S,1,21151,0,1648.0,439.0,668.0
4,XMJQ-0218SD,1,22063,557.0,0,536.0,824.0
4,XMJQ-0218S,1,23945,557.0,824.0,482.0,824.0
4,XMJQ-0215S,1,21948,557.0,1648.0,439.0,668.0
4,XMJQ-0218S,2,20440,0,0,425.0,536.0
4,XMJQ-0218S,2,18952,0,536.0,425.0,536.0
4,XMJQ-0218SD,2,23787,0,1072.0,399.0,557.0
4,XMJQ-0218SD,2,23740,0,1629.0,399.0,538.0
4,QKQ-0218SD,2,23470,425.0,0,421.5,2409.0
4,XMJQ-0215S,2,21538,846.5,0,198.0,438.0
4,XMJQ-0215S,2,20763,846.5,438.0,198.0,438.0
4,XMJQ-0215S,2,23766,846.5,876.0,172.5,667.0
4,XMJQ-0215S,2,19368,846.5,1543.0,172.5,667.0
4,QKQ-0218SD,3,21060,0,0,421.5,2409.0
4,XMJQ-0218SD,3,22853,421.5,0,399.0,538.0
4,XMJQ-0218SD,3,22143,421.5,538.0,399.0,538.0
4,XMJQ-0218SD,3,21627,421.5,1076.0,399.0,538.0
4,XMJQ-0218SD,3,20461,421.5,1614.0,399.0,557.0
4,XMJQ-0218S,3,23320,421.5,2171.0,399.0,58.0
4,XMJQ-0218S,3,19942,421.5,2229.0,399.0,58.0
4,XMJQ-0215S,3,20314,820.5,0,399.0,2376.0
4,LMW-0215S,0,27564,0,0,763.4,2314.0
4,YSH-0218SD,0,25064,763.4,0,390.0,2347.0
4,LMW-0218S,0,27270,1153.4,0,58.0,1152.0
4,LMW-0218S,0,26848,1153.4,1152.0,38.0,1188.0
4,LMW-0218SD,1,27700,0,0,510.0,2411.0
4,LMW-0218SD,1,25677,510.0,0,510.0,2411.0
4,LMW-0218S,2,25553,0,0,509.0,1152.0
4,LMW-0218S,2,24459,0,1152.0,507.0,1152.0
4,LMW-0218S,2,24834,509.0,0,509.0,2314.0
4,LMW-0218S,3,27856,0,0,488.0,762.4
4,LMW-0218S,3,26832,0,762.4,488.0,762.4
4,LMW-0218S,3,27966,0,1524.8,488.0,367.6
4,LMW-0218S,3,27071,0,1892.4,488.0,367.6
4,LMW-0215S,3,24853,488.0,0,368.6,2314.0
4,LMW-0218S,4,26847,0,0,367.6,488.0
4,LMW-0218S,4,24518,0,488.0,367.6,488.0
4,LMW-0218S,4,28634,0,976.0,58.0,1152.0
4,YSH-0218SD,4,26479,367.6,0,366.6,2347.0
4,YSH-0218SD,4,27545,734.2,0,365.0,2347.0
4,YMH-0215S,0,24684,0,0,688.5,1344.0
4,YMH-0215S,0,27532,0,1344.0,449.0,708.0
4,YMH-0218S,0,28014,0,2052.0,412.0,321.0
4,YMH-0215S,0,27672,688.5,0,448.0,708.0
4,YMH-0215S,0,27428,688.5,708.0,448.0,412.0
4,YMH-0218S,0,26786,688.5,1120.0,342.0,853.0
4,YMH-0218S,0,26486,688.5,1973.0,340.0,412.0
4,YMH-0218S,0,28457,1136.5,0,38.0,2418.0
4,YMH-0218S,0,26651,1174.5,0,38.0,2418.0
4,XXB-0218S,1,28728,0,0,436.0,2314.0
4,XXB-0218S,1,28045,436.0,0,436.0,2314.0
4,YMH-0218S,1,28142,872.0,0,343.0,2378.0
4,XXB-0218S,2,27931,0,0,436.0,2314.0
4,YMH-0215S,2,24320,436.0,0,412.0,1813.0
4,YMH-0218S,2,28633,436.0,1813.0,412.0,342.0
4,YMH-0218SD,2,27058,436.0,2155.0,412.0,58.0
4,YMH-0218SD,2,25744,436.0,2213.0,412.0,58.0
4,YMH-0218S,2,25831,848.0,0,343.0,2378.0
4,YMH-0218S,3,28524,0,0,340.0,853.0
4,YMH-0218S,3,27214,0,853.0,340.0,853.0
4,YMH-0218S,3,25020,0,1706.0,340.0,412.0
4,YMH-0218S,3,27131,340.0,0,340.0,853.0
4,YMH-0218S,3,27096,340.0,853.0,321.0,853.0
4,YMH-0218S,3,24209,340.0,1706.0,318.0,448.0
4,YMH-0218S,3,25623,680.0,0,321.0,853.0
4,YMH-0218S,3,25367,680.0,853.0,298.0,448.0
4,YMH-0218SD,3,24868,680.0,1301.0,58.0,853.0
4,YMH-0218S,3,24159,1001.0,0,218.5,1344.0
4,YMH-0218SD,3,27065,1001.0,1344.0,58.0,706.5
4,YMH-0218S,4,28604,0,0,162.5,1344.0
4,YMH-0218S,4,28363,0,1344.0,162.5,448.0
4,YMH-0218S,4,25740,0,1792.0,162.5,448.0
4,YMH-0218S,4,24867,162.5,0,122.5,2378.0
4,YMH-0218S,4,24605,285.0,0,38.0,1680.0
4,XMJQ-0218S,0,23894,0,0,687.0,866.0
4,XMJQ-0218S,0,23817,0,866.0,687.0,866.0
4,XMJQ-0215S,0,23111,0,1732.0,635.5,695.0
4,XMJQ-0225S,0,21913,687.0,0,378.0,1448.0
4,XMJQ-0218S,0,21687,687.0,1448.0,358.0,923.0
4,XMJQ-0218S,0,23929,687.0,2371.0,333.0,38.0
4,XXB-0215S,0,20710,1065.0,0,118.0,288.0
4,XXB-0215S,0,19107,1065.0,288.0,118.0,288.0
4,XXB-0215S,0,18737,1065.0,576.0,118.0,288.0
4,XXB-0215S,0,20005,1065.0,864.0,92.5,285.0
4,XXB-0215S,0,19146,1065.0,1149.0,92.5,276.0
4,XXB-0215S,0,18778,1065.0,1425.0,92.5,285.0
4,XMJQ-0218S,0,21890,1065.0,1710.0,58.0,695.0
4,XMJQ-0215S,1,19038,0,0,635.5,695.0
4,XMJQ-0218S,1,20904,0,695.0,547.0,1448.0
4,XMJQ-0215S,1,20659,0,2143.0,342.0,189.0
4,XXB-0215S,1,22357,0,2332.0,276.0,92.5
4,XMJQ-0218S,1,19257,635.5,0,358.0,923.0
4,QKQ-0218S,1,23030,635.5,923.0,357.5,899.0
4,XXB-0215S,1,18864,635.5,1822.0,289.0,277.0
4,XMJQ-0215S,1,22064,635.5,2099.0,189.0,333.0
4,XMJQ-0215S,1,18863,993.5,0,189.0,695.0
4,QKQ-0218S,1,23422,993.5,695.0,175.5,357.0
4,QKQ-0218S,1,20730,993.5,1052.0,175.5,357.0
4,QKQ-0218S,1,19916,993.5,1409.0,175.5,357.0
4,QKQ-0218S,1,19355,993.5,1766.0,175.5,357.0
4,XXB-0215S,1,21937,993.5,2123.0,118.0,288.0
4,QKQ-0218S,2,19273,0,0,357.5,899.0
4,XMJQ-0218S,2,23930,0,899.0,357.0,695.0
4,XMJQ-0218S,2,23848,0,1594.0,357.0,695.0
4,XXB-0215S,2,22464,0,2289.0,288.0,118.0
4,XMJQ-0218S,2,21185,357.5,0,357.0,695.0
4,XMJQ-0218S,2,21028,357.5,695.0,357.0,923.0
4,XMJQ-0218S,2,20209,357.5,1618.0,357.0,695.0
4,XXB-0215S,2,22463,357.5,2313.0,288.0,118.0
4,QKQ-0218S,2,21938,714.5,0,357.0,622.0
4,QKQ-0218S,2,21836,714.5,622.0,357.0,622.0
4,QKQ-0218S,2,20484,714.5,1244.0,357.0,622.0
4,XXB-0215S,2,21673,714.5,1866.0,289.0,286.0
4,XXB-0215S,2,20333,714.5,2152.0,289.0,277.0
4,XMJQ-0218S,2,21216,1071.5,0,58.0,695.0
4,XMJQ-0218S,2,20789,1071.5,695.0,58.0,695.0
4,XMJQ-0218S,2,20485,1071.5,1390.0,58.0,695.0
4,XMJQ-0218S,2,23060,1129.5,0,38.0,695.0
4,XMJQ-0218S,2,22588,1129.5,695.0,38.0,342.0
4,XMJQ-0218S,2,22158,1129.5,1037.0,38.0,695.0
4,XMJQ-0218S,2,21399,1129.5,1732.0,38.0,342.0
4,XMJQ-0218S,2,21200,1129.5,2074.0,38.0,333.0
4,QKQ-0218S,3,19425,0,0,357.0,622.0
4,XMJQ-0218S,3,21915,0,622.0,338.0,694.0
4,XMJQ-0218S,3,21914,0,1316.0,338.0,694.0
4,XXB-0215S,3,23546,0,2010.0,289.0,286.0
4,XXB-0215S,3,22608,0,2296.0,288.0,118.0
4,XMJQ-0218S,3,23219,357.0,0,277.0,903.0
4,XMJQ-0218S,3,22269,357.0,903.0,277.0,903.0
4,XMJQ-0218S,3,19440,357.0,1806.0,189.0,338.0
4,XXB-0215S,3,20859,357.0,2144.0,118.0,288.0
4,XMJQ-0218S,3,23847,634.0,0,276.0,687.0
4,XMJQ-0218S,3,21411,634.0,687.0,276.0,687.0
4,XMJQ-0218S,3,21477,634.0,1374.0,259.0,903.0
4,XMJQ-0218S,3,21170,910.0,0,259.0,903.0
4,XMJQ-0218S,3,23220,910.0,903.0,258.0,687.0
4,XMJQ-0218S,3,18997,910.0,1590.0,258.0,687.0
4,XMJQ-0218S,4,20483,0,0,256.5,687.0
4,XMJQ-0218S,4,22087,0,687.0,238.5,686.0
4,XMJQ-0218S,4,19490,0,1373.0,238.5,686.0
4,XMJQ-0218S,4,23806,0,2059.0,189.0,357.0
4,YW1-0218S,0,6638,0,0,738.0,998.0
4,YW1-0218S,0,6445,0,998.0,738.0,898.0
4,YW1-0218S,0,7896,0,1896.0,702.0,491.0
4,YW1-0218S,0,6688,0,2387.0,389.0,38.0
4,5-0218S,0,7170,738.0,0,365.0,1124.0
4,5-0218S,0,6531,738.0,1124.0,365.0,524.0
4,YW1-0218S,0,6858,738.0,1648.0,358.0,778.0
4,YW1-0218S,0,7840,1103.0,0,98.0,738.0
4,YW1-0218S,0,8730,1103.0,738.0,58.0,700.0
4,YW1-0218S,0,7334,1103.0,1438.0,58.0,700.0
4,YW1-0215S,1,7561,0,0,700.0,801.5
4,YW1-0218S,1,8543,0,801.5,398.0,760.0
4,5-0218S,1,8304,0,1561.5,365.0,524.0
4,5-0218S,1,5683,700.0,0,365.0,1124.0
4,5-0218S,1,7394,700.0,1124.0,364.0,815.0
4,YW1-0218S,1,5736,700.0,1939.0,358.0,398.0
4,YW1-0218S,1,8864,1065.0,0,38.0,920.0
4,YW1-0218S,1,6964,1065.0,920.0,38.0,1168.0
4,YW1-0218S,1,5581,1103.0,0,38.0,1578.0
4,5-0218S,2,7250,0,0,364.0,815.0
4,YW1-0218S,2,7539,0,815.0,351.0,702.0
4,YW1-0218S,2,8564,0,1517.0,350.0,702.0
4,YW1-0218S,2,8409,364.0,0,350.0,702.0
4,YW1-0218S,2,8563,364.0,702.0,340.0,1128.0
4,YW1-0218S,2,8152,364.0,1830.0,340.0,528.0
4,YW1-0218S,2,8492,714.0,0,340.0,738.0
4,YW1-0218S,2,8135,714.0,738.0,340.0,1128.0
4,YW1-0218S,2,7439,714.0,1866.0,340.0,528.0
4,YW1-0218S,3,7402,0,0,339.0,702.0
4,YW1-0218S,3,6495,0,702.0,339.0,702.0
4,YW1-0218S,3,6385,0,1404.0,339.0,702.0
4,YW1-0218S,3,5566,0,2106.0,339.0,38.0
4,YW1-0218S,3,6252,339.0,0,339.0,702.0
4,YW1-0218S,3,5918,339.0,702.0,339.0,702.0
4,YW1-0218S,3,5843,339.0,1404.0,339.0,702.0
4,YW1-0218S,3,8787,678.0,0,338.0,880.0
4,YW1-0218S,3,6788,678.0,880.0,338.0,880.0
4,YW1-0218S,3,7481,678.0,1760.0,320.0,400.0
4,YW1-0215S,3,7166,1016.0,0,190.0,700.0
4,YW1-0215S,3,8849,1016.0,700.0,158.0,238.0
4,YW1-0215S,3,8162,1016.0,938.0,158.0,238.0
4,YW1-0215S,3,6615,1016.0,1176.0,132.5,643.0
4,YW1-0218S,4,7299,0,0,337.0,700.0
4,YW1-0218S,4,7114,0,700.0,320.0,400.0
4,YW1-0218S,4,8197,0,1100.0,319.0,700.0
4,YW1-0218S,4,8067,337.0,0,318.0,699.0
4,YW1-0218S,4,6789,337.0,699.0,318.0,699.0
4,YW1-0218S,4,5790,337.0,1398.0,318.0,699.0
4,YW1-0215S,4,8479,655.0,0,239.0,644.0
4,5-0218S,4,7965,655.0,644.0,200.5,733.0
4,YW1-0215S,4,8806,655.0,1377.0,190.0,700.0
4,MNH-0215S,0,3918,0,0,732.0,2211.0
4,MNH-0218S,0,4418,0,2211.0,732.0,58.0
4,MNH-0218S,0,1965,0,2269.0,732.0,58.0
4,MNH-0218SD,0,2740,732.0,0,450.0,2308.0
4,MNH-0218S,0,4085,1182.0,0,38.0,2348.0
4,MNH-0218SD,1,2418,0,0,450.0,2308.0
4,MNH-0218S,1,2439,450.0,0,450.0,2308.0
4,MNH-0218SD,1,151,900.0,0,312.0,449.0
4,MNH-0218SD,1,6,900.0,449.0,312.0,449.0
4,MNH-0218SD,1,4956,900.0,898.0,311.0,430.0
4,MNH-0218SD,1,4442,900.0,1328.0,311.0,430.0
4,MNH-0218SD,1,3209,900.0,1758.0,311.0,430.0
4,MNH-0218S,2,2419,0,0,450.0,2308.0
4,MNH-0218S,2,4276,450.0,0,449.0,732.0
4,MNH-0218S,2,466,450.0,732.0,449.0,732.0
4,MNH-0218S,2,2210,450.0,1464.0,430.0,731.0
4,CBZP-0215S,2,2287,899.0,0,312.0,2211.0
4,MNH-0218S,2,3958,899.0,2211.0,312.0,58.0
4,MNH-0218S,2,1462,899.0,2269.0,312.0,58.0
4,MNH-0218S,3,1538,0,0,430.0,731.0
4,MNH-0218S,3,1485,0,731.0,430.0,731.0
4,MNH-0218S,3,1108,0,1462.0,430.0,731.0
4,YSH-0218S,3,596,430.0,0,379.0,2244.0
4,YSH-0218S,3,1122,809.0,0,354.0,2244.0
4,MNH-0218S,3,2331,1163.0,0,38.0,2348.0
4,MNH-0218SD,4,3021,0,0,311.0,430.0
4,MNH-0218SD,4,2261,0,430.0,311.0,430.0
4,MNH-0218S,4,4388,0,860.0,38.0,1198.0
4,XMJQ-0215S,0,21760,0,0,450.0,1312.0
4,XXB-0218S,0,22018,0,1312.0,445.0,785.0
4,XMJQ-0218S,0,22554,0,2097.0,421.0,342.0
4,XXB-0218S,0,20946,450.0,0,445.0,785.0
4,XXB-0218S,0,19377,450.0,785.0,445.0,785.0
4,XMJQ-0215S,0,21540,450.0,1570.0,430.0,729.0
4,XXB-0218S,0,23807,450.0,2299.0,345.0,48.0
4,XXB-0218S,0,23382,450.0,2347.0,345.0,48.0
4,XMJQ-0218S,0,22534,895.0,0,323.0,420.0
4,XMJQ-0218S,0,21610,895.0,420.0,323.0,420.0
4,XMJQ-0218S,0,21282,895.0,840.0,323.0,429.0
4,XMJQ-0218S,0,20476,895.0,1269.0,323.0,420.0
4,XMJQ-0218S,0,19996,895.0,1689.0,323.0,429.0
4,XMJQ-0215S,1,19630,0,0,430.0,576.0
4,XMJQ-0215S,1,23616,0,576.0,421.0,729.0
4,XMJQ-0215S,1,23062,0,1305.0,421.0,576.0
4,XMJQ-0218S,1,23431,0,1881.0,421.0,342.0
4,XMJQ-0215S,1,22856,0,2223.0,421.0,156.0
4,XMJQ-0215S,1,22427,430.0,0,421.0,576.0
4,XMJQ-0215S,1,20830,430.0,576.0,421.0,729.0
4,XMJQ-0218S,1,23758,430.0,1305.0,342.0,752.0
4,XMJQ-0218S,1,23524,851.0,0,343.0,2288.0
4,NHLP-0215S,2,22181,0,0,410.5,1274.0
4,XMJQ-0218S,2,19276,0,1274.0,342.0,430.0
4,XMJQ-0218S,2,22855,0,1704.0,323.0,420.0
4,XMJQ-0218S,2,18727,410.5,0,343.0,2068.0
4,XMJQ-0218S,2,23757,753.5,0,342.0,1312.0
4,XMJQ-0218S,2,23642,753.5,1312.0,342.0,729.0
4,XMJQ-0218S,2,21330,1095.5,0,58.0,1312.0
4,XXB-0218S,2,23413,1095.5,1312.0,48.0,784.0
4,XMJQ-0218S,2,19763,1153.5,0,58.0,1312.0
4,XXB-0218S,2,23212,1153.5,1312.0,48.0,345.0
4,XXB-0218S,2,20046,1153.5,1657.0,48.0,345.0
4,XXB-0218S,2,19686,1153.5,2002.0,48.0,345.0
4,XMJQ-0218S,3,22112,0,0,342.0,1312.0
4,XMJQ-0218S,3,20367,0,1312.0,342.0,729.0
4,XMJQ-0218S,3,19369,342.0,0,342.0,1312.0
4,XMJQ-0218S,3,19299,342.0,1312.0,342.0,752.0
4,NHLP-0218S,3,20637,684.0,0,321.0,448.0
4,NHLP-0218S,3,18925,684.0,448.0,321.0,448.0
4,NHLP-0218S,3,21434,684.0,896.0,320.0,1274.0
4,XMJQ-0218S,3,19356,1005.0,0,192.0,1312.0
4,XMJQ-0215S,3,21127,1005.0,1312.0,156.0,421.0
4,XMJQ-0215S,3,19997,1005.0,1733.0,156.0,430.0
4,NHLP-0218S,4,20224,0,0,320.0,1274.0
4,XXB-0218S,4,21674,0,1274.0,48.0,784.0
4,XXB-0218S,4,19520,0,2058.0,48.0,345.0
4,XXB-0218S,4,21264,320.0,0,218.0,1348.0
4,XXB-0218S,4,21848,320.0,1348.0,48.0,784.0
4,XXB-0218S,4,19674,538.0,0,48.0,784.0
4,XXB-0218S,4,19564,538.0,784.0,48.0,784.0
4,XXB-0218S,4,18818,538.0,1568.0,48.0,784.0
4,XXB-0218S,4,19426,586.0,0,38.0,2348.0
4,LMW-0215S,0,28475,0,0,720.0,1288.0
4,LMW-0215S,0,24192,0,1288.0,720.0,1002.0
4,LMW-0218S,0,28348,0,2290.0,720.0,58.0
4,LMW-0218S,0,27007,0,2348.0,720.0,58.0
4,XXB-0218S,0,27976,720.0,0,374.0,2368.5
4,LMW-0218SD,0,24935,1094.0,0,58.0,856.0
4,LMW-0218SD,0,24863,1094.0,856.0,58.0,876.0
4,LMW-0218SD,0,24332,1152.0,0,58.0,856.0
4,LMW-0218S,0,25849,1152.0,856.0,58.0,720.0
4,LMW-0218S,0,24917,1152.0,1576.0,58.0,720.0
4,LMW-0215S,1,27612,0,0,720.0,1881.0
4,LMW-0215S,1,26031,0,1881.0,720.0,413.0
4,XXB-0218S,1,27158,720.0,0,374.0,953.0
4,XXB-0218S,1,26876,720.0,953.0,374.0,953.0
4,XXB-0218S,2,26294,0,0,374.0,1035.0
4,XXB-0218S,2,26180,0,1035.0,374.0,1035.0
4,XXB-0218S,2,24232,374.0,0,374.0,2368.5
4,LMW-0218SD,2,28644,748.0,0,323.0,2411.0
4,LMW-0218SD,3,26260,0,0,323.0,2407.0
4,LMW-0218S,3,28274,323.0,0,322.0,720.0
4,LMW-0218S,3,26130,323.0,720.0,322.0,720.0
4,LMW-0218S,3,25953,323.0,1440.0,322.0,720.0
4,LMW-0218S,3,25354,645.0,0,322.0,720.0
4,LMW-0218S,3,24844,645.0,720.0,320.0,720.0
