批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
39,5-0218S,19,26171,0,0,460.0,2334.0
39,5-0218S,19,29486,460.0,0,459.5,2334.0
39,5-0218S,19,26679,919.5,0,280.0,2398.0
39,5-0218S,20,28566,0,0,459.5,2334.0
39,5-0218S,20,30156,459.5,0,440.0,2334.0
39,5-0218S,20,25478,899.5,0,280.0,2398.0
39,5-0218S,21,29736,0,0,440.0,2334.0
39,5-0218S,21,27222,0,2334.0,404.5,58.0
39,5-0218S,21,25913,440.0,0,440.0,553.0
39,5-0218S,21,25417,440.0,553.0,440.0,553.0
39,5-0218S,21,28959,440.0,1106.0,437.0,553.0
39,5-0218S,21,27441,440.0,1659.0,437.0,553.0
39,5-0218S,21,29901,440.0,2212.0,387.0,158.0
39,5-0218S,21,29551,440.0,2370.0,324.0,48.0
39,5-0215S,21,26327,880.0,0,327.0,2301.0
39,XXB-0215S,21,28053,880.0,2301.0,315.0,92.5
39,5-0218S,22,25471,0,0,437.0,553.0
39,5-0218S,22,29375,0,553.0,327.0,572.0
39,5-0218S,22,28321,0,1125.0,327.0,553.0
39,5-0218S,22,26925,0,1678.0,327.0,574.0
39,XXB-0215S,22,26007,0,2252.0,315.0,92.5
39,5-0215S,22,26445,437.0,0,437.0,2301.0
39,5-0218S,22,26248,874.0,0,324.0,442.0
39,XXB-0215S,22,26605,874.0,442.0,316.0,439.0
39,XXB-0215S,22,25200,874.0,881.0,316.0,439.0
39,5-0218S,22,29738,874.0,1320.0,279.0,407.0
39,5-0218S,22,28558,874.0,1727.0,279.0,407.0
39,YTM-0218S,22,29376,874.0,2134.0,279.0,262.0
39,5-0218S,23,26704,0,0,411.0,2334.0
39,5-0218S,23,27803,0,2334.0,407.0,58.0
39,5-0215S,23,30141,411.0,0,407.0,2301.0
39,5-0218S,23,28608,411.0,2301.0,407.0,58.0
39,5-0218S,23,28390,411.0,2359.0,407.0,58.0
39,5-0218S,23,27921,818.0,0,360.0,2334.0
39,5-0218S,23,26452,818.0,2334.0,327.0,58.0
39,5-0218S,23,29609,818.0,2392.0,324.0,48.0
39,5-0215S,24,26696,0,0,407.0,2301.0
39,5-0218S,24,28365,407.0,0,277.0,407.0
39,5-0218S,24,26576,407.0,407.0,277.0,407.0
39,YTM-0218S,24,28841,407.0,814.0,262.0,279.0
39,YTM-0218S,24,29806,407.0,1093.0,262.0,260.0
39,YTM-0218S,24,28048,407.0,1353.0,262.0,260.0
39,YTM-0218S,24,27747,407.0,1613.0,262.0,260.0
39,YTM-0218S,24,25926,407.0,1873.0,262.0,260.0
39,YTM-0218S,24,25805,407.0,2133.0,262.0,260.0
39,YW1-0215S,0,10982,0,0,935.0,2176.0
39,YW1-0218S,0,11427,0,2176.0,813.0,58.0
39,YW1-0218S,0,10456,0,2234.0,813.0,58.0
39,YW1-0218SD,0,12922,935.0,0,258.0,2273.0
39,YW1-0218SD,1,11506,0,0,879.0,2273.0
39,YW1-0218S,1,11813,0,2273.0,812.0,58.0
39,YW1-0218S,1,10963,0,2331.0,660.0,38.0
39,QKQ-0218SD,1,11491,879.0,0,331.0,2209.0
39,YW1-0218S,1,11005,879.0,2209.0,321.5,58.0
39,YW1-0218SD,2,12783,0,0,878.5,935.0
39,YW1-0218SD,2,9443,0,935.0,878.5,935.0
39,YW1-0218SD,2,10468,0,1870.0,561.5,560.5
39,QKQ-0218SD,2,10555,878.5,0,328.0,2209.0
39,YW1-0218SD,3,11507,0,0,860.0,935.0
39,YW1-0218SD,3,10630,0,935.0,836.0,750.0
39,YW1-0215S,3,9127,0,1685.0,813.0,681.5
39,YW1-0218S,3,12848,0,2366.5,750.0,58.0
39,QKQ-0215S,3,10798,860.0,0,360.0,489.0
39,YW1-0215S,3,12982,860.0,489.0,359.5,812.0
39,YW1-0215S,3,12151,860.0,1301.0,358.5,750.0
39,YW1-0215S,3,12244,860.0,2051.0,358.5,356.0
39,YW1-0215S,4,9116,0,0,812.0,2176.0
39,YW1-0218S,4,12414,0,2176.0,812.0,58.0
39,YW1-0218S,4,12232,0,2234.0,750.0,58.0
39,QKQ-0215S,4,12611,0,2292.0,509.0,52.5
39,QKQ-0215S,4,11712,0,2344.5,484.0,52.5
39,QKQ-0218SD,4,12990,812.0,0,389.0,2209.0
39,QKQ-0215S,4,9939,812.0,2209.0,388.0,78.0
39,QKQ-0215S,4,9256,812.0,2287.0,388.0,78.0
39,YW1-0215S,5,8793,0,0,750.0,2176.0
39,QKQ-0218S,5,12375,0,2176.0,590.0,133.5
39,YW1-0215S,5,13033,0,2309.5,566.0,120.0
39,QKQ-0218SD,5,12173,750.0,0,453.4,2209.0
39,QKQ-0218S,5,11198,750.0,2209.0,431.0,133.5
39,YW1-0218S,6,8825,0,0,620.0,1933.0
39,YW1-0218SD,6,10509,0,1933.0,566.0,507.0
39,YW1-0218SD,6,12802,620.0,0,580.0,2273.0
39,YW1-0218S,6,12434,620.0,2273.0,528.0,138.0
39,YDBS-0218SD,7,9501,0,0,618.0,1180.0
39,YW1-0218SD,7,12267,0,1180.0,579.0,812.0
39,YW1-0218SD,7,11713,0,1992.0,507.0,416.0
39,YW1-0218SD,7,11854,618.0,0,580.0,1873.0
39,YW1-0218SD,7,11145,618.0,1873.0,579.0,561.5
39,YW1-0218SD,8,11208,0,0,580.0,1873.0
39,YW1-0218SD,8,12479,0,1873.0,579.0,562.0
39,YW1-0218SD,8,9302,580.0,0,580.0,2273.0
39,YW1-0218S,8,12175,580.0,2273.0,527.0,138.0
39,YW1-0218SD,8,12133,1160.0,0,58.0,2397.0
39,YW1-0218SD,9,9765,0,0,579.5,2273.0
39,QKQ-0218S,9,10935,0,2273.0,565.0,133.5
39,YW1-0218SD,9,11695,579.5,0,579.0,812.0
39,YW1-0218SD,9,8961,579.5,812.0,578.0,851.0
39,YW1-0218SD,9,9593,579.5,1663.0,561.5,579.0
39,YW1-0218S,9,9642,579.5,2242.0,527.0,138.0
39,YW1-0218S,9,12813,579.5,2380.0,472.0,58.0
39,YW1-0218SD,9,10400,1158.5,0,58.0,2397.0
39,YW1-0218SD,10,9490,0,0,577.0,812.0
39,YW1-0218SD,10,10934,0,812.0,561.5,560.5
39,YW1-0218SD,10,10853,0,1372.5,561.5,560.5
39,YW1-0218SD,10,12469,0,1933.0,541.0,507.0
39,YW1-0215S,10,10965,577.0,0,561.5,2176.0
39,YW1-0218SD,10,9055,577.0,2176.0,378.0,258.5
39,YW1-0218S,10,10425,1138.5,0,58.0,935.0
39,YW1-0218S,10,10126,1138.5,935.0,58.0,298.0
39,YW1-0218S,10,9503,1138.5,1233.0,58.0,298.0
39,YW1-0218S,10,9334,1138.5,1531.0,58.0,561.5
39,YW1-0218SD,11,9235,0,0,560.5,561.5
39,YW1-0218SD,11,9775,0,561.5,558.0,812.0
39,YW1-0218S,11,13064,0,1373.5,558.0,760.0
39,YW1-0218SD,11,11718,0,2133.5,555.0,298.0
39,YW1-0218SD,11,12554,560.5,0,560.0,2273.0
39,YW1-0218S,11,11410,560.5,2273.0,528.0,138.0
39,YW1-0218SD,12,11665,0,0,560.0,2273.0
39,QKQ-0215S,12,12915,0,2273.0,488.0,78.0
39,QKQ-0215S,12,12355,0,2351.0,488.0,78.0
39,YW1-0218SD,12,11965,560.0,0,558.0,2273.0
39,QKQ-0218S,12,9747,560.0,2273.0,431.0,133.5
39,YW1-0218SD,13,11717,0,0,558.0,2273.0
39,QKQ-0215S,13,12277,0,2273.0,488.0,78.0
39,QKQ-0215S,13,11179,0,2351.0,488.0,78.0
39,YW1-0218SD,13,11640,558.0,0,558.0,2273.0
39,QKQ-0215S,13,11146,558.0,2273.0,488.0,78.0
39,QKQ-0215S,13,10595,558.0,2351.0,488.0,78.0
39,YW1-0218SD,14,11223,0,0,558.0,2273.0
39,QKQ-0215S,14,9901,0,2273.0,488.0,78.0
39,QKQ-0215S,14,9335,0,2351.0,488.0,78.0
39,YW1-0218SD,14,10878,558.0,0,558.0,2273.0
39,YW1-0218S,14,9014,558.0,2273.0,472.0,58.0
39,YW1-0218S,14,8877,558.0,2331.0,457.8,58.0
39,YW1-0218SD,15,9285,0,0,558.0,2273.0
39,YW1-0218S,15,11083,0,2273.0,527.0,138.0
39,YW1-0218S,15,12292,558.0,0,558.0,760.0
39,YW1-0218S,15,12246,558.0,760.0,558.0,620.0
39,YW1-0218S,15,10441,558.0,1380.0,558.0,620.0
39,YW1-0218SD,15,11074,558.0,2000.0,507.0,416.0
39,YW1-0218SD,16,12263,0,0,557.0,750.0
39,YW1-0218SD,16,11375,0,750.0,557.0,750.0
39,YW1-0218SD,16,10264,0,1500.0,557.0,813.0
39,YW1-0215S,16,10967,0,2313.0,541.0,120.0
39,YW1-0218SD,16,10164,557.0,0,557.0,750.0
39,YW1-0218SD,16,9328,557.0,750.0,557.0,750.0
39,YW1-0218SD,16,9497,557.0,1500.0,555.0,750.0
39,YW1-0218S,16,9414,557.0,2250.0,527.0,138.0
39,YW1-0218SD,17,10989,0,0,538.0,750.0
39,YW1-0218SD,17,9059,0,750.0,538.0,812.0
39,YW1-0218SD,17,11332,0,1562.0,536.0,749.0
39,YW1-0215S,17,9095,0,2311.0,416.0,120.0
39,YW1-0218SD,17,9677,538.0,0,536.0,749.0
39,QKQ-0218SD,17,11142,538.0,749.0,505.0,556.0
39,QKQ-0215S,17,10953,538.0,1305.0,489.0,510.0
39,QKQ-0215S,17,9386,538.0,1815.0,489.0,485.0
39,QKQ-0218S,17,10381,538.0,2300.0,431.0,133.5
39,YW1-0218SD,18,12688,0,0,472.0,557.0
39,YW1-0218SD,18,9169,0,557.0,472.0,557.0
39,YW1-0215S,18,12454,0,1114.0,472.0,523.0
39,QKQ-0218SD,18,11821,0,1637.0,420.5,695.0
39,QKQ-0218SD,18,10860,472.0,0,420.5,695.0
39,YW1-0218SD,18,9320,472.0,695.0,416.0,427.0
39,YW1-0218SD,18,12321,472.0,1122.0,378.0,580.0
39,YW1-0218SD,18,12095,472.0,1702.0,378.0,558.0
39,YW1-0218SD,18,9271,892.5,0,312.0,560.0
39,YW1-0215S,18,9130,892.5,560.0,312.0,1853.5
39,QKQ-0218SD,19,10323,0,0,420.0,2209.0
39,YW1-0215S,19,12354,0,2209.0,416.0,120.0
39,YW1-0218S,19,9594,0,2329.0,415.0,58.0
39,QKQ-0218SD,19,9678,420.0,0,420.0,2209.0
39,YW1-0215S,19,11602,420.0,2209.0,416.0,120.0
39,YW1-0218SD,19,11569,840.0,0,378.0,558.0
39,YW1-0218SD,19,11460,840.0,558.0,378.0,558.0
39,YW1-0218SD,19,10671,840.0,1116.0,378.0,579.5
39,YW1-0218SD,19,10178,840.0,1695.5,378.0,558.0
39,QKQ-0215S,19,11026,840.0,2253.5,359.0,52.5
39,QKQ-0215S,19,10563,840.0,2306.0,359.0,52.5
39,QKQ-0215S,19,8808,840.0,2358.5,359.0,52.5
39,QKQ-0218SD,20,12123,0,0,389.0,2209.0
39,QKQ-0218SD,20,9877,389.0,0,389.0,2209.0
39,QKQ-0218SD,20,10098,778.0,0,385.0,2209.0
39,YW1-0218SD,21,8895,0,0,378.0,580.0
39,YW1-0218S,21,12643,0,580.0,378.0,558.0
39,YW1-0218S,21,11868,0,1138.0,378.0,558.0
39,YW1-0218S,21,11845,0,1696.0,378.0,558.0
39,YW1-0218S,21,11229,378.0,0,378.0,558.0
39,YW1-0218S,21,10574,378.0,558.0,378.0,558.0
39,YW1-0218S,21,9049,378.0,1116.0,378.0,558.0
39,QKQ-0218SD,21,11495,378.0,1674.0,374.5,420.0
39,QKQ-0218SD,21,9975,378.0,2094.0,374.5,345.0
39,QKQ-0218SD,21,11157,756.0,0,374.5,389.0
39,QKQ-0218SD,21,10446,756.0,389.0,374.5,389.0
39,QKQ-0218SD,21,10111,756.0,778.0,374.5,389.0
39,QKQ-0218SD,21,9840,756.0,1167.0,374.5,420.0
39,QKQ-0218SD,21,9398,756.0,1587.0,374.5,389.0
39,QKQ-0218SD,21,9016,756.0,1976.0,374.5,452.7
39,QKQ-0218SD,22,12782,0,0,374.0,389.0
39,QKQ-0218SD,22,12545,0,389.0,374.0,389.0
39,QKQ-0218SD,22,11148,0,778.0,374.0,389.0
39,QKQ-0215S,22,13094,0,1167.0,360.0,389.0
39,QKQ-0215S,22,11696,0,1556.0,360.0,489.0
39,JH-0218S,22,10233,0,2045.0,356.0,297.0
39,YW1-0218S,22,12914,0,2342.0,356.0,58.0
39,YW1-0215S,22,10158,374.0,0,358.5,562.0
39,YW1-0218SD,22,12913,374.0,562.0,356.0,557.0
39,YW1-0218SD,22,10473,374.0,1119.0,356.0,557.0
39,YW1-0218SD,22,9742,374.0,1676.0,356.0,557.0
39,YW1-0218S,22,10844,374.0,2233.0,356.0,58.0
39,YW1-0218SD,22,9622,732.5,0,356.0,557.0
39,YW1-0218SD,22,9442,732.5,557.0,356.0,557.0
39,YW1-0218SD,22,9254,732.5,1114.0,356.0,555.0
39,YW1-0215S,22,10972,732.5,1669.0,356.0,358.5
39,YW1-0218SD,22,12423,732.5,2027.5,356.0,341.0
39,YW1-0215S,23,9900,0,0,356.0,2176.0
39,JH-0218S,23,12401,356.0,0,356.0,836.0
39,YW1-0218SD,23,12984,356.0,836.0,355.0,536.0
39,YW1-0218SD,23,12758,356.0,1372.0,355.0,536.0
39,JH-0218S,23,12490,356.0,1908.0,355.0,277.5
39,YW1-0218SD,23,12373,712.0,0,355.0,536.0
39,YW1-0218SD,23,11711,712.0,536.0,355.0,536.0
39,YW1-0218SD,23,9204,712.0,1072.0,355.0,536.0
39,YW1-0218SD,23,12721,712.0,1608.0,341.0,750.0
39,QKQ-0218SD,24,12552,0,0,345.0,837.5
39,YW1-0218SD,24,12043,0,837.5,312.0,560.0
39,YW1-0218SD,24,9372,0,1397.5,312.0,579.0
39,YW1-0218SD,24,12211,0,1976.5,259.0,378.0
39,YW1-0218SD,24,12009,345.0,0,311.0,560.0
39,YW1-0218SD,24,10692,345.0,560.0,311.0,560.0
39,YW1-0218SD,24,12527,345.0,1120.0,298.0,873.0
39,JH-0218S,24,9411,345.0,1993.0,297.0,356.0
39,YW1-0218SD,24,10882,656.0,0,298.0,536.0
39,YW1-0218SD,24,10448,656.0,536.0,298.0,557.0
39,YW1-0218SD,24,9657,656.0,1093.0,298.0,536.0
39,YW1-0218SD,24,12734,656.0,1629.0,297.0,750.0
39,YW1-0218SD,24,12820,954.0,0,258.0,2273.0
39,YW1-0218SD,25,9152,0,0,298.0,873.0
39,JH-0218S,25,12971,0,873.0,298.0,873.0
39,JH-0218S,25,10898,0,1746.0,277.5,355.0
39,YW1-0215S,25,10000,298.0,0,298.0,2176.0
39,JH-0218S,25,12918,596.0,0,298.0,873.0
39,YW1-0218SD,25,10155,596.0,873.0,297.0,750.0
39,YW1-0218SD,25,10251,596.0,1623.0,277.5,749.0
39,HT9-0215S,0,2919,0,0,841.0,2048.5
39,HT9-0218S,0,320,0,2048.5,464.0,378.8
39,HT9-0218S,0,2826,841.0,0,378.0,2198.0
39,HT9-0215S,1,1582,0,0,841.0,2048.5
39,HT9-0218S,1,947,0,2048.5,464.0,378.0
39,HT9-0218S,1,1769,841.0,0,370.0,1198.0
39,HT9-0218S,1,1486,841.0,1198.0,370.0,1198.0
39,HT9-0215S,2,3740,0,0,752.0,2030.5
39,HT9-0218S,2,665,0,2030.5,464.0,378.8
39,HT9-0218S,2,2958,752.0,0,468.0,575.0
39,HT9-0218S,2,1864,752.0,575.0,468.0,575.0
39,HT9-0218S,2,976,752.0,1150.0,468.0,575.0
39,HT9-0218S,2,157,752.0,1725.0,468.0,575.0
39,HT9-0215S,3,3828,0,0,709.0,1161.0
39,HT9-0218S,3,4186,0,1161.0,598.0,841.0
39,HT9-0218S,3,3018,0,2002.0,574.0,431.0
39,HT9-0218S,3,1631,709.0,0,495.0,1194.0
39,HT9-0218S,3,1604,709.0,1194.0,495.0,1194.0
39,HT9-0218S,4,1838,0,0,598.0,841.0
39,HT9-0218S,4,1227,0,841.0,598.0,841.0
39,HT9-0218S,4,4291,0,1682.0,598.0,593.0
39,HT9-0218S,4,2916,0,2275.0,567.0,152.0
39,HT9-0218S,4,551,598.0,0,598.0,841.0
39,HT9-0218S,4,3363,598.0,841.0,598.0,593.0
39,HT9-0218S,4,1719,598.0,1434.0,598.0,593.0
39,HT9-0218S,4,2390,598.0,2027.0,463.0,390.0
39,HT9-0218S,5,479,0,0,588.0,2338.0
39,HT9-0215S,5,4198,0,2338.0,577.0,92.5
39,HT9-0218S,5,3848,588.0,0,575.0,2068.0
39,HT9-0218S,5,241,588.0,2068.0,518.0,370.0
39,HT9-0218S,5,3015,1163.0,0,57.0,1342.0
39,HT9-0218S,5,4225,1163.0,1342.0,53.0,841.0
39,HT9-0218S,6,1053,0,0,575.0,2068.0
39,HT9-0218S,6,1954,0,2068.0,518.0,370.0
39,HT9-0218S,6,4357,575.0,0,574.0,2048.5
39,HT9-0218S,6,2010,575.0,2048.5,534.0,390.0
39,HT9-0218S,6,3426,1149.0,0,58.0,1307.0
39,HT9-0218S,6,2066,1149.0,1307.0,58.0,351.3
39,HT9-0218S,6,1908,1149.0,1658.3,58.0,570.0
39,HT9-0218S,7,4273,0,0,574.0,767.0
39,HT9-0218S,7,4146,0,767.0,574.0,1497.0
39,HT9-0218S,7,381,0,2264.0,568.0,170.0
39,HT9-0218S,7,3775,574.0,0,574.0,1497.0
39,HT9-0218S,7,805,574.0,1497.0,574.0,767.0
39,HT9-0218S,7,5,574.0,2264.0,568.0,170.0
39,HT9-0218S,7,2295,1148.0,0,58.0,2398.0
39,HT9-0218S,8,3373,0,0,574.0,1702.0
39,HT9-0215S,8,3540,0,1702.0,499.0,578.0
39,HT9-0215S,8,3815,0,2280.0,498.0,118.0
39,HT9-0218S,8,2097,574.0,0,555.0,840.0
39,HT9-0218S,8,421,574.0,840.0,555.0,841.0
39,HT9-0215S,8,2360,574.0,1681.0,526.0,501.0
39,HT9-0218S,8,2424,574.0,2182.0,419.8,255.5
39,HT9-0218S,8,3754,1129.0,0,83.0,841.0
39,HT9-0218S,8,1168,1129.0,841.0,83.0,841.0
39,HT9-0218S,9,389,0,0,555.0,841.0
39,HT9-0218S,9,74,0,841.0,555.0,840.0
39,HT9-0215S,9,1561,0,1681.0,499.0,569.0
39,HT9-0215S,9,3526,0,2250.0,498.0,118.0
39,HT9-0218S,9,1720,555.0,0,553.0,841.0
39,HT9-0218S,9,1180,555.0,841.0,553.0,841.0
39,HT9-0215S,9,2369,555.0,1682.0,499.0,569.0
39,HT9-0215S,9,3107,555.0,2251.0,498.0,118.0
39,HT9-0218S,9,3900,1108.0,0,103.0,1798.0
39,HT9-0215S,9,190,1108.0,1798.0,92.5,568.0
39,HT9-0218S,10,4321,0,0,547.0,2300.0
39,HT9-0215S,10,1122,0,2300.0,498.0,118.0
39,HT9-0218S,10,2982,547.0,0,538.0,2285.0
39,HT9-0215S,10,1666,547.0,2285.0,498.0,118.0
39,HT9-0218S,10,1261,1085.0,0,103.0,2083.0
39,HT9-0218S,11,2827,0,0,517.0,2208.0
39,HT9-0215S,11,3990,0,2208.0,498.0,118.0
39,HT9-0215S,11,2983,517.0,0,517.0,1370.5
39,HT9-0215S,11,4167,517.0,1370.5,501.0,761.0
39,HT9-0218S,11,3339,517.0,2131.5,419.8,255.5
39,HT9-0218S,11,2207,1034.0,0,165.5,640.0
39,HT9-0218S,11,2906,1034.0,640.0,152.0,567.0
39,HT9-0218S,11,2845,1034.0,1207.0,152.0,567.0
39,HT9-0215S,11,3868,1034.0,1774.0,152.0,625.0
39,HT9-0218S,12,411,0,0,495.0,1194.0
39,HT9-0218S,12,3442,0,1194.0,492.0,1194.0
39,HT9-0218S,12,3524,495.0,0,488.0,2018.0
39,HT9-0218S,12,861,495.0,2018.0,464.0,418.0
39,HT9-0215S,12,737,983.0,0,212.5,672.0
39,HT9-0218S,12,3774,983.0,672.0,190.0,244.0
39,HT9-0215S,12,1764,983.0,916.0,190.0,840.0
39,HT9-0218S,12,3142,983.0,1756.0,168.0,398.0
39,HT9-0215S,13,2985,0,0,462.0,1161.0
39,HT9-0215S,13,2972,0,1161.0,462.0,1161.0
39,HT9-0215S,13,1114,462.0,0,462.0,1161.0
39,HT9-0215S,13,3718,462.0,1161.0,449.0,682.0
39,HT9-0218S,13,666,462.0,1843.0,378.8,464.0
39,HT9-0218S,13,4050,924.0,0,265.0,1798.0
39,HT9-0218S,13,959,924.0,1798.0,264.0,470.0
39,HT9-0215S,14,2953,0,0,449.0,673.0
39,HT9-0215S,14,1550,0,673.0,449.0,672.0
39,HT9-0218S,14,1828,0,1345.0,431.0,738.5
39,HT9-0218S,14,2099,0,2083.5,431.0,302.0
39,HT9-0218S,14,568,449.0,0,431.0,738.5
39,HT9-0215S,14,510,449.0,738.5,431.0,767.0
39,HT9-0218S,14,4123,449.0,1505.5,408.0,840.0
39,HT9-0218S,14,2714,880.0,0,340.0,751.0
39,HT9-0218S,14,1341,880.0,751.0,340.0,751.0
39,HT9-0218S,14,658,880.0,1502.0,340.0,752.0
39,HT9-0218S,15,1767,0,0,430.0,2063.5
39,HT9-0218S,15,1901,0,2063.5,377.0,302.0
39,HT9-0218S,15,1743,430.0,0,430.0,2063.5
39,HT9-0218S,15,823,430.0,2063.5,377.0,302.0
39,HT9-0218S,15,1746,860.0,0,360.0,598.0
39,HT9-0218S,15,1560,860.0,598.0,360.0,573.0
39,HT9-0218S,15,3964,860.0,1171.0,359.0,752.0
39,HT9-0218S,15,2435,860.0,1923.0,359.0,501.0
39,HT9-0218S,16,943,0,0,430.0,2063.5
39,HT9-0218S,16,1776,0,2063.5,358.0,301.0
39,HT9-0218S,16,511,430.0,0,430.0,2063.5
39,HT9-0218S,16,159,430.0,2063.5,358.0,301.0
39,HT9-0218S,16,1629,860.0,0,360.0,2068.0
39,HT9-0218S,16,4352,860.0,2068.0,359.0,302.0
39,HT9-0218S,17,2914,0,0,408.0,840.0
39,HT9-0218S,17,1325,0,840.0,390.0,534.0
39,HT9-0218S,17,1125,0,1374.0,390.0,463.0
39,HT9-0218S,17,1390,0,1837.0,378.8,464.0
39,HT9-0218S,17,1474,408.0,0,370.0,1198.0
39,HT9-0218S,17,925,408.0,1198.0,370.0,1198.0
39,HT9-0218S,17,692,778.0,0,370.0,1198.0
39,HT9-0218S,17,593,778.0,1198.0,370.0,1198.0
39,HT9-0218S,17,2165,1148.0,0,58.0,1307.0
39,HT9-0218S,17,201,1148.0,1307.0,58.0,590.0
39,HT9-0218S,17,194,1148.0,1897.0,58.0,302.0
39,HT9-0218S,18,448,0,0,370.0,1198.0
39,HT9-0218S,18,36,0,1198.0,370.0,1198.0
39,HT9-0218S,18,4074,370.0,0,369.0,462.0
