批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
4,SRBW-0218S,2,25178,741.0,466.0,332.0,380.0
4,SRBW-0218S,2,24508,741.0,846.0,330.0,382.0
4,SRBW-0215S,2,26754,741.0,1228.0,330.0,301.5
4,SRBW-0215S,2,24795,741.0,1529.5,274.0,339.0
4,SRBW-0215S,2,27435,741.0,1868.5,238.0,338.0
4,QSYM-0215S,0,6825,0,0,822.0,1998.0
4,QSYM-0225S,0,4869,0,1998.0,576.0,418.0
4,QSYM-0218S,0,4395,822.0,0,382.0,741.0
4,QSYM-0218S,0,6719,822.0,741.0,380.0,778.0
4,QSYM-0218S,0,5419,822.0,1519.0,380.0,778.0
4,QKQ-0215S,0,6177,822.0,2297.0,332.0,92.5
4,QSYM-0218S,1,7042,0,0,557.0,822.0
4,QSYM-0218S,1,7527,0,822.0,555.0,822.0
4,QSYM-0218S,1,5158,0,1644.0,423.5,556.0
4,QSYM-0218S,1,6752,0,2200.0,418.0,198.0
4,QSYM-0218S,1,7149,557.0,0,555.0,822.0
4,QSYM-0218S,1,7856,557.0,822.0,536.0,889.0
4,QSYM-0218S,1,5364,557.0,1711.0,423.5,556.0
4,QSYM-0218S,1,7526,1112.0,0,38.0,1386.0
4,QSYM-0218S,1,4516,1112.0,1386.0,38.0,555.0
4,QSYM-0218S,1,7478,1150.0,0,38.0,1442.0
4,QSYM-0218S,2,6799,0,0,418.0,1283.0
4,QKQ-0218S,2,4359,0,1283.0,415.0,774.0
4,QSYM-0215S,2,6460,0,2057.0,380.0,345.0
4,QSYM-0218S,2,7477,0,2402.0,379.0,38.0
4,QSYM-0218S,2,8128,418.0,0,401.0,536.0
4,QSYM-0218S,2,4557,418.0,536.0,400.0,536.0
4,QSYM-0215S,2,5044,418.0,1072.0,398.0,822.0
4,QSYM-0218S,2,4249,418.0,1894.0,381.0,359.5
4,QSYM-0218S,2,8547,418.0,2253.5,380.0,58.0
4,QSYM-0218S,2,5629,418.0,2311.5,380.0,58.0
4,QSYM-0218S,2,5344,819.0,0,380.0,555.0
4,QSYM-0218S,2,7677,819.0,555.0,379.0,382.0
4,QSYM-0218S,2,4438,819.0,937.0,379.0,382.0
4,QKQ-0215S,2,8889,819.0,1319.0,333.0,499.0
4,QKQ-0215S,2,5833,819.0,1818.0,333.0,499.0
4,QKQ-0215S,2,6824,819.0,2317.0,332.0,92.5
4,QKQ-0218S,3,7745,0,0,177.0,413.0
4,QKQ-0218S,3,8086,0,413.0,176.5,413.0
4,QKQ-0215S,3,6673,0,826.0,118.0,498.0
4,QKQ-0215S,3,6037,0,1324.0,118.0,498.0
4,QKQ-0215S,3,5877,0,1822.0,118.0,498.0
4,QKQ-0215S,3,5622,177.0,0,118.0,498.0
4,QSYM-0218S,3,5673,177.0,498.0,58.0,822.0
4,QSYM-0218S,3,4787,177.0,1320.0,58.0,822.0
4,XXB-0215S,0,27598,0,0,587.0,1270.0
4,YW1-0225S,0,26372,0,1270.0,478.0,919.0
4,XXB-0218S,0,25735,0,2189.0,477.0,123.0
4,XXB-0215S,0,27659,0,2312.0,438.0,78.0
4,YW1-0218S,0,24245,587.0,0,498.0,1337.0
4,YW1-0218S,0,26388,587.0,1337.0,498.0,487.0
4,XXB-0215S,0,25840,587.0,1824.0,439.0,569.0
4,YW1-0218SD,0,26558,1085.0,0,58.0,939.0
4,YW1-0218SD,0,25746,1085.0,939.0,58.0,919.0
4,XXB-0218S,0,28250,1085.0,1858.0,58.0,410.0
4,YW1-0218SD,0,26061,1143.0,0,58.0,1826.0
4,XXB-0215S,0,23894,1143.0,1826.0,52.5,568.0
4,XXB-0218S,1,24530,0,0,478.0,730.0
4,XXB-0218S,1,24099,0,730.0,478.0,730.0
4,XXB-0218S,1,23943,0,1460.0,478.0,730.0
4,XXB-0215S,1,26230,0,2190.0,438.0,78.0
4,XXB-0215S,1,23879,0,2268.0,438.0,78.0
4,XXB-0215S,1,23663,0,2346.0,438.0,78.0
4,XXB-0218S,1,23605,478.0,0,478.0,730.0
4,XXB-0218S,1,26707,478.0,730.0,457.0,1270.0
4,XXB-0218S,1,25137,478.0,2000.0,435.0,358.0
4,XXB-0218S,1,28023,478.0,2358.0,423.0,38.0
4,XXB-0218S,1,24816,956.0,0,136.5,649.0
4,XXB-0215S,1,26892,956.0,649.0,123.0,625.0
4,XXB-0215S,1,24688,956.0,1274.0,123.0,625.0
4,YW1-0218SD,1,23982,1092.5,0,58.0,1846.0
4,XXB-0218S,1,26735,1092.5,1846.0,58.0,410.0
4,XXB-0218S,1,28145,1150.5,0,58.0,842.0
4,XXB-0218S,1,27274,1150.5,842.0,58.0,842.0
4,XXB-0215S,1,26656,1150.5,1684.0,52.5,568.0
4,XXB-0218S,2,23547,0,0,457.0,842.0
4,XXB-0218S,2,27502,0,842.0,443.0,665.0
4,XXB-0215S,2,27301,0,1507.0,439.0,569.0
4,XXB-0218S,2,25775,0,2076.0,435.0,358.0
4,XXB-0218S,2,26954,457.0,0,423.0,458.0
4,XXB-0218S,2,26144,457.0,458.0,423.0,458.0
4,XXB-0218S,2,27501,457.0,916.0,410.0,477.0
4,XXB-0215S,2,27416,457.0,1393.0,410.0,651.5
4,XXB-0218S,2,23656,880.0,0,38.0,730.0
4,XXB-0218S,3,24486,0,0,409.0,458.0
4,XXB-0215S,3,26289,0,458.0,344.5,842.0
4,XXB-0218S,3,27658,0,1300.0,136.5,649.0
4,GDMY-0215S,0,19041,0,0,922.0,1100.5
4,GDMY-0215S,0,22039,0,1100.5,922.0,858.5
4,YSH-0218S,0,22592,0,1959.0,865.0,475.0
4,GDMY-0218S,0,22443,922.0,0,38.0,1290.0
4,YSH-0218S,1,20660,0,0,475.0,865.0
4,YSH-0218S,1,20232,0,865.0,475.0,1165.0
4,GDMY-0215S,1,23270,0,2030.0,464.5,312.0
4,YSH-0218S,1,18968,475.0,0,475.0,1165.0
4,GDMY-0215S,1,22789,475.0,1165.0,460.5,922.0
4,GDMY-0218S,2,23354,0,0,398.0,498.0
4,GDMY-0218S,2,23339,0,498.0,398.0,498.0
4,GDMY-0218S,2,23375,0,996.0,397.0,922.0
4,GDMY-0218S,2,22948,0,1918.0,312.0,512.0
4,GDMY-0218S,2,21670,398.0,0,397.0,922.0
4,GDMY-0218S,2,23393,398.0,922.0,380.0,878.0
4,GDMY-0218SD,2,19542,398.0,1800.0,312.0,512.0
4,GDMY-0218SD,2,22373,398.0,2312.0,312.0,58.0
4,GDMY-0218SD,2,18868,398.0,2370.0,312.0,58.0
4,GDMY-0218S,2,23063,795.0,0,380.0,1138.0
4,GDMY-0218S,2,22411,795.0,1138.0,380.0,1138.0
4,GDMY-0218S,3,19260,0,0,380.0,878.0
4,GDMY-0218S,3,23413,0,878.0,379.0,922.0
4,GDMY-0218S,3,20479,0,1800.0,311.0,493.0
4,GDMY-0218S,3,23376,380.0,0,379.0,922.0
4,GDMY-0218S,3,23301,380.0,922.0,379.0,922.0
4,GDMY-0218S,3,19128,380.0,1844.0,311.0,493.0
4,GDMY-0218S,3,21125,759.0,0,360.0,921.0
4,GDMY-0218S,3,20106,759.0,921.0,360.0,921.0
4,GDMY-0218SD,3,22315,759.0,1842.0,312.0,514.0
4,GDMY-0215S,4,20943,0,0,312.0,1937.0
4,GDMY-0218S,4,20793,0,1937.0,311.0,493.0
4,XYHX-0218S,0,8274,0,0,347.0,1438.0
4,MNH-0215S,0,7046,0,1438.0,289.0,635.0
4,XYHX-0218S,0,6426,0,2073.0,218.0,329.0
4,XYHX-0218S,0,4597,347.0,0,347.0,2158.0
4,XYHX-0218S,0,8371,347.0,2158.0,329.0,218.0
4,XYHX-0218S,0,8950,694.0,0,328.0,1402.0
4,XYHX-0218S,0,8847,694.0,1402.0,328.0,682.0
4,XYHX-0218S,0,8727,694.0,2084.0,308.5,181.0
4,MNH-0215S,0,6952,694.0,2265.0,288.0,158.0
4,XYHX-0218S,0,5972,1022.0,0,181.0,1402.0
4,MNH-0215S,0,5471,1022.0,1402.0,158.0,288.0
4,MNH-0215S,0,4927,1022.0,1690.0,158.0,288.0
4,MNH-0215S,0,4765,1022.0,1978.0,158.0,288.0
4,XYHX-0218S,1,5573,0,0,328.0,1402.0
4,MNH-0215S,1,7958,0,1402.0,289.0,635.0
4,XYHX-0218S,1,4764,0,2037.0,218.0,329.0
4,XYHX-0218S,1,8563,328.0,0,308.0,1402.0
4,XYHX-0218S,1,6317,328.0,1402.0,308.0,682.0
4,MNH-0215S,1,5927,328.0,2084.0,288.0,158.0
4,MNH-0215S,1,5621,328.0,2242.0,288.0,158.0
4,XYHX-0218S,1,6717,636.0,0,308.0,1402.0
4,MNH-0215S,1,8816,636.0,1402.0,289.0,635.0
4,MNH-0215S,1,8418,636.0,2037.0,288.0,158.0
4,MNH-0215S,1,7664,636.0,2195.0,288.0,158.0
4,XYHX-0218S,1,8486,944.0,0,214.0,715.0
4,XYHX-0218S,1,7111,944.0,715.0,214.0,715.0
4,XYHX-0218S,1,6362,944.0,1430.0,214.0,715.0
4,MNH-0215S,2,5023,0,0,289.0,635.0
4,XYHX-0218S,2,8082,0,635.0,254.0,715.0
4,XYHX-0218S,2,8110,0,1350.0,218.0,329.0
4,XYHX-0218S,2,7812,0,1679.0,218.0,329.0
4,XYHX-0218S,2,6442,0,2008.0,218.0,329.0
4,XYHX-0218S,2,5563,289.0,0,214.0,715.0
4,XYHX-0218S,2,4632,289.0,715.0,214.0,715.0
4,XYHX-0218S,2,6300,289.0,1430.0,181.0,308.5
4,XYHX-0218S,2,6272,289.0,1738.5,181.0,682.0
4,XYHX-0218S,2,4231,503.0,0,181.0,1402.0
4,MNH-0215S,2,6911,503.0,1402.0,132.5,634.0
4,MNH-0215S,2,6432,684.0,0,132.5,634.0
4,MNH-0215S,2,5470,684.0,634.0,132.5,634.0
4,MNH-0215S,2,5407,684.0,1268.0,132.5,634.0
4,GDMY-0218S,0,21003,0,0,667.5,1339.0
4,GDMY-0215S,0,22770,0,1339.0,611.5,389.0
4,GDMY-0215S,0,21559,0,1728.0,611.5,389.0
4,GDMY-0218S,0,21002,0,2117.0,487.5,220.0
4,GDMY-0218S,0,22322,667.5,0,462.0,1965.0
4,GDMY-0218S,0,22083,667.5,1965.0,443.0,202.0
4,GDMY-0218S,0,20151,667.5,2167.0,443.0,202.0
4,GDMY-0218S,1,20870,0,0,667.5,2001.0
4,GDMY-0215S,1,23244,0,2001.0,591.5,389.0
4,GDMY-0218S,1,21019,667.5,0,462.0,1303.0
4,GDMY-0215S,1,21371,667.5,1303.0,389.0,601.0
4,GDMY-0218S,1,19572,667.5,1904.0,220.0,487.5
4,GDMY-0215S,2,20493,0,0,389.0,591.5
4,GDMY-0218S,2,19403,0,591.5,220.0,463.0
4,GDMY-0218S,2,18792,0,1054.5,220.0,463.0
4,YMH-0218S,2,22583,0,1517.5,206.5,657.0
4,YMH-0218S,2,22240,389.0,0,206.5,657.0
4,YMH-0218S,2,21773,389.0,657.0,206.5,657.0
4,YMH-0218S,2,21691,389.0,1314.0,206.5,656.5
4,GDMY-0218S,2,18770,389.0,1970.5,202.0,443.0
4,YMH-0218S,2,20377,595.5,0,206.5,656.5
4,GDMY-0215S,2,22632,595.5,656.5,202.0,1303.0
4,GDMY-0215S,2,22885,595.5,1959.5,158.0,388.0
4,GDMY-0215S,2,21318,802.0,0,202.0,1965.0
4,GDMY-0215S,2,22570,802.0,1965.0,158.0,388.0
4,GDMY-0215S,2,22507,1004.0,0,158.0,388.0
4,GDMY-0215S,2,22360,1004.0,388.0,158.0,388.0
4,GDMY-0215S,2,22359,1004.0,776.0,158.0,388.0
4,GDMY-0215S,2,22226,1004.0,1164.0,158.0,388.0
4,GDMY-0215S,2,21294,1004.0,1552.0,158.0,388.0
4,GDMY-0215S,2,20783,1004.0,1940.0,158.0,388.0
4,GDMY-0215S,3,20308,0,0,158.0,388.0
4,GDMY-0215S,3,20017,0,388.0,158.0,388.0
4,GDMY-0215S,3,23089,0,776.0,132.5,610.5
4,GDMY-0215S,3,22377,0,1386.5,132.5,600.0
4,GDMY-0215S,3,20717,158.0,0,132.5,610.5
4,GDMY-0215S,3,20251,158.0,610.5,132.5,590.5
4,GDMY-0215S,3,20015,158.0,1201.0,132.5,590.5
4,5-0218S,0,1096,0,0,545.0,931.0
4,5-0218S,0,1084,0,931.0,545.0,931.0
4,NMYH-0218S,0,3821,0,1862.0,512.0,256.0
4,NMYH-0218S,0,2628,0,2118.0,512.0,256.0
4,NMYH-0218S,0,3755,0,2374.0,512.0,58.0
4,NMYH-0215S,0,2825,545.0,0,512.0,2241.0
4,NMYH-0218S,0,2855,545.0,2241.0,512.0,58.0
4,NMYH-0218S,0,1444,545.0,2299.0,276.0,58.0
4,NMYH-0218S,0,56,545.0,2357.0,276.0,58.0
4,NMYH-0218S,0,2923,1057.0,0,58.0,548.0
4,NMYH-0218S,0,2778,1057.0,548.0,58.0,256.0
4,NMYH-0218S,0,2542,1057.0,804.0,58.0,276.0
4,NMYH-0218S,0,2155,1057.0,1080.0,58.0,568.0
4,NMYH-0218S,0,2011,1057.0,1648.0,58.0,256.0
4,NMYH-0218S,0,1608,1057.0,1904.0,58.0,276.0
4,NMYH-0218S,0,1267,1057.0,2180.0,58.0,256.0
4,NMYH-0218S,0,1336,1115.0,0,58.0,568.0
4,NMYH-0218S,0,1173,1115.0,568.0,58.0,548.0
4,NMYH-0218S,0,674,1115.0,1116.0,58.0,512.0
4,NMYH-0218S,0,636,1115.0,1628.0,58.0,512.0
4,NMYH-0218S,0,331,1115.0,2140.0,58.0,256.0
4,NMYH-0215S,1,2559,0,0,512.0,2241.0
4,NMYH-0218S,1,2691,512.0,0,257.0,2338.0
4,NMYH-0218S,1,2313,769.0,0,257.0,2338.0
4,NMYH-0218S,2,665,0,0,257.0,2338.0
4,NMYH-0218S,2,419,257.0,0,257.0,2338.0
4,NMYH-0218S,2,1998,514.0,0,256.0,512.0
4,NMYH-0218S,2,279,514.0,512.0,256.0,512.0
4,NMYH-0218S,2,3870,514.0,1024.0,237.0,511.0
4,NMYH-0218S,2,3537,514.0,1535.0,237.0,512.0
4,NMYH-0218S,2,3360,770.0,0,237.0,512.0
4,NMYH-0218S,2,3215,770.0,512.0,237.0,511.0
4,NMYH-0218S,2,3125,770.0,1023.0,237.0,512.0
4,NMYH-0218S,2,2351,770.0,1535.0,237.0,511.0
4,NMYH-0218S,3,2267,0,0,237.0,512.0
4,NMYH-0218S,3,1416,0,512.0,237.0,511.0
4,NMYH-0218S,3,1361,0,1023.0,237.0,511.0
4,NMYH-0218S,3,1250,0,1534.0,237.0,511.0
4,FMB-0215S,0,6636,0,0,837.0,1743.0
4,FMB-0218S,0,6594,0,1743.0,836.0,458.0
4,FMB-0218S,0,8058,837.0,0,58.0,1262.0
4,FMB-0218S,0,6231,895.0,0,58.0,1262.0
4,5-0218SD,0,8515,953.0,0,58.0,1298.0
4,5-0218SD,0,8289,1011.0,0,58.0,1318.0
4,5-0218SD,0,8233,1069.0,0,58.0,2318.0
4,5-0218SD,0,6139,1127.0,0,58.0,2338.0
4,FMB-0218S,1,6443,0,0,478.0,2258.0
4,FMB-0218S,1,5767,478.0,0,478.0,2258.0
4,5-0218SD,1,5287,956.0,0,58.0,2318.0
4,5-0218SD,1,4310,1014.0,0,58.0,2338.0
4,FMB-0218S,2,7515,0,0,477.0,1743.0
4,5-0218SD,2,7968,0,1743.0,434.5,429.0
4,FMB-0218S,2,7314,477.0,0,477.0,1262.0
4,FMB-0218S,2,6230,477.0,1262.0,458.0,836.0
4,FMB-0218S,3,5723,0,0,477.0,1262.0
4,FMB-0218S,3,5636,0,1262.0,477.0,398.0
4,FMB-0218S,3,4703,477.0,0,477.0,1262.0
4,FMB-0215S,3,5609,477.0,1262.0,398.0,837.0
4,5-0218SD,4,7226,0,0,429.0,1327.5
4,5-0218SD,4,6940,0,1327.5,429.0,422.0
4,5-0218SD,4,5164,0,1749.5,428.0,422.0
4,5-0218SD,4,8091,429.0,0,428.0,1767.0
4,5-0218SD,4,6293,429.0,1767.0,428.0,422.0
4,5-0218SD,5,6593,0,0,428.0,1767.0
4,FMB-0215S,5,6966,0,1767.0,405.0,398.0
4,FMB-0215S,5,8661,428.0,0,405.0,1743.0
4,FMB-0218S,5,6104,428.0,1743.0,404.0,458.0
4,NHJB-0215S,0,20055,0,0,646.0,898.0
4,NHJB-0215S,0,19709,0,898.0,646.0,1250.5
4,NHJB-0218S,0,22095,646.0,0,398.0,2188.0
4,NJBB-0218S,0,22830,1044.0,0,58.0,2248.0
4,NJBB-0218S,0,20996,1102.0,0,58.0,1748.0
4,NHJB-0218S,0,20918,1102.0,1748.0,58.0,606.0
4,NJBB-0218S,0,19098,1160.0,0,58.0,2248.0
4,NHJB-0215S,1,19826,0,0,606.0,2091.0
4,NHJB-0218S,1,20242,0,2091.0,606.0,58.0
4,NHJB-0218S,1,21554,606.0,0,398.0,2188.0
4,NHJB-0218S,1,21544,1004.0,0,58.0,2268.0
4,NHJB-0218S,1,20161,1062.0,0,58.0,2268.0
4,NHJB-0218S,1,19927,1120.0,0,58.0,1768.0
4,NHJB-0218S,2,21728,0,0,397.0,606.0
4,NHJB-0218S,2,19758,0,606.0,397.0,646.0
4,NHJB-0218S,2,23181,0,1252.0,378.0,646.0
4,NHJB-0218S,2,19315,397.0,0,397.0,1272.0
4,NHJB-0218S,2,23000,397.0,1272.0,378.0,605.0
4,NHJB-0218S,2,18934,794.0,0,397.0,2168.5
4,NHJB-0218S,3,22140,0,0,378.0,605.0
4,NHJB-0218S,3,21814,0,605.0,378.0,605.0
4,NHJB-0218S,3,21161,0,1210.0,378.0,645.0
4,NHJB-0218S,3,20309,378.0,0,378.0,605.0
4,NHJB-0218S,3,19164,378.0,605.0,378.0,606.0
4,NHJB-0218S,3,19066,378.0,1211.0,378.0,645.0
4,NJBB-0218S,3,22241,756.0,0,327.3,865.5
4,NJBB-0218S,3,21224,756.0,865.5,327.3,865.5
4,NJBB-0218S,4,22190,0,0,317.0,1281.0
4,NJBB-0218S,4,19519,317.0,0,317.0,1281.0
4,XXB-0215S,0,24618,0,0,856.5,977.0
4,XXB-0215S,0,27832,0,977.0,598.0,977.0
4,XXB-0218S,0,25868,0,1954.0,458.0,438.0
4,XXB-0218S,0,27902,856.5,0,345.0,499.0
4,XXB-0218S,0,26998,856.5,499.0,345.0,1493.0
4,XXB-0215S,1,24147,0,0,516.0,833.0
4,XXB-0218S,1,26997,0,833.0,502.5,901.0
4,XXB-0218S,1,27874,0,1734.0,458.0,438.0
4,XXB-0218S,1,23966,516.0,0,502.5,901.0
4,XXB-0225S,1,25365,516.0,901.0,498.0,1013.0
4,XXB-0218S,1,27578,516.0,1914.0,477.0,439.0
4,XXB-0218S,1,28258,1018.5,0,38.0,2438.0
4,XXB-0218S,1,26923,1056.5,0,38.0,2438.0
4,XXB-0218S,2,24267,0,0,478.0,833.0
4,XXB-0218S,2,27013,0,833.0,477.0,833.0
4,XXB-0218S,2,26401,0,1666.0,472.0,768.0
4,XXB-0218S,2,27965,478.0,0,467.0,833.0
4,XXB-0218S,2,23914,478.0,833.0,466.0,662.0
4,XXB-0215S,2,24120,478.0,1495.0,439.0,754.5
4,XXB-0218S,2,27875,478.0,2249.5,439.0,58.0
4,XXB-0218S,2,27076,478.0,2307.5,439.0,58.0
4,XXB-0218S,3,26510,0,0,345.0,1493.0
4,XXB-0218S,3,26323,0,1493.0,345.0,499.0
4,XXB-0218S,3,25466,345.0,0,345.0,503.0
4,XXB-0218S,3,25225,345.0,503.0,345.0,503.0
4,XXB-0218S,3,25752,345.0,1006.0,344.0,977.0
4,XXB-0218S,3,25741,690.0,0,344.0,662.0
4,XXB-0218S,3,25086,690.0,662.0,344.0,662.0
4,XXB-0218S,3,24032,690.0,1324.0,344.0,977.0
4,XXB-0218S,4,27077,0,0,325.0,976.0
4,QSYM-0215S,0,7122,0,0,607.0,2001.0
4,QSYM-0218SD,0,5163,0,2001.0,581.0,317.5
4,QSYM-0225S,0,7513,607.0,0,548.0,1258.0
4,QSYM-0218S,0,4400,607.0,1258.0,547.0,733.0
4,QSYM-0218S,0,4336,607.0,1991.0,544.5,278.0
4,QSYM-0218S,0,8400,1155.0,0,58.0,607.0
4,QSYM-0218S,0,4301,1155.0,607.0,58.0,607.0
4,QSYM-0215S,1,8640,0,0,544.5,1117.0
4,QSYM-0218S,1,4723,0,1117.0,528.0,733.0
4,QSYM-0218S,1,7085,0,1850.0,505.0,581.0
4,QSYM-0215S,1,8492,544.5,0,472.0,1319.5
