原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
NBSY-0218SD,9,25836,0,2086.0,696.0,348.0
NBSY-0218SD,9,25879,797.2,0,420.0,2386.0
NBSY-0218SD,10,25447,0,0,771.0,2251.0
NBSY-0218SD,10,25235,0,2251.0,719.0,178.0
NBSY-0218SD,10,25259,771.0,0,448.0,1196.8
NBSY-0218SD,10,25230,771.0,1196.8,448.0,577.0
NBSY-0218SD,10,25455,771.0,1773.8,447.5,541.5
NBSY-0218SD,10,25204,771.0,2315.3,438.0,118.0
NBSY-0218SD,11,25410,0,0,763.0,2146.0
NBSY-0218SD,11,25391,0,2146.0,592.5,289.0
NBSY-0218SD,11,25738,763.0,0,457.0,912.0
NBSY-0218SD,11,25557,763.0,912.0,457.0,1302.0
NBSY-0218SD,11,25748,763.0,2214.0,432.0,225.0
NBSY-0218SD,12,25254,0,0,763.0,2146.0
NBSY-0218SD,12,25538,0,2146.0,605.5,289.0
NBSY-0218SD,12,25540,763.0,0,455.0,579.0
NBSY-0218SD,12,25283,763.0,579.0,455.0,598.0
NBSY-0218SD,12,25775,763.0,1177.0,451.0,779.0
NBSY-0218SD,12,25692,763.0,1956.0,450.0,474.5
NBSY-0218SD,13,25568,0,0,762.0,1961.0
NBSY-0218SD,13,25158,0,1961.0,550.0,458.5
NBSY-0218SD,13,25142,762.0,0,450.0,2084.0
NBSY-0218SD,13,25442,762.0,2084.0,422.0,339.0
NBSY-0218SD,14,25149,0,0,758.0,2053.0
NBSY-0218SD,14,25245,0,2053.0,697.0,386.0
NBSY-0218SD,14,25771,758.0,0,460.0,2246.0
NBSY-0218SD,14,25650,758.0,2246.0,425.0,181.0
NBSY-0218SD,15,25929,0,0,737.0,2251.0
NBSY-0218SD,15,25327,0,2251.0,710.5,182.5
NBSY-0218SD,15,25717,737.0,0,482.0,1111.0
NBSY-0218SD,15,25506,737.0,1111.0,482.0,946.0
NBSY-0218SD,15,25216,737.0,2057.0,458.0,380.5
NBSY-0218SD,16,25689,0,0,737.0,1552.0
NBSY-0218SD,16,25510,0,1552.0,727.0,630.0
NBSY-0218SD,16,25585,0,2182.0,713.0,249.5
NBSY-0218SD,16,25368,737.0,0,482.0,751.0
NBSY-0218SD,16,25464,737.0,751.0,478.0,1478.0
NBSY-0218SD,16,25610,737.0,2229.0,438.0,198.0
NBSY-0218SD,17,25919,0,0,727.0,1522.0
NBSY-0218SD,17,25776,0,1522.0,701.0,777.0
NBSY-0218SD,17,25918,0,2299.0,659.0,132.5
NBSY-0218SD,17,25157,727.0,0,489.0,844.0
NBSY-0218SD,17,25734,727.0,844.0,488.0,558.0
NBSY-0218SD,17,25337,727.0,1402.0,488.0,558.0
NBSY-0218SD,17,25480,727.0,1960.0,478.5,473.5
NBSY-0218SD,18,25742,0,0,697.0,1848.5
NBSY-0218SD,18,25855,0,1848.5,662.0,587.0
NBSY-0218SD,18,25244,697.0,0,512.0,1316.5
NBSY-0218SD,18,25932,697.0,1316.5,510.0,871.0
NBSY-0218SD,18,25658,697.0,2187.5,498.0,238.0
NBSY-0218SD,19,25286,0,0,689.0,906.0
NBSY-0218SD,19,25849,0,906.0,659.0,794.0
NBSY-0218SD,19,25247,0,1700.0,587.0,662.0
NBSY-0218SD,19,25117,0,2362.0,488.0,78.0
NBSY-0218SD,19,25406,689.0,0,530.0,1998.0
NBSY-0218SD,19,25614,689.0,1998.0,442.0,439.0
NBSY-0218SD,20,25927,0,0,672.0,2051.0
NBSY-0218SD,20,25817,0,2051.0,607.0,389.0
NBSY-0218SD,20,25342,672.0,0,546.0,2018.0
NBSY-0218SD,20,25769,672.0,2018.0,545.0,408.5
NBSY-0218SD,21,25640,0,0,648.0,1368.0
NBSY-0218SD,21,25816,0,1368.0,633.0,741.0
NBSY-0218SD,21,25911,0,2109.0,633.0,325.0
NBSY-0218SD,21,25900,648.0,0,568.0,1256.0
NBSY-0218SD,21,25091,648.0,1256.0,567.0,921.0
NBSY-0218SD,21,25537,648.0,2177.0,562.0,261.0
NBSY-0218SD,22,25221,0,0,626.5,1210.0
NBSY-0218SD,22,25469,0,1210.0,625.0,745.0
NBSY-0218SD,22,25566,0,1955.0,494.0,475.0
NBSY-0218SD,22,25723,626.5,0,588.0,2243.0
NBSY-0218SD,22,25893,626.5,2243.0,551.0,194.0
NBSY-0218SD,23,25377,0,0,623.0,1430.0
NBSY-0218SD,23,25690,0,1430.0,587.0,662.0
NBSY-0218SD,23,25890,0,2092.0,558.0,347.0
NBSY-0218SD,23,25507,623.0,0,586.0,745.0
NBSY-0218SD,23,25823,623.0,745.0,580.0,598.0
NBSY-0218SD,23,25818,623.0,1343.0,580.0,831.0
NBSY-0218SD,23,25674,623.0,2174.0,459.0,259.5
NBSY-0218SD,24,25325,0,0,598.0,1498.0
NBSY-0218SD,24,25422,0,1498.0,595.0,811.0
NBSY-0218SD,24,25606,0,2309.0,578.0,118.0
NBSY-0218SD,24,25257,598.0,0,598.0,2338.0
NBSY-0218SD,24,25479,598.0,2338.0,479.0,99.5
NBSY-0218SD,25,25803,0,0,580.0,598.0
NBSY-0218SD,25,25137,0,598.0,580.0,1562.0
NBSY-0218SD,25,25851,0,2160.0,522.0,220.0
NBSY-0218SD,25,25735,0,2380.0,472.0,58.0
NBSY-0218SD,25,25496,580.0,0,580.0,2038.0
NBSY-0218SD,25,25726,580.0,2038.0,576.0,400.0
NBSY-0218SD,25,25895,1160.0,0,58.0,1138.0
NBSY-0218SD,25,25891,1160.0,1138.0,58.0,1210.0
NBSY-0218SD,26,25445,0,0,580.0,2398.0
NBSY-0218SD,26,25625,0,2398.0,556.0,38.0
NBSY-0218SD,26,25700,580.0,0,579.0,759.0
NBSY-0218SD,26,25178,580.0,759.0,579.0,662.0
NBSY-0218SD,26,25163,580.0,1421.0,579.0,762.0
NBSY-0218SD,26,25654,580.0,2183.0,560.0,213.5
NBSY-0218SD,26,25922,580.0,2396.5,530.0,38.0
NBSY-0218SD,26,25883,1159.0,0,58.0,811.0
NBSY-0218SD,26,25873,1159.0,811.0,58.0,885.0
NBSY-0218SD,26,25766,1159.0,1696.0,58.0,439.5
NBSY-0218SD,26,25747,1159.0,2135.5,58.0,302.0
NBSY-0218SD,27,25718,0,0,578.0,973.0
NBSY-0218SD,27,25853,0,973.0,577.0,759.0
NBSY-0218SD,27,25487,0,1732.0,558.0,662.0
NBSY-0218SD,27,25424,0,2394.0,527.0,38.0
NBSY-0218SD,27,25609,578.0,0,578.0,2148.0
NBSY-0218SD,27,25393,578.0,2148.0,537.0,289.0
NBSY-0218SD,27,25844,1156.0,0,58.0,1302.0
NBSY-0218SD,27,25811,1156.0,1302.0,58.0,811.0
NBSY-0218SD,27,25559,1156.0,2113.0,58.0,310.0
NBSY-0218SD,28,25321,0,0,576.0,811.0
NBSY-0218SD,28,25320,0,811.0,576.0,980.0
NBSY-0218SD,28,25589,0,1791.0,565.5,548.5
NBSY-0218SD,28,25197,0,2339.5,562.0,78.0
NBSY-0218SD,28,25856,576.0,0,575.0,2398.0
NBSY-0218SD,28,25825,1151.0,0,65.0,1760.0
NBSY-0218SD,28,25304,1151.0,1760.0,58.0,660.0
NBSY-0218SD,29,25681,0,0,575.0,2398.0
NBSY-0218SD,29,25530,575.0,0,575.0,853.0
NBSY-0218SD,29,25378,575.0,853.0,574.0,975.0
NBSY-0218SD,29,25215,575.0,1828.0,558.0,553.0
NBSY-0218SD,29,25374,575.0,2381.0,536.0,52.5
NBSY-0218SD,29,25809,1150.0,0,58.0,1218.0
NBSY-0218SD,29,25779,1150.0,1218.0,58.0,1062.0
NBSY-0218SD,30,25635,0,0,574.0,2301.0
NBSY-0218SD,30,25110,0,2301.0,558.0,133.0
NBSY-0218SD,30,25708,574.0,0,568.0,2425.0
NBSY-0218SD,30,25789,1142.0,0,58.0,1639.0
NBSY-0218SD,30,25745,1142.0,1639.0,58.0,371.0
NBSY-0218SD,30,25542,1142.0,2010.0,58.0,397.0
NBSY-0218SD,31,25503,0,0,568.0,2425.0
NBSY-0218SD,31,25292,568.0,0,568.0,2425.0
NBSY-0218SD,31,25762,1136.0,0,58.0,939.0
NBSY-0218SD,31,25711,1136.0,939.0,58.0,1414.0
NBSY-0218SD,32,25716,0,0,564.5,2052.0
NBSY-0218SD,32,25835,0,2052.0,513.0,372.5
NBSY-0218SD,32,25299,564.5,0,559.0,1112.0
NBSY-0218SD,32,25276,564.5,1112.0,559.0,851.0
NBSY-0218SD,32,25322,564.5,1963.0,534.0,465.0
NBSY-0218SD,32,25576,1123.5,0,92.5,800.0
NBSY-0218SD,32,25260,1123.5,800.0,92.5,464.0
NBSY-0218SD,32,25228,1123.5,1264.0,92.5,756.0
NBSY-0218SD,33,25554,0,0,558.0,2370.0
NBSY-0218SD,33,25399,558.0,0,558.0,880.0
NBSY-0218SD,33,25383,558.0,880.0,558.0,900.0
NBSY-0218SD,33,25864,558.0,1780.0,512.0,578.0
NBSY-0218SD,33,25340,558.0,2358.0,488.0,78.0
NBSY-0218SD,33,25728,1116.0,0,58.0,1738.0
NBSY-0218SD,33,25676,1116.0,1738.0,58.0,460.0
NBSY-0218SD,33,25694,1174.0,0,43.0,1114.0
NBSY-0218SD,33,25772,1174.0,1114.0,38.0,900.0
NBSY-0218SD,34,25387,0,0,558.0,2098.0
NBSY-0218SD,34,25858,0,2098.0,526.0,306.5
NBSY-0218SD,34,25209,558.0,0,558.0,2347.0
NBSY-0218SD,34,25370,558.0,2347.0,474.0,48.0
NBSY-0218SD,34,25678,1116.0,0,58.0,2361.0
NBSY-0218SD,34,25912,1174.0,0,38.0,1468.0
NBSY-0218SD,34,25827,1174.0,1468.0,38.0,595.0
NBSY-0218SD,35,25192,0,0,558.0,2098.0
NBSY-0218SD,35,25617,0,2098.0,541.0,319.0
NBSY-0218SD,35,25170,558.0,0,558.0,822.0
NBSY-0218SD,35,25862,558.0,822.0,557.0,885.0
NBSY-0218SD,35,25741,558.0,1707.0,548.0,697.0
NBSY-0218SD,35,25675,1116.0,0,58.0,1357.0
NBSY-0218SD,35,25645,1116.0,1357.0,58.0,492.0
NBSY-0218SD,35,25639,1116.0,1849.0,58.0,584.5
NBSY-0218SD,35,25712,1174.0,0,38.0,998.0
NBSY-0218SD,35,25672,1174.0,998.0,38.0,1098.0
NBSY-0218SD,35,25440,1174.0,2096.0,38.0,318.0
NBSY-0218SD,36,25680,0,0,557.0,974.0
NBSY-0218SD,36,25644,0,974.0,557.0,812.0
NBSY-0218SD,36,25528,0,1786.0,540.0,535.0
NBSY-0218SD,36,25145,0,2321.0,513.5,92.5
NBSY-0218SD,36,25443,557.0,0,557.0,750.0
NBSY-0218SD,36,25263,557.0,750.0,557.0,947.0
NBSY-0218SD,36,25384,557.0,1697.0,547.0,731.0
NBSY-0218SD,36,25660,1114.0,0,58.0,2148.0
NBSY-0218SD,36,25633,1172.0,0,38.0,1298.0
NBSY-0218SD,36,25582,1172.0,1298.0,38.0,1010.0
NBSY-0218SD,37,25349,0,0,557.0,2053.0
NBSY-0218SD,37,25616,0,2053.0,475.5,380.0
NBSY-0218SD,37,25196,557.0,0,557.0,1112.0
NBSY-0218SD,37,25593,557.0,1112.0,555.0,885.0
NBSY-0218SD,37,25913,557.0,1997.0,553.0,440.0
NBSY-0218SD,37,25642,1114.0,0,58.0,1343.0
NBSY-0218SD,37,25627,1114.0,1343.0,58.0,443.0
NBSY-0218SD,37,25326,1114.0,1786.0,58.0,562.0
NBSY-0218SD,37,25598,1172.0,0,38.0,2438.0
NBSY-0218SD,38,25102,0,0,555.0,764.0
NBSY-0218SD,38,25923,0,764.0,553.0,939.0
NBSY-0218SD,38,25409,0,1703.0,528.0,735.0
NBSY-0218SD,38,25382,555.0,0,553.0,900.0
NBSY-0218SD,38,25484,555.0,900.0,541.0,1494.0
NBSY-0218SD,38,25613,1108.0,0,58.0,694.0
NBSY-0218SD,38,25608,1108.0,694.0,58.0,921.0
NBSY-0218SD,38,25594,1108.0,1615.0,58.0,759.0
NBSY-0218SD,38,25583,1166.0,0,38.0,2438.0
NBSY-0218SD,39,25701,0,0,538.0,851.0
NBSY-0218SD,39,25282,0,851.0,538.0,936.0
NBSY-0218SD,39,25353,0,1787.0,515.0,577.0
NBSY-0218SD,39,25807,0,2364.0,494.0,48.0
NBSY-0218SD,39,25095,538.0,0,535.0,811.0
NBSY-0218SD,39,25523,538.0,811.0,530.0,840.0
NBSY-0218SD,39,25696,538.0,1651.0,516.5,762.0
NBSY-0218SD,39,25379,1073.0,0,132.5,609.0
NBSY-0218SD,39,25339,1073.0,609.0,132.5,461.0
NBSY-0218SD,39,25166,1073.0,1070.0,132.5,817.0
NBSY-0218SD,39,25721,1073.0,1887.0,128.5,332.0
NBSY-0218SD,40,25390,0,0,530.0,2348.0
NBSY-0218SD,40,25905,0,2348.0,488.0,78.0
NBSY-0218SD,40,25271,530.0,0,530.0,831.0
NBSY-0218SD,40,25176,530.0,831.0,530.0,807.0
NBSY-0218SD,40,25662,530.0,1638.0,518.0,763.0
NBSY-0218SD,40,25312,1060.0,0,158.0,488.0
NBSY-0218SD,40,25297,1060.0,488.0,158.0,238.0
NBSY-0218SD,40,25222,1060.0,726.0,158.0,438.0
NBSY-0218SD,40,25184,1060.0,1164.0,158.0,488.0
NBSY-0218SD,40,25141,1060.0,1652.0,158.0,488.0
NBSY-0218SD,41,25688,0,0,528.0,1603.0
NBSY-0218SD,41,25725,0,1603.0,512.0,739.0
NBSY-0218SD,41,25217,0,2342.0,446.0,83.0
NBSY-0218SD,41,25682,528.0,0,527.0,932.0
NBSY-0218SD,41,25300,528.0,932.0,516.0,811.0
NBSY-0218SD,41,25363,528.0,1743.0,507.0,570.0
NBSY-0218SD,41,25629,528.0,2313.0,457.0,118.0
NBSY-0218SD,41,25133,1055.0,0,158.0,438.0
NBSY-0218SD,41,25096,1055.0,438.0,158.0,488.0
NBSY-0218SD,41,25752,1055.0,926.0,154.5,661.5
NBSY-0218SD,41,25572,1055.0,1587.5,154.5,327.0
NBSY-0218SD,41,25830,1055.0,1914.5,133.0,478.0
NBSY-0218SD,42,25188,0,0,510.0,778.0
NBSY-0218SD,42,25831,0,778.0,505.0,1443.5
NBSY-0218SD,42,25153,0,2221.5,473.0,212.5
NBSY-0218SD,42,25343,510.0,0,501.0,2084.0
NBSY-0218SD,42,25313,510.0,2084.0,466.0,268.5
NBSY-0218SD,42,25824,510.0,2352.5,455.0,83.0
NBSY-0218SD,42,25651,1011.0,0,201.0,2201.0
NBSY-0218SD,42,25906,1011.0,2201.0,195.0,48.0
NBSY-0218SD,43,25181,0,0,499.0,613.0
NBSY-0218SD,43,25677,0,613.0,498.0,526.0
NBSY-0218SD,43,25586,0,1139.0,498.0,1197.0
NBSY-0218SD,43,25607,0,2336.0,479.0,99.5
NBSY-0218SD,43,25223,499.0,0,498.0,865.0
NBSY-0218SD,43,25801,499.0,865.0,497.0,730.0
NBSY-0218SD,43,25358,499.0,1595.0,497.0,730.0
NBSY-0218SD,43,25709,499.0,2325.0,459.5,114.5
NBSY-0218SD,43,25837,997.0,0,216.5,636.5
NBSY-0218SD,43,25186,997.0,636.5,216.5,636.5
NBSY-0218SD,43,25724,997.0,1273.0,213.0,495.0
NBSY-0218SD,43,25294,997.0,1768.0,212.5,408.0
NBSY-0218SD,44,25348,0,0,479.0,1816.0
NBSY-0218SD,44,25732,0,1816.0,472.0,579.0
NBSY-0218SD,44,25179,0,2395.0,449.0,38.0
NBSY-0218SD,44,25344,479.0,0,475.0,1443.5
NBSY-0218SD,44,25436,479.0,1443.5,474.0,489.0
NBSY-0218SD,44,25921,479.0,1932.5,465.0,482.0
NBSY-0218SD,44,25273,954.0,0,259.5,716.0
NBSY-0218SD,44,25928,954.0,716.0,258.0,912.0
NBSY-0218SD,44,25903,954.0,1628.0,258.0,515.0
NBSY-0218SD,44,25502,954.0,2143.0,255.0,267.0
NBSY-0218SD,45,25175,0,0,474.0,851.5
NBSY-0218SD,45,25107,0,851.5,471.5,930.0
NBSY-0218SD,45,25587,0,1781.5,468.0,578.0
NBSY-0218SD,45,25364,0,2359.5,448.0,78.0
NBSY-0218SD,45,25845,474.0,0,470.0,2361.0
NBSY-0218SD,45,25249,474.0,2361.0,448.0,78.0
NBSY-0218SD,45,25462,944.0,0,252.0,1040.0
NBSY-0218SD,45,25780,944.0,1040.0,248.0,1198.0
NBSY-0218SD,45,25232,944.0,2238.0,248.0,161.0
NBSY-0218SD,46,25162,0,0,468.0,766.0
NBSY-0218SD,46,25619,0,766.0,466.0,1148.0
NBSY-0218SD,46,25450,0,1914.0,462.0,389.0
NBSY-0218SD,46,25526,0,2303.0,461.0,132.5
NBSY-0218SD,46,25226,468.0,0,459.5,872.0
NBSY-0218SD,46,25705,468.0,872.0,459.0,557.0
NBSY-0218SD,46,25666,468.0,1429.0,459.0,538.0
NBSY-0218SD,46,25200,468.0,1967.0,439.0,316.0
NBSY-0218SD,46,25405,468.0,2283.0,438.0,78.0
NBSY-0218SD,46,25314,468.0,2361.0,438.0,78.0
NBSY-0218SD,46,25687,927.5,0,290.0,1188.0
NBSY-0218SD,46,25902,927.5,1188.0,289.0,801.0
NBSY-0218SD,46,25786,927.5,1989.0,278.0,343.0
NBSY-0218SD,46,25425,927.5,2332.0,262.0,58.0
NBSY-0218SD,46,25227,927.5,2390.0,253.0,48.0
NBSY-0218SD,47,25555,0,0,459.0,2001.0
NBSY-0218SD,47,25306,0,2001.0,454.0,413.0
NBSY-0218SD,47,25861,459.0,0,447.5,1514.5
NBSY-0218SD,47,25514,459.0,1514.5,447.0,636.0
NBSY-0218SD,47,25551,459.0,2150.5,347.0,269.0
NBSY-0218SD,47,25737,906.5,0,312.0,1089.0
NBSY-0218SD,47,25509,906.5,1089.0,312.0,323.5
NBSY-0218SD,47,25489,906.5,1412.5,312.0,356.0
NBSY-0218SD,47,25246,906.5,1768.5,310.0,379.3
NBSY-0218SD,47,25657,906.5,2147.8,286.0,277.0
NBSY-0218SD,48,25490,0,0,447.0,636.0
NBSY-0218SD,48,25802,0,636.0,446.0,598.0
NBSY-0218SD,48,25763,0,1234.0,446.0,560.0
NBSY-0218SD,48,25214,0,1794.0,446.0,481.0
NBSY-0218SD,48,25485,0,2275.0,428.0,161.0
NBSY-0218SD,48,25547,447.0,0,443.0,730.5
NBSY-0218SD,48,25417,447.0,730.5,440.0,553.0
NBSY-0218SD,48,25765,447.0,1283.5,439.5,565.0
NBSY-0218SD,48,25659,447.0,1848.5,438.0,491.0
NBSY-0218SD,48,25857,447.0,2339.5,437.0,99.0
NBSY-0218SD,48,25624,890.0,0,330.0,1859.0
NBSY-0218SD,48,25603,890.0,1859.0,330.0,348.0
NBSY-0218SD,48,25111,890.0,2207.0,279.5,229.0
NBSY-0218SD,49,25821,0,0,440.0,2339.0
NBSY-0218SD,49,25621,0,2339.0,438.0,78.0
NBSY-0218SD,49,25739,440.0,0,440.0,2339.0
NBSY-0218SD,49,25439,440.0,2339.0,438.0,78.0
NBSY-0218SD,49,25591,880.0,0,338.0,658.0
NBSY-0218SD,49,25136,880.0,658.0,338.0,766.0
NBSY-0218SD,49,25210,880.0,1424.0,337.0,356.0
NBSY-0218SD,49,25914,880.0,1780.0,330.0,358.0
NBSY-0218SD,49,25649,880.0,2138.0,298.0,298.0
NBSY-0218SD,50,25328,0,0,440.0,2386.0
NBSY-0218SD,50,25634,0,2386.0,413.0,52.5
NBSY-0218SD,50,25180,440.0,0,438.0,880.0
NBSY-0218SD,50,25471,440.0,880.0,437.0,553.0
NBSY-0218SD,50,25693,440.0,1433.0,435.0,577.0
NBSY-0218SD,50,25679,440.0,2010.0,430.0,339.0
NBSY-0218SD,50,25846,440.0,2349.0,422.0,52.5
NBSY-0218SD,50,25195,440.0,2401.5,380.0,38.0
NBSY-0218SD,50,25920,878.0,0,342.0,749.0
NBSY-0218SD,50,25744,878.0,749.0,342.0,1067.0
NBSY-0218SD,50,25848,878.0,1816.0,339.0,514.5
NBSY-0218SD,50,25396,878.0,2330.5,338.0,78.0
NBSY-0218SD,51,25140,0,0,435.0,2334.0
NBSY-0218SD,51,25122,0,2334.0,400.0,58.0
NBSY-0218SD,51,25760,0,2392.0,395.0,48.0
NBSY-0218SD,51,25338,435.0,0,432.0,1428.0
NBSY-0218SD,51,25190,435.0,1428.0,432.0,547.0
NBSY-0218SD,51,25541,435.0,1975.0,414.0,439.0
NBSY-0218SD,51,25792,867.0,0,351.5,815.5
NBSY-0218SD,51,25524,867.0,815.5,351.0,723.0
NBSY-0218SD,51,25279,867.0,1538.5,351.0,547.0
NBSY-0218SD,51,25103,867.0,2085.5,351.0,347.0
NBSY-0218SD,52,25134,0,0,432.0,545.0
NBSY-0218SD,52,25449,0,545.0,431.0,548.0
NBSY-0218SD,52,25707,0,1093.0,427.0,538.0
NBSY-0218SD,52,25430,0,1631.0,427.0,562.0
NBSY-0218SD,52,25434,0,2193.0,408.0,214.0
NBSY-0218SD,52,25324,432.0,0,427.0,562.0
NBSY-0218SD,52,25155,432.0,562.0,427.0,538.0
NBSY-0218SD,52,25167,432.0,1100.0,426.5,677.0
NBSY-0218SD,52,25315,432.0,1777.0,418.0,556.0
NBSY-0218SD,52,25426,432.0,2333.0,407.0,58.0
NBSY-0218SD,52,25161,432.0,2391.0,398.0,48.0
NBSY-0218SD,52,25287,859.0,0,360.0,732.0
NBSY-0218SD,52,25251,859.0,732.0,360.0,1525.5
NBSY-0218SD,52,25774,859.0,2257.5,338.0,158.0
NBSY-0218SD,53,25127,0,0,426.5,677.0
NBSY-0218SD,53,25703,0,677.0,426.0,697.0
NBSY-0218SD,53,25888,0,1374.0,420.0,926.0
NBSY-0218SD,53,25892,0,2300.0,413.0,132.5
NBSY-0218SD,53,25366,426.5,0,425.0,2084.0
NBSY-0218SD,53,25560,426.5,2084.0,414.0,349.0
NBSY-0218SD,53,25316,851.5,0,365.0,536.0
NBSY-0218SD,53,25272,851.5,536.0,364.0,439.0
NBSY-0218SD,53,25207,851.5,975.0,363.0,489.0
NBSY-0218SD,53,25604,851.5,1464.0,362.0,457.0
NBSY-0218SD,53,25847,851.5,1921.0,358.0,380.0
NBSY-0218SD,53,25869,851.5,2301.0,318.0,132.5
NBSY-0218SD,54,25850,0,0,419.0,815.0
NBSY-0218SD,54,25508,0,815.0,418.5,815.0
NBSY-0218SD,54,25437,0,1630.0,418.5,734.0
NBSY-0218SD,54,25796,0,2364.0,400.0,58.0
NBSY-0218SD,54,25168,419.0,0,418.5,815.0
NBSY-0218SD,54,25521,419.0,815.0,418.0,770.0
NBSY-0218SD,54,25352,419.0,1585.0,418.0,770.0
NBSY-0218SD,54,25099,419.0,2355.0,388.0,78.0
NBSY-0218SD,54,25784,837.5,0,380.0,1445.0
NBSY-0218SD,54,25663,837.5,1445.0,380.0,528.0
NBSY-0218SD,54,25794,837.5,1973.0,379.0,456.0
NBSY-0218SD,55,25494,0,0,415.0,2377.0
NBSY-0218SD,55,25750,0,2377.0,381.0,58.0
NBSY-0218SD,55,25330,415.0,0,415.0,2386.0
NBSY-0218SD,55,25812,415.0,2386.0,368.2,52.5
NBSY-0218SD,55,25529,830.0,0,390.0,2252.0
NBSY-0218SD,55,25899,830.0,2252.0,329.0,188.0
NBSY-0218SD,56,25212,0,0,415.0,2377.0
NBSY-0218SD,56,25800,0,2377.0,367.0,58.0
NBSY-0218SD,56,25695,415.0,0,413.0,2084.0
NBSY-0218SD,56,25362,415.0,2084.0,402.0,347.0
NBSY-0218SD,56,25815,828.0,0,392.0,2021.5
NBSY-0218SD,56,25749,828.0,2021.5,381.0,418.0
NBSY-0218SD,57,25581,0,0,412.0,613.0
NBSY-0218SD,57,25592,0,613.0,411.0,692.0
NBSY-0218SD,57,25266,0,1305.0,411.0,663.0
NBSY-0218SD,57,25475,0,1968.0,389.0,441.0
NBSY-0218SD,57,25483,412.0,0,410.0,655.0
NBSY-0218SD,57,25346,412.0,655.0,410.0,655.0
NBSY-0218SD,57,25420,412.0,1310.0,409.0,644.0
NBSY-0218SD,57,25202,412.0,1954.0,398.0,432.5
NBSY-0218SD,57,25513,412.0,2386.5,395.0,48.0
NBSY-0218SD,57,25834,822.0,0,398.0,2148.0
NBSY-0218SD,57,25743,822.0,2148.0,369.2,289.0
NBSY-0218SD,58,25402,0,0,408.8,2084.0
